ticker,TPIL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,-1.7241
2000-06-09,8.7719
2000-06-12,-1.6129
2000-06-13,-11.4754
2000-06-21,14.8148
2000-06-22,-3.2258
2000-07-10,-8.3333
2000-07-11,12.7273
2000-07-18,-3.2258
2000-07-21,0.0
2000-07-24,-6.6667
2000-07-26,0.0
2000-07-31,-14.2857
2000-08-01,2.0833
2000-08-02,-18.3673
2000-08-11,-10.0
2000-08-17,-11.1111
2000-08-29,-25.0
2000-08-30,-6.25
2000-09-12,44.0
2000-09-15,26.5432
2000-09-28,17.0732
2000-10-03,-2.0833
2000-10-09,-6.383
2000-10-17,0.0
2000-10-18,2.2727
2000-10-26,0.0
2000-11-30,15.5556
2000-12-01,0.0
2000-12-11,17.3077
2000-12-12,-1.6393
2001-01-08,1.6667
2001-01-18,-1.6393
2001-02-20,3.3333
2001-02-23,-11.2903
2001-02-27,12.7273
2001-02-28,-17.7419
2001-03-01,19.6078
2001-03-06,-18.0328
2001-03-07,24.0
2001-03-09,-22.5806
2001-03-12,25.0
2001-03-14,-28.3333
2001-03-29,39.5349
2001-04-11,-3.3333
2001-04-16,5.1724
2001-04-18,1.6393
2001-04-19,0.0
2001-04-30,0.0
2001-05-02,-1.6129
2001-05-21,1.6393
2001-05-25,-1.6129
2001-07-05,-1.6393
2001-08-08,-16.6667
2001-08-13,8.0
2001-09-21,-44.4444
2001-10-01,-46.6667
2001-10-02,0.0
2001-10-04,2.5
2001-10-11,95.122
2002-07-31,-82.5
2002-08-02,-57.1429
2002-09-12,6.6667
2002-11-21,-21.875
2003-03-12,40.0
2003-03-17,0.0
2003-03-31,2.8571
2003-04-04,0.0
2003-04-08,0.0
2003-04-17,0.0
2003-04-21,-1.3889
2003-04-23,1.4085
2003-04-25,-1.3889
2003-05-05,1.4085
2003-05-15,-2.7778
2003-10-15,-14.2857
2003-10-17,3.3333
2003-10-21,16.129
2003-12-19,-38.8889
2003-12-23,54.5455
2004-03-22,-11.7647
2004-03-23,-6.6667
2004-05-24,-50.0
2004-05-25,0.0
2004-07-06,71.4286
2004-08-13,-87.5
2004-08-16,-32.6667
2004-08-17,-49.505
2004-08-18,3.9215999999999998
2004-08-23,-52.8302
2004-08-24,60.0
2004-08-26,-37.5
2004-08-31,20.0
2004-09-01,0.0
2004-09-14,50.0
2004-09-15,-75.5556
2004-09-30,5.4545
2004-10-14,16.3793
2004-10-15,0.0
2004-10-28,-7.4074
2004-11-05,0.0
2004-11-08,-12.0
