ticker,TPIL US Equity
2004-11-10,-18.1818
2004-11-29,0.0
2004-12-02,11.1111
2004-12-06,-10.0
2004-12-07,-0.4167
2004-12-13,-10.7392
2004-12-20,-37.5
2004-12-28,0.0
2004-12-29,-40.0
2004-12-30,0.0
2005-01-03,-33.3333
2005-01-06,100.0
2005-01-11,0.0
2005-01-25,125.0
2005-02-02,-66.6667
2005-02-03,0.0
2005-02-10,66.6667
2005-02-11,-56.0
2005-02-25,-31.8182
2005-03-08,66.6667
2005-03-31,-60.0
2005-04-11,100.0
2005-04-12,0.0
2005-04-14,-65.0
2005-04-27,185.7143
2005-05-27,25.0
2005-06-07,10.0
2005-06-13,45.4545
2005-06-23,-80.0
2005-06-28,400.0
2005-07-08,0.0
2005-08-25,-75.0
2005-09-15,200.0
2005-10-19,-5.0
2005-10-24,5.2632
2005-10-25,0.0
2005-10-26,0.0
2005-11-01,-5.0
2005-11-02,5.2632
2005-12-01,-66.6667
2005-12-08,0.0
2005-12-29,0.0
2005-12-30,-70.0
2006-01-27,-20.0
2006-01-31,31.25
2006-02-10,233.3333
2006-02-23,0.0
2006-03-30,-13.8095
2006-03-31,11.0497
2006-04-12,0.0
2006-05-31,9.4527
2006-07-12,0.0
2007-01-29,-35.9091
2007-04-05,-29.078
2007-04-17,-78.0
2007-04-19,-4.5455
2007-04-20,-52.381
2007-04-27,0.0
2007-05-08,10.0
2007-05-21,-9.0909
2007-07-09,-10.0
2007-07-20,11.1111
2007-09-11,-70.0
2007-12-04,-20.0
2008-01-30,0.0
2008-11-17,-16.6667
2008-12-11,-40.0
2008-12-18,-66.6667
2009-10-12,50.0
2009-12-15,0.0
2009-12-16,0.0
2010-01-08,1066.6667
2010-01-11,0.0
2010-01-13,-20.0
2010-01-15,-7.1429
2010-01-19,0.0
2010-01-27,-90.3846
2010-04-05,2900.0
2010-07-22,-9.3333
2010-10-04,-19.1176
2010-10-05,-95.4545
2010-12-03,2060.0
2011-05-13,-90.7407
2011-08-10,920.0
2011-08-11,-1.9607999999999999
2011-08-17,2.0
2011-08-24,-3.9215999999999998
2011-08-25,0.0
2011-08-26,-89.7959
2011-10-03,-20.0
2011-12-16,-50.0
2011-12-19,4900.0
2012-01-04,-98.8
2012-02-10,1150.0
2012-02-14,133.3333
2012-02-16,28.5714
2012-05-18,0.0
2012-05-22,0.0
2012-09-19,-97.7778
2012-10-04,-78.125
2013-03-21,14.2857
2013-05-21,-80.0
2013-10-18,500.0
2013-12-18,0.0
2013-12-19,0.0
2014-06-24,-33.3333
2014-11-12,900.0
2014-12-02,-75.0
2015-04-30,2.5
2015-05-27,-2.439
2015-06-04,2.5
2015-06-16,0.0
2015-12-15,1.2195
2016-02-10,0.0
2016-04-04,0.0
2016-04-12,285.5422
2016-04-13,118.125
2016-06-02,-65.616
2016-06-15,0.0
2016-07-19,0.0
2016-09-07,0.0
2016-09-12,0.0
2016-11-30,0.0
2017-04-20,0.0
2017-06-16,0.0
2018-03-13,0.0
2018-03-14,-33.3333
2018-04-20,0.0
2019-04-05,50.0
2019-05-22,-33.3333
2019-08-21,0.0
2020-04-21,100.0
