ticker,ECC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-08,-4.2
2014-10-09,-0.3132
2014-10-10,0.2618
2014-10-13,-0.7833
2014-10-14,0.1579
2014-10-15,-0.1051
2014-10-16,0.8943
2014-10-17,-0.1564
2014-10-20,0.6266
2014-10-21,0.0
2014-10-22,-0.1038
2014-10-23,2.6494
2014-10-24,-0.8097
2014-10-27,0.9184
2014-10-28,0.6572
2014-10-29,0.2009
2014-10-30,0.2757
2014-10-31,0.4249
2014-11-03,-0.3484
2014-11-04,0.6494
2014-11-05,0.2481
2014-11-06,0.5452
2014-11-07,0.8856
2014-11-10,-1.2689
2014-11-11,1.6312
2014-11-12,-0.7782
2014-11-13,0.1471
2014-11-14,0.2447
2014-11-17,-0.1465
2014-11-18,0.6846
2014-11-19,-0.6799
2014-11-20,1.1247
2014-11-21,1.4506999999999999
2014-11-24,-0.9533
2014-11-25,1.0587
2014-11-26,0.0
2014-11-28,1.1905000000000001
2014-12-01,-1.0352999999999999
2014-12-02,-0.8559
2014-12-03,1.199
2014-12-04,-0.1896
2014-12-05,0.6173
2014-12-08,-0.8495
2014-12-09,1.5707
2014-12-10,-0.8435
2014-12-11,-0.7561
2014-12-12,0.0
2014-12-15,-1.4285999999999999
2014-12-16,-1.6907999999999999
2014-12-17,1.9656
2014-12-18,0.0482
2014-12-19,-1.4933
2014-12-22,1.0269
2014-12-23,-0.7744
2014-12-24,0.2439
2014-12-26,-0.0487
2014-12-29,0.5355
2014-12-30,-0.0498
2014-12-31,0.0498
2015-01-02,1.0945
2015-01-05,0.589
2015-01-06,-0.4388
2015-01-07,0.6388
2015-01-08,0.1465
2015-01-09,-0.0731
2015-01-12,1.1954
2015-01-13,-1.0029
2015-01-14,-0.1023
2015-01-15,0.2404
2015-01-16,0.8724
2015-01-20,-1.0593
2015-01-21,0.0487
2015-01-22,0.1461
2015-01-23,0.9241
2015-01-26,-0.6265
2015-01-27,0.2425
2015-01-28,0.8708
2015-01-29,0.048
2015-01-30,0.1438
2015-02-02,0.718
2015-02-03,0.4753
2015-02-04,-0.8042
2015-02-05,-1.1445
2015-02-06,1.206
2015-02-09,0.3337
2015-02-10,-0.2375
2015-02-11,1.1905000000000001
2015-02-12,-0.2353
2015-02-13,-0.4245
2015-02-17,0.4216
2015-02-18,0.4529
2015-02-19,-0.2113
2015-02-20,0.0
2015-02-23,0.0
2015-02-24,0.0
2015-02-25,0.1882
2015-02-26,-0.1879
2015-02-27,-1.1764999999999999
