ticker,GTGT US Equity
2001-11-15,0.0
2001-11-26,0.0
2001-12-14,0.0
2001-12-19,0.0
2001-12-20,0.0
2001-12-26,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-02,0.0
2002-01-15,0.0
2002-02-12,0.0
2002-02-13,0.0
2002-02-26,0.0
2002-04-11,0.0
2002-04-22,0.0
2002-05-10,0.0
2002-06-03,0.0
2002-06-17,0.0
2002-07-17,0.0
2002-07-18,0.0
2002-07-25,400.0
2002-08-27,-80.0
2002-08-30,0.0
2002-09-16,0.0
2002-09-25,-87.5
2002-09-30,0.0
2002-10-10,0.0
2002-11-06,0.0
2002-11-08,0.0
2002-11-25,0.0
2002-12-09,0.0
2002-12-10,0.0
2002-12-19,0.0
2002-12-20,0.0
2002-12-30,0.0
2003-01-15,0.0
2003-01-23,0.0
2003-01-27,0.0
2003-01-30,0.0
2003-02-12,0.0
2003-02-13,0.0
2003-02-18,0.0
2003-03-10,0.0
2003-03-20,0.0
2003-04-03,0.0
2003-04-15,0.0
2003-06-13,0.0
2003-06-27,0.0
2003-08-26,0.0
2003-09-08,0.0
2003-10-15,0.0
2003-10-29,0.0
2003-11-14,0.0
2003-11-20,0.0
2003-12-05,0.0
2003-12-09,0.0
2003-12-16,0.0
2003-12-31,0.0
2004-02-19,0.0
2004-03-11,300.0
2004-03-24,0.0
2004-04-12,-37.5
2004-04-15,20.0
2004-04-20,-16.6667
2004-05-04,0.0
2004-05-13,0.0
2004-06-04,0.0
2004-06-29,0.0
2004-07-20,0.0
2004-07-30,0.0
2004-08-11,0.0
2004-08-20,0.0
2004-08-27,20.0
2004-08-30,-16.6667
2004-09-09,0.0
2004-10-12,0.0
2004-10-13,0.0
2004-10-22,0.0
2004-12-08,0.0
2004-12-09,0.0
2004-12-14,0.0
2004-12-17,0.0
2004-12-23,0.0
2005-02-08,0.0
2005-02-14,0.0
2005-02-25,0.0
2005-03-02,3100.0
2005-07-11,1100.0
2005-08-16,-25.0
2005-09-28,-33.3333
2005-10-10,0.0
2005-10-20,0.0
2005-10-21,-50.0
2005-10-31,-33.3333
2005-11-07,-54.1667
2005-11-16,172.7273
2005-12-05,-50.0
2006-01-19,-13.3333
2006-01-31,0.0
2006-02-10,0.0
2006-02-23,-68.6154
2006-03-28,390.1961
2006-05-05,-2.0
2006-05-17,0.0
2006-05-18,-2.0408
2006-05-19,4.1667
2006-06-05,18.0
2006-06-08,0.0
2006-06-09,-23.7288
2006-06-15,0.0
2006-07-03,0.0
2006-07-12,-11.1111
2006-07-17,-74.5
2006-07-27,292.1569
2006-10-06,-67.5
2006-10-10,207.6923
2006-11-30,-70.0
2006-12-04,275.0
2007-01-17,-55.1111
2007-01-18,0.0
2007-01-19,0.0
2007-01-22,98.0198
2007-01-29,0.0
2007-03-02,-12.5
2007-03-07,22.8571
2007-05-30,-6.0465
2007-07-13,-0.9901
2007-07-16,0.0
2007-07-20,0.0
2007-07-27,1.0
2007-08-06,-0.9901
2007-08-07,0.0
2007-08-21,0.0
2007-08-23,0.0
2007-09-06,-49.5
2007-09-07,98.0198
2007-09-10,12.5
2007-09-11,0.0
2007-09-12,0.0
2007-10-03,0.0
2007-10-04,0.0
2007-10-05,0.0
2007-10-08,-11.1111
2007-10-09,0.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-15,0.0
2007-10-17,10.0
2007-10-25,0.0
2007-10-26,0.0
2007-10-30,2.2727
2007-11-09,-6.6667
2007-11-12,2.3810000000000002
2007-11-14,0.0
2007-11-15,-6.9767
2007-11-16,50.0
2007-11-29,-16.6667
2007-12-03,20.0
2008-01-02,8.3333
2008-01-03,0.0
2008-01-04,0.0
2008-01-08,1.5385
2008-01-15,3.0303
2008-01-22,-4.4118
2008-01-24,15.3846
2008-01-25,9.3333
2008-03-05,-93.6585
2008-03-06,1515.3846
2008-07-18,-96.4286
2008-07-21,2566.6667
2008-08-15,-93.75
2008-08-18,1100.0
2008-08-19,33.3333
2008-08-20,-74.75
2008-08-22,0.0
2008-08-25,0.9901
2008-08-26,0.0
2008-09-04,-0.9804
2008-09-09,-49.505
2008-09-15,0.0
2008-10-02,0.0
2008-10-09,0.0
2008-10-13,0.0
2008-10-27,98.0392
2008-11-17,0.0
2009-03-12,-83.1683
2009-07-16,-11.7647
2009-08-12,0.0
2009-09-04,0.0
2010-01-27,-33.3333
2010-03-17,-70.0
2010-03-25,-66.6667
2010-08-02,0.0
2011-12-09,100.0
2011-12-23,0.0
2012-03-26,0.0
2012-05-03,-90.0
2012-06-04,0.0
2012-07-11,2400.0
2012-07-17,500.0
2012-07-19,-63.3333
2012-08-08,-9.0909
2012-09-05,330.0
2012-09-06,132.5581
2012-09-07,0.0
2012-09-10,0.0
2012-10-04,-90.0
2012-10-05,200.0
2012-10-08,230.0
2012-12-13,-89.899
2012-12-14,820.0
2013-02-01,-67.3913
2013-02-04,206.6667
2013-07-12,-72.8261
2013-07-15,96.0
2013-07-16,0.0
2013-07-17,-67.3469
2013-08-08,6.25
2013-08-13,-88.2353
2013-08-19,3900.0
2013-11-06,-95.0
2013-11-20,1000.0
2013-11-21,-20.4545
2013-11-29,57.1429
2013-12-02,81.8182
2013-12-11,-90.0
2013-12-12,20.0
2014-01-15,0.0
2014-01-21,258.3333
2014-01-22,0.0
2014-02-04,0.0
2014-02-07,0.0
2014-02-10,0.0
2014-02-12,0.0
2014-02-24,0.0
2014-03-26,0.0
2014-03-31,0.0
2014-06-04,-72.093
2014-06-25,0.0
2014-06-26,258.3333
2014-07-21,-6.9767
2014-08-25,-70.0
2014-09-03,258.3333
2014-10-31,0.0
2015-02-18,-18.6047
2015-03-11,0.0
2015-04-16,22.8571
2015-07-14,0.0
2015-07-17,0.0
2015-07-21,0.0
2016-01-28,-41.8605
2016-04-28,20.0
2016-05-11,0.0
2016-06-13,33.3333
2016-06-22,125.0
2016-06-23,22.2222
2016-06-24,54.5455
2016-06-28,-67.6471
2016-06-29,118.1818
2016-06-30,28.3333
2016-07-01,0.6494
2016-07-12,-29.0323
2016-09-27,0.0
2017-04-20,0.0
2017-08-01,0.0
2017-08-17,0.0
2017-10-17,72.7273
2018-02-01,-39.4737
2018-06-12,-8.6957
2018-07-02,0.0
2018-07-06,57.1429
2018-07-11,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-30,-36.3636
2018-10-03,33.3333
2018-10-04,-21.4286
2018-11-08,-86.3636
2018-11-09,233.3333
2018-11-14,-35.0
2018-11-19,207.6923
2018-12-06,-85.0
2018-12-10,566.6667
2018-12-13,-84.0
2018-12-14,525.0
2018-12-21,0.0
2019-01-17,-45.0
2019-01-23,18.1818
2019-04-29,-23.0769
2019-04-30,0.0
2019-05-01,50.0
2019-05-03,33.3333
2019-05-10,0.0
2019-05-13,25.0
2019-05-16,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,4.0
2019-09-23,-23.0769
2019-11-05,25.0
2019-11-08,-20.0
2019-11-11,20.0
2019-11-13,-70.8333
2019-11-14,242.8571
2019-11-19,8.3333
2019-11-22,30.7692
2019-12-09,-41.1765
2019-12-10,60.0
2019-12-19,5.625
2019-12-20,30.1775
2019-12-26,9.0909
2019-12-27,0.0
2019-12-30,2.0833
2019-12-31,10.2041
2020-01-02,3.7037
2020-01-03,1.7856999999999998
2020-01-07,29.8246
2020-01-08,39.1892
2020-01-09,-8.7379
2020-01-13,-6.383
2020-01-17,0.0
2020-02-07,-31.8182
2020-02-10,-20.0
2020-02-12,12.0833
2020-02-13,0.0
2020-02-14,20.8178
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,-45.8431
2020-02-21,127.2598
2020-03-13,-31.25
2020-03-16,38.1818
2020-04-24,-67.1053
2020-04-27,44.0
2020-04-28,-16.6667
2020-05-19,-16.6667
2020-06-10,32.0
2020-06-18,60.6061
2020-06-19,-0.7547
2020-06-23,0.7605
2020-06-29,-13.2075
2020-06-30,-2.1739
