ticker,GTGT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-24,0.0
2000-01-25,-33.3333
2000-01-28,0.0
2000-02-08,20.0
2000-02-16,25.0
2000-02-22,-30.6667
2000-02-29,-3.8462
2000-03-10,0.0
2000-03-16,44.0
2000-03-21,-30.5556
2000-03-22,-92.0
2000-03-23,1500.0
2000-03-30,-21.875
2000-04-05,0.0
2000-04-06,0.0
2000-04-11,0.0
2000-04-14,0.0
2000-04-17,-12.0
2000-04-20,45.4545
2000-04-24,0.0
2000-04-25,0.0
2000-04-27,-2.3437
2000-04-28,-20.0
2000-05-01,0.0
2000-05-03,0.0
2000-05-05,-20.0
2000-05-08,50.0
2000-05-10,13.3333
2000-05-11,0.0
2000-05-15,-41.1765
2000-05-16,-10.0
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,-11.1111
2000-05-26,0.0
2000-06-12,-12.5
2000-06-14,0.0
2000-06-29,0.0
2000-07-11,0.0
2000-07-27,0.0
2000-08-01,-14.2857
2000-08-02,-16.6667
2000-08-03,0.0
2000-08-08,20.0
2000-08-15,-16.6667
2000-08-17,0.0
2000-08-18,0.0
2000-08-29,0.0
2000-08-30,-20.0
2000-08-31,0.0
2000-09-05,0.0
2000-09-07,50.0
2000-09-13,-66.6667
2000-09-21,100.0
2000-09-25,0.0
2000-09-28,0.0
2000-10-02,-25.0
2000-10-17,166.6667
2000-10-23,-62.5
2000-10-24,0.0
2000-10-25,0.0
2000-11-10,0.0
2000-11-15,0.0
2000-11-16,0.0
2000-11-17,0.0
2000-11-22,0.0
2000-11-28,0.0
2000-11-29,-16.6667
2000-12-01,0.0
2000-12-06,0.0
2000-12-11,-20.0
2000-12-12,-25.0
2000-12-13,0.0
2000-12-14,0.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-27,0.0
2000-12-28,100.0
2000-12-29,0.0
2001-01-02,-50.0
2001-01-16,0.0
2001-01-23,233.3333
2001-01-30,-70.0
2001-01-31,0.0
2001-02-20,0.0
2001-03-09,0.0
2001-03-12,0.0
2001-03-29,0.0
2001-04-05,0.0
2001-04-25,0.0
2001-05-09,0.0
2001-05-10,-66.6667
2001-06-05,-60.0
2001-06-25,0.0
2001-07-09,0.0
2001-08-13,0.0
2001-09-26,0.0
2001-10-31,0.0
2001-11-01,-50.0
2001-11-02,0.0
2001-11-12,0.0
