ticker,RSSV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-30,100.0
2015-01-08,-15.0
2015-01-22,2.9412000000000003
2015-01-23,0.0
2015-01-26,0.0
2015-01-27,14.2857
2015-01-28,0.0
2015-01-29,12.5
2015-01-30,0.0
2015-02-02,0.0
2015-02-03,0.0
2015-02-05,8.8889
2015-02-06,0.0
2015-02-09,8.1633
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,-0.283
2015-02-13,0.2838
2015-02-17,1.7925
2015-02-18,1.9462000000000002
2015-02-19,3.6364
2015-02-20,0.0
2015-02-23,0.0
2015-02-24,1.7544
2015-02-25,-3.4483
2015-02-26,5.3571
2015-02-27,0.0
2015-03-02,-5.0847
2015-03-03,0.0
2015-03-04,-7.1429
2015-03-05,5.3606
2015-03-06,0.365
2015-03-09,0.0227
2015-03-10,5.4545
2015-03-11,-0.3448
2015-03-12,0.0
2015-03-13,3.8062
2015-03-16,1.6667
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,1.6393
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,1.6129
2015-03-26,-1.6071
2015-03-27,1.6334
2015-03-30,1.5873
2015-03-31,-4.6875
2015-04-01,6.5574
2015-04-02,1.5385
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,-0.0189
2015-04-09,-1.4965
2015-04-10,1.5385
2015-04-13,-10.6061
2015-04-14,0.0
2015-04-15,5.0847
2015-04-16,12.9032
2015-04-17,-2.8571
2015-04-20,5.8824
2015-04-21,-2.7778
2015-04-22,1.4285999999999999
2015-04-23,0.0
2015-04-24,0.7042
2015-04-27,0.0
2015-04-28,0.6993
2015-04-29,1.3889
2015-04-30,-0.6849
2015-05-01,0.4138
2015-05-04,-1.7856999999999998
2015-05-05,3.479
2015-05-06,-4.7136
2015-05-07,2.1277
2015-05-08,-2.7778
2015-05-11,2.8571
2015-05-12,0.0
2015-05-13,2.7778
2015-05-14,-2.7196
2015-05-15,0.0
2015-05-18,-3.4555
2015-05-19,0.0
2015-05-20,-0.7194
2015-05-21,5.7971
2015-05-22,0.0
2015-05-26,-4.1096
2015-05-27,0.0
2015-05-28,2.8571
2015-05-29,-1.3889
2015-06-01,-1.4085
2015-06-02,0.0
2015-06-03,-7.1429
2015-06-04,7.6923
2015-06-05,-3.5625
2015-06-08,3.6941
2015-06-09,-1.4285999999999999
2015-06-10,-5.7971
2015-06-11,4.6154
2015-06-12,0.0
2015-06-15,-1.4706000000000001
