ticker,SCRCQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-07-19,0.0
2012-07-20,0.0
2012-07-23,12.5
2012-07-24,0.0
2012-07-25,0.0
2012-07-26,14.8148
2012-08-01,0.0
2012-08-02,3.2258
2012-08-03,0.0
2012-08-06,0.0
2012-08-07,0.0
2012-08-08,3.125
2012-08-09,0.0
2012-08-10,3.6364
2012-08-13,11.1111
2012-08-14,5.2632
2012-08-15,-2.5
2012-08-16,-10.2564
2012-08-17,11.4286
2012-08-20,-12.8205
2012-08-21,-8.8235
2012-08-22,0.0
2012-08-23,29.0323
2012-08-24,-5.0
2012-08-27,-2.6316
2012-08-28,0.0
2012-08-29,-16.2162
2012-08-30,0.0
2012-09-04,0.0
2012-09-05,12.9032
2012-09-06,-5.7143
2012-09-10,-6.0606
2012-09-11,17.7419
2012-09-12,19.1781
2012-09-13,5.7471
2012-09-14,-2.1739
2012-09-17,0.0
2012-09-18,2.2222
2012-09-19,0.0
2012-09-20,-6.5217
2012-09-21,6.2791
2012-09-24,0.3282
2012-09-25,-19.3021
2012-09-26,13.2432
2012-09-27,-8.3532
2012-09-28,17.1875
2012-10-02,-14.6667
2012-10-03,0.0
2012-10-04,25.0
2012-10-05,-14.5833
2012-10-08,-9.7561
2012-10-09,18.9189
2012-10-10,0.0
2012-10-11,-9.0909
2012-10-12,5.0
2012-10-15,-9.5238
2012-10-16,0.0
2012-10-17,26.3158
2012-10-18,-16.6667
2012-10-19,5.0
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,-16.6667
2012-10-25,17.1429
2012-10-26,0.0
2012-10-31,4.878
2012-11-01,-7.2093
2012-11-02,-24.812
2012-11-05,33.0
2012-11-06,-0.5013
2012-11-07,-6.801
2012-11-08,0.0
2012-11-09,4.0541
2012-11-12,6.4935
2012-11-13,4.878
2012-11-14,-4.6512
2012-11-15,-2.439
2012-11-16,-12.5
2012-11-19,14.2857
2012-11-21,-1.2812999999999999
2012-11-26,0.0317
2012-11-27,-11.3924
2012-11-28,0.0
2012-11-29,0.0
2012-11-30,-11.4286
2012-12-03,12.9032
2012-12-04,0.0
2012-12-05,-1.4285999999999999
2012-12-06,8.6957
2012-12-07,-5.3333
2012-12-10,0.0
2012-12-11,-15.457699999999999
2012-12-12,3.2903000000000002
2012-12-13,-3.2258
2012-12-14,0.0
2012-12-17,0.0
2012-12-18,6.6667
2012-12-19,-6.25
2012-12-20,0.0
2012-12-24,-16.625
2012-12-26,27.936
2012-12-27,0.0
