ticker,HWC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-5.8065
2000-01-05,4.1096
2000-01-06,-1.2336
2000-01-07,1.9151
2000-01-10,1.9607999999999999
2000-01-11,2.5641
2000-01-12,-2.8125
2000-01-13,0.8039
2000-01-14,-0.4785
2000-01-18,0.641
2000-01-19,-0.3185
2000-01-20,-1.278
2000-01-21,0.3236
2000-01-24,0.0
2000-01-25,-1.2903
2000-01-26,-2.2876
2000-01-27,3.01
2000-01-28,2.5974
2000-01-31,-2.5316
2000-02-01,-1.9481000000000002
2000-02-02,2.649
2000-02-03,-4.1935
2000-02-04,4.0404
2000-02-07,-6.1489
2000-02-08,1.8965999999999998
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,6.2606
2000-02-14,-0.6369
2000-02-15,0.0
2000-02-16,-4.4872
2000-02-17,4.0268
2000-02-18,1.9355
2000-02-22,-6.0127
2000-02-23,5.0505
2000-02-24,-1.9231
2000-02-25,-1.3072
2000-02-28,-1.7384
2000-02-29,0.4212
2000-03-01,1.0067
2000-03-02,-3.3445
2000-03-03,-0.692
2000-03-06,-1.0453
2000-03-07,-1.4085
2000-03-08,-5.0
2000-03-09,1.5038
2000-03-10,0.6944
2000-03-13,-2.1609
2000-03-14,1.3158
2000-03-15,0.1855
2000-03-16,3.7037
2000-03-17,-4.8214
2000-03-20,-0.1876
2000-03-21,2.2556
2000-03-22,1.1029
2000-03-23,-2.5455
2000-03-24,-1.306
2000-03-27,0.189
2000-03-28,0.3774
2000-03-29,-1.6917
2000-03-30,0.5736
2000-03-31,-6.0837
2000-04-03,1.8218999999999999
2000-04-04,4.5725999999999996
2000-04-05,-0.3802
2000-04-06,-2.2901
2000-04-07,1.3672
2000-04-10,-2.1195
2000-04-11,1.1811
2000-04-12,-0.3891
2000-04-13,0.9766
2000-04-14,-1.354
2000-04-17,1.9607999999999999
2000-04-18,1.5385
2000-04-19,-4.5455
2000-04-20,2.7778
2000-04-24,-2.5097
2000-04-25,1.7822
2000-04-26,0.1946
2000-04-27,5.6311
2000-04-28,1.8382
2000-05-01,-0.361
2000-05-02,-3.6231999999999998
2000-05-03,0.0
2000-05-04,2.6316
2000-05-05,-1.0989
2000-05-08,-1.8519
2000-05-09,-1.1320999999999999
2000-05-10,-0.1908
2000-05-11,1.7208
2000-05-12,0.0
2000-05-15,0.7519
2000-05-16,0.6063
2000-05-17,0.1391
2000-05-18,-1.8519
2000-05-19,-0.7547
2000-05-22,-2.6616
