ticker,PRT US Equity
2018-09-20,1.3281
2018-09-21,0.3084
2018-09-24,0.7686
2018-09-25,-1.5255999999999998
2018-09-26,-1.0844
2018-09-27,-1.2437
2018-09-28,-1.8429
2018-10-01,-2.8571
2018-10-02,5.6303
2018-10-03,1.6705999999999999
2018-10-04,-2.5039
2018-10-05,-0.8828
2018-10-08,-0.3239
2018-10-09,1.2185
2018-10-10,-0.8828
2018-10-11,-1.7004000000000001
2018-10-12,-1.5651000000000002
2018-10-15,-0.1674
2018-10-16,0.5868
2018-10-17,0.3333
2018-10-18,-0.1661
2018-10-19,-0.4992
2018-10-22,-0.7525
2018-10-23,-1.011
2018-10-24,1.7021
2018-10-25,3.5145999999999997
2018-10-26,2.6677
2018-10-29,-0.4724
2018-10-30,-0.5864
2018-10-31,0.8032
2018-11-01,0.7171
2018-11-02,-0.4747
2018-11-05,0.4769
2018-11-06,-0.3165
2018-11-07,0.3968
2018-11-08,-0.7905
2018-11-09,0.3984
2018-11-12,-0.1587
2018-11-13,-0.6359
2018-11-14,-5.2
2018-11-15,1.097
2018-11-16,0.1669
2018-11-19,-11.5
2018-11-20,-5.5556
2018-11-21,7.2782
2018-11-23,0.0929
2018-11-26,-2.0427
2018-11-27,1.9905
2018-11-28,-5.7621
2018-11-29,1.0594
2018-11-30,-2.2593
2018-12-03,-1.1055
2018-12-04,-4.3699
2018-12-06,-4.3571
2018-12-07,3.2222
2018-12-10,-8.5038
2018-12-11,-0.8235
2018-12-12,0.7117
2018-12-13,-5.5359
2018-12-14,-4.6135
2018-12-17,-2.4837
2018-12-18,-5.8981
2018-12-19,-5.4131
2018-12-20,-4.6687
2018-12-21,-6.3191
2018-12-24,2.1922
2018-12-26,7.2607
2018-12-27,-8.7692
2018-12-28,2.4383
2018-12-31,-0.6711
2019-01-02,26.3514
2019-01-03,12.8342
2019-01-04,7.9384
2019-01-07,7.5741
2019-01-08,3.1633
2019-01-09,3.2641
2019-01-10,-2.5862
2019-01-11,-3.1465
2019-01-14,0.5076
2019-01-15,0.9091
2019-01-16,-3.7037
2019-01-17,-10.2911
2019-01-18,9.27
2019-01-22,-1.3786
2019-01-23,-1.1828
2019-01-24,2.8292
2019-01-25,-0.6349
2019-01-28,-3.6209
2019-01-29,1.0497
2019-01-30,0.3573
2019-01-31,-0.6601
2019-02-01,-0.8859
2019-02-04,-2.1229
2019-02-05,-4.5662
2019-02-06,0.3589
2019-02-07,-0.4768
2019-02-08,-2.6347
2019-02-11,2.2226
2019-02-12,5.286
2019-02-13,1.7143000000000002
2019-02-14,4.382
2019-02-15,-3.2293
2019-02-19,-1.3348
2019-02-20,1.4656
2019-02-21,-0.7778
2019-02-22,1.3437999999999999
2019-02-25,-1.326
2019-02-26,-1.6797
2019-02-27,-0.7864
2019-02-28,-0.8074
2019-03-01,-3.0233
2019-03-04,-3.4772
2019-03-05,-0.1242
2019-03-06,-2.7363
2019-03-07,0.3836
2019-03-08,0.0
2019-03-11,0.8917
2019-03-12,-1.0884
2019-03-13,-0.4315
2019-03-14,0.7692
2019-03-15,0.0
2019-03-18,1.7812000000000001
2019-03-19,5.625
2019-03-20,4.2604
2019-03-21,-3.6322
2019-03-22,-1.649
2019-03-25,0.2395
2019-03-26,3.3453
2019-03-27,0.578
2019-03-28,-5.1542
2019-03-29,1.4616
2019-04-01,1.5606
2019-04-02,2.8369
2019-04-03,-0.5747
2019-04-04,-0.6936
2019-04-05,1.2806
2019-04-08,0.0
2019-04-09,-1.3793
2019-04-10,-0.1166
2019-04-11,-0.4667
2019-04-12,0.1172
2019-04-15,0.3513
2019-04-16,1.4002
2019-04-17,-0.3452
2019-04-18,-1.6743999999999999
2019-04-22,2.0552
2019-04-23,0.1151
2019-04-24,0.9195
2019-04-25,0.0
2019-04-26,-0.6834
2019-04-29,0.5159
2019-04-30,-2.1814
2019-05-01,0.939
2019-05-02,-0.814
2019-05-03,-0.1172
2019-05-06,1.6432
2019-05-07,1.6166
2019-05-08,-0.9091
2019-05-09,-1.3761
2019-05-10,-0.2326
2019-05-13,-0.3497
2019-05-14,-1.9883
2019-05-15,1.3126
2019-05-16,-2.6549
2019-05-17,-0.1767
2019-05-20,5.4545
2019-05-21,6.3218
2019-05-22,0.4324
2019-05-23,-2.0452
2019-05-24,-3.0769
2019-05-28,2.3810000000000002
2019-05-29,-0.8859
2019-05-30,0.6714
2019-05-31,-1.7936999999999999
2019-06-03,-0.4566
2019-06-04,-0.344
2019-06-05,-2.6467
2019-06-06,-2.4823
2019-06-07,-0.6061
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,-0.9756
2019-06-13,0.1232
2019-06-14,-1.968
2019-06-17,-2.0075
2019-06-18,0.8451
2019-06-19,1.5617
2019-06-20,0.8876
2019-06-21,0.3717
2019-06-24,-1.9752999999999998
2019-06-25,3.0227
2019-06-26,-0.2445
2019-06-27,0.4644
2019-06-28,-2.1599
2019-07-01,-1.8868
2019-07-02,2.5641
2019-07-03,-0.5
2019-07-05,4.8995
2019-07-08,-1.7964
2019-07-09,-0.4878
2019-07-10,0.8578
2019-07-11,-2.7946999999999997
2019-07-12,0.375
2019-07-15,-0.3736
2019-07-16,-0.5
2019-07-17,-0.3769
2019-07-18,-1.5131999999999999
2019-07-19,1.1524
2019-07-22,0.0
2019-07-23,1.2658
2019-07-24,-0.75
2019-07-25,1.5112999999999999
2019-07-26,-1.3648
2019-07-29,0.6289
2019-07-30,0.2505
2019-07-31,-0.8805
2019-08-01,0.7614
2019-08-02,-0.6297
2019-08-05,-2.6616
2019-08-06,0.0
2019-08-07,-2.8646000000000003
2019-08-08,2.5469
2019-08-09,-1.4379
2019-08-12,-2.9177999999999997
2019-08-13,-4.6448
2019-08-14,-3.6891
2019-08-15,-0.3347
2019-08-16,3.1343
2019-08-19,0.2894
2019-08-20,3.0303
2019-08-21,-0.8403
2019-08-22,-0.7062
2019-08-23,-2.276
2019-08-26,-1.0189
2019-08-27,3.3824
2019-08-28,5.2632
2019-08-29,2.8388
2019-08-30,-1.1936
2019-09-03,-0.5369
2019-09-04,-0.552
2019-09-05,-3.3952999999999998
2019-09-06,0.6237
2019-09-09,0.3727
2019-09-10,0.1391
2019-09-11,0.2778
2019-09-12,-2.2161
2019-09-13,-1.1331
2019-09-16,1.7191999999999998
2019-09-17,8.7324
2019-09-18,1.5544
2019-09-19,2.6786
2019-09-20,2.3602
2019-09-23,1.6989999999999998
2019-09-24,-0.5967
2019-09-25,0.8403
2019-09-26,-1.1905000000000001
2019-09-27,-0.8432
2019-09-30,-1.3479999999999999
2019-10-01,0.0
2019-10-02,-0.2484
2019-10-03,-1.6189
2019-10-04,-1.8987
2019-10-07,1.4194
2019-10-08,-0.1272
2019-10-09,-7.0064
2019-10-10,-0.137
2019-10-11,0.1372
2019-10-14,2.6027
2019-10-15,-4.6729
2019-10-16,0.8403
2019-10-17,-1.5278
2019-10-18,2.8209
2019-10-21,-6.0357
2019-10-22,-2.6277
2019-10-23,1.1994
2019-10-24,2.0741
2019-10-25,-3.6284
2019-10-28,1.8072
2019-10-29,1.6272
2019-10-30,-1.5899
2019-10-31,-1.7856999999999998
2019-11-01,0.1515
2019-11-04,0.6051
2019-11-05,0.4511
2019-11-06,-0.4491
2019-11-07,0.9023
2019-11-08,-2.8316
2019-11-11,0.9202
2019-11-12,0.304
2019-11-13,-1.9697
2019-11-14,-1.7002000000000002
2019-11-15,0.7075
2019-11-18,-3.669
2019-11-19,-4.2139
2019-11-20,1.692
2019-11-21,-1.9967000000000001
2019-11-22,-1.528
2019-11-25,1.7241
2019-11-26,-0.5085
2019-11-27,-1.749
2019-11-29,0.0
2019-12-02,-3.3159
2019-12-03,0.1805
2019-12-04,-2.8829000000000002
2019-12-05,0.1855
2019-12-06,0.1852
2019-12-09,1.3142
2019-12-10,9.2846
2019-12-11,1.0017
2019-12-12,2.4793
2019-12-13,-6.6935
2019-12-16,0.9507
2019-12-17,-1.0274
2019-12-18,0.8616
2019-12-19,-2.6553
2019-12-20,3.9648
2019-12-23,-0.8475
2019-12-24,3.0769
2019-12-26,-0.4975
2019-12-27,-3.3333
2019-12-30,-3.352
2019-12-31,-3.1053
2020-01-02,4.5964
2020-01-03,2.8437
2020-01-06,10.3627
2020-01-07,2.1909
2020-01-08,-5.0536
2020-01-09,-2.1774
2020-01-10,-2.5556
2020-01-13,1.0152
2020-01-14,1.675
2020-01-15,-0.8237
2020-01-16,3.9867
2020-01-17,-2.3962
2020-01-21,-4.5827
2020-01-22,-0.6861
2020-01-23,-1.3817
2020-01-24,-1.7513
2020-01-27,-0.1783
2020-01-28,0.3571
2020-01-29,-0.7117
2020-01-30,-0.3196
2020-01-31,-1.6275
2020-02-03,-6.9853
2020-02-04,1.1858
2020-02-05,-0.6836
2020-02-06,-1.6716
2020-02-07,1.2
2020-02-10,-2.3715
2020-02-11,-2.0243
2020-02-12,1.4752
2020-02-13,1.1931
2020-02-14,-0.5312
2020-02-18,2.0511
2020-02-19,3.667
2020-02-20,-1.912
2020-02-21,1.5594999999999999
2020-02-24,-3.263
2020-02-25,-1.9841
2020-02-26,-2.0243
2020-02-27,-3.9026
2020-02-28,-9.5652
2020-03-02,5.0481
2020-03-03,5.7208
2020-03-04,4.329
2020-03-05,-3.7344
2020-03-06,-4.3103
2020-03-09,-31.3063
2020-03-10,7.8689
2020-03-11,-2.7356
2020-03-12,-13.4375
2020-03-13,-8.3032
2020-03-16,-7.4803
2020-03-17,-9.7872
2020-03-18,-44.3396
2020-03-19,22.0339
2020-03-20,-8.3333
2020-03-23,-2.197
2020-03-24,47.1727
2020-03-25,57.3684
2020-03-26,1.6722000000000001
2020-03-27,-3.9474
2020-03-30,-11.4743
2020-03-31,1.9455
2020-04-01,-0.7634
2020-04-02,-11.538499999999999
2020-04-03,-0.9609
2020-04-06,3.6042
2020-04-07,0.8475
2020-04-08,2.521
2020-04-09,4.918
2020-04-13,9.7656
2020-04-14,2.1352
2020-04-15,-3.7456
2020-04-16,-17.1041
2020-04-17,0.4367
2020-04-20,-10.4348
2020-04-21,-7.2816
2020-04-22,-4.1885
2020-04-23,4.918
2020-04-24,5.2083
2020-04-27,-2.4752
2020-04-28,-7.6142
2020-04-29,9.3407
2020-04-30,-1.005
2020-05-01,-1.3503
2020-05-04,0.3396
2020-05-05,-0.5128
2020-05-06,1.0309
2020-05-07,-4.0816
2020-05-08,3.7234
2020-05-11,1.5385
2020-05-12,0.0
2020-05-13,-4.5455
2020-05-14,2.1164
2020-05-15,-1.6736
2020-05-18,3.8099
2020-05-19,3.2995
2020-05-20,-0.2408
2020-05-21,-0.0049
2020-05-22,4.7684999999999995
2020-05-26,-2.2005
2020-05-27,-1.2019
2020-05-28,1.1727
2020-05-29,-1.1592
2020-06-01,2.6764
2020-06-02,14.218
2020-06-03,24.8963
2020-06-04,3.8538
2020-06-05,4.7409
2020-06-08,10.5614
2020-06-09,1.3812
2020-06-10,2.9973
2020-06-11,-16.6085
2020-06-12,9.4474
2020-06-15,-6.6667
2020-06-16,7.1429
2020-06-17,-4.3478
2020-06-18,-5.7576
2020-06-19,0.3215
2020-06-22,6.7308
2020-06-23,-3.6036
2020-06-24,-6.2305
2020-06-25,0.9967
2020-06-26,-3.5329
2020-06-29,-2.8166
2020-06-30,1.0526
2020-07-01,2.4306
2020-07-02,-4.0678
2020-07-06,0.3534
2020-07-07,1.4085
2020-07-08,-7.5625
2020-07-09,-1.495
2020-07-10,-4.2862
2020-07-13,-0.3984
2020-07-14,-4.8
2020-07-15,3.7815
2020-07-16,2.4291
2020-07-17,-2.7668
2020-07-20,0.0
2020-07-21,-3.6585
2020-07-22,-5.0633
2020-07-23,-5.3333
2020-07-24,0.939
2020-07-27,0.9302
2020-07-28,1.3825
2020-07-29,-3.6364
2020-07-30,-3.3019
2020-07-31,3.4146
