ticker,RCTY US Equity
2007-08-07,-13.0
2007-08-08,-45.977
2007-08-09,-14.8936
2007-08-10,-42.8125
2007-08-13,-12.5683
2007-08-14,12.5
2007-08-15,0.0
2007-08-16,83.3333
2007-08-17,39.3939
2007-08-20,-14.7826
2007-08-21,-18.3673
2007-08-22,-28.125
2007-08-23,0.0
2007-08-24,-8.6957
2007-08-27,-13.3333
2007-08-28,31.8681
2007-08-29,0.0
2007-08-30,4.1667
2007-08-31,12.0
2007-09-04,-10.7143
2007-09-05,-12.0
2007-09-06,0.9091
2007-09-07,0.9009
2007-09-10,0.0
2007-09-11,-2.6786
2007-09-12,10.0917
2007-09-13,2.5
2007-09-14,-6.5041
2007-09-17,13.0435
2007-09-18,-4.6154
2007-09-19,0.0
2007-09-20,8.871
2007-09-21,3.7037
2007-09-24,6.4286
2007-09-25,-2.6846
2007-09-26,-3.4483
2007-09-27,6.4286
2007-09-28,7.3826
2007-10-01,-1.875
2007-10-02,3.1847
2007-10-03,0.0
2007-10-04,-1.2346
2007-10-05,0.0
2007-10-08,6.25
2007-10-09,-2.9412000000000003
2007-10-10,3.0303
2007-10-11,-2.9412000000000003
2007-10-12,3.0303
2007-10-15,0.0
2007-10-16,-4.1176
2007-10-17,-14.1104
2007-10-18,12.857099999999999
2007-10-19,-8.2278
2007-10-22,-6.8966
2007-10-23,7.4074
2007-10-24,-6.8966
2007-10-25,0.0
2007-10-26,0.0
2007-10-29,0.0
2007-10-30,-3.7037
2007-10-31,7.6923
2007-11-01,-7.1429
2007-11-02,-7.6923
2007-11-05,0.0
2007-11-06,-8.3333
2007-11-07,-4.5455
2007-11-08,15.2381
2007-11-09,0.0
2007-11-12,-4.9587
2007-11-13,-20.0
2007-11-14,10.8696
2007-11-15,-5.8824
2007-11-16,-2.6042
2007-11-19,-1.0695000000000001
2007-11-20,1.6216
2007-11-21,-6.383
2007-11-23,0.0
2007-11-26,4.5455
2007-11-27,-4.0761
2007-11-28,7.6487
2007-11-29,-6.3158
2007-11-30,0.0
2007-12-03,-3.3708
2007-12-04,-12.7907
2007-12-05,0.0
2007-12-06,-2.6667
2007-12-07,-4.1096
2007-12-10,0.0
2007-12-11,2.8571
2007-12-12,-2.7778
2007-12-13,0.0
2007-12-14,-2.1429
2007-12-17,0.0
2007-12-18,0.0
2007-12-19,-1.4599
2007-12-20,-14.0741
2007-12-21,6.8966
2007-12-24,-4.0323
2007-12-26,-7.563
2007-12-27,-9.0909
2007-12-28,0.0
2007-12-31,10.0
2008-01-02,-3.6364
2008-01-07,-24.5283
2008-01-08,-5.0
2008-01-09,5.2632
2008-01-10,5.0
2008-01-11,0.0
2008-01-14,0.0
2008-01-15,0.0
2008-01-17,11.9048
2008-01-18,-10.6383
2008-01-22,14.2857
2008-01-23,-12.5
2008-01-24,10.7143
2008-01-25,-13.9785
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,12.5
2008-02-01,-6.6667
2008-02-04,0.0
2008-02-05,0.0
2008-02-06,0.0
2008-02-08,0.0
2008-02-11,0.0
2008-02-12,0.0
2008-02-14,0.0
2008-02-15,0.0
2008-02-19,0.0
2008-02-20,-4.7619
2008-02-21,5.0
2008-02-25,-7.1429
2008-02-28,0.0
2008-03-04,0.0
2008-03-05,-33.3333
2008-03-07,3.8462
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,-5.5556
2008-03-13,0.0
2008-03-17,0.0
2008-03-19,0.0
2008-03-24,0.0
2008-03-25,5.8824
2008-03-26,-22.2222
2008-03-27,-9.5238
2008-03-31,0.0
2008-04-07,0.0
2008-04-09,0.0
2008-04-10,26.3158
2008-04-11,-33.3333
2008-04-14,0.0
2008-04-15,0.0
2008-04-17,0.0
2008-04-21,0.0
2008-04-22,0.0
2008-04-24,18.75
2008-04-25,0.0
2008-04-28,0.0
2008-04-30,-15.7895
2008-05-01,0.0
2008-05-05,18.75
2008-05-08,-15.7895
2008-05-13,0.0
2008-05-14,0.0
2008-05-21,6.25
2008-05-22,0.0
2008-06-05,11.7647
2008-06-06,39.4737
2008-06-12,0.0
2008-06-17,-16.9811
2008-06-24,0.0
2008-07-01,2.2727
2008-07-07,0.0
2008-07-08,0.0
2008-07-14,0.0
2008-07-18,0.0
2008-07-22,11.1111
2008-07-29,-10.0
2008-08-06,0.0
2008-08-12,0.0
2008-08-14,-2.2222
2008-08-15,0.0
2008-08-26,-18.1818
2008-09-03,0.0
2008-09-08,0.0
2008-09-15,0.0
2008-09-16,0.0
2008-09-19,-5.5556
2008-09-23,5.8824
2008-09-24,8.3333
2008-09-25,0.0
2008-09-29,-5.1282
2008-09-30,-2.7027
2008-10-01,-11.1111
2008-10-02,-43.75
2008-10-03,-55.5556
2008-10-06,25.0
2008-10-07,-10.0
2008-10-08,-44.4444
2008-10-09,-12.0
2008-10-10,-15.9091
2008-10-13,89.1892
2008-10-14,-14.2857
2008-10-15,33.3333
2008-10-16,-25.0
2008-10-17,11.6667
2008-10-20,4.4776
2008-10-21,17.1429
2008-10-22,-2.439
2008-10-23,7.0313
2008-10-24,-25.2555
2008-10-27,-43.75
2008-10-28,-44.4444
2008-10-29,50.0
2008-10-30,26.6667
2008-10-31,-5.2632
2008-11-03,5.5556
2008-11-04,0.0
2008-11-05,-18.4211
2008-11-06,-29.0323
2008-11-07,0.0
2008-11-10,72.7273
2008-11-11,-31.5789
2008-11-12,7.6923
2008-11-13,-21.4286
2008-11-14,63.6364
2008-11-17,-22.2222
2008-11-18,-21.4286
2008-11-20,36.3636
2008-11-21,0.0
2008-11-24,60.0
2008-11-25,0.0
2008-11-26,0.0
2008-11-28,-12.5
2008-12-01,-19.0476
2008-12-02,-11.7647
2008-12-03,-46.6667
2008-12-04,87.5
2008-12-05,-46.6667
2008-12-08,0.0
2008-12-09,0.0
2008-12-10,0.0
2008-12-12,0.0
2008-12-15,-37.5
2008-12-16,0.0
2008-12-17,0.0
2008-12-18,0.0
2008-12-19,0.0
2008-12-22,-20.0
2008-12-23,0.0
2008-12-24,50.0
2008-12-26,-33.3333
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,50.0
2009-01-02,-33.3333
2009-01-09,50.0
2009-01-13,-50.0
2009-01-16,0.0
2009-01-21,0.0
2009-01-22,33.3333
2009-01-23,25.0
2009-01-26,20.0
2009-01-28,0.0
2009-01-29,-16.6667
2009-01-30,-20.0
2009-02-02,25.0
2009-02-06,0.0
2009-02-13,-20.0
2009-02-19,0.0
2009-02-23,0.0
2009-02-24,0.0
2009-03-02,25.0
2009-03-04,-40.0
2009-03-05,0.0
2009-03-06,-16.6667
2009-03-09,60.0
2009-03-18,-25.0
2009-03-20,-79.1667
2009-03-23,0.0
2009-03-25,60.0
2009-03-31,-31.25
2009-04-01,0.0
2009-04-08,0.0
2009-04-16,0.0
2009-05-01,0.0
2009-05-04,0.0
2009-05-11,0.0
2009-05-19,18.1818
2009-06-10,0.0
2009-06-11,0.0
2009-06-23,0.0
2009-06-29,0.0
2009-07-01,0.0
2009-07-13,84.6154
2009-07-28,0.0
2009-08-05,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-26,-33.3333
2009-09-02,0.0
2009-09-15,50.0
2009-09-16,0.0
2009-09-17,100.0
2009-09-21,-66.6667
2009-09-25,0.0
2009-10-01,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-16,-81.25
2009-10-21,0.0
2009-10-22,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-11-11,0.0
2009-11-17,0.0
2009-12-02,-33.3333
2009-12-14,150.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-22,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,480.0
2010-01-05,286.2069
2010-01-06,7.1429
2010-01-11,-33.3333
2010-01-12,0.0
2010-01-13,-63.75
2010-01-22,175.8621
2010-01-25,100.0
2010-02-02,-75.0
2010-02-03,120.0
2010-02-08,0.0
2010-02-16,-63.6364
2010-02-23,400.0
2010-02-24,25.0
2010-02-25,-20.0
2010-02-26,35.0
2010-03-01,-25.9259
2010-03-02,-50.0
2010-03-03,0.0
2010-03-04,-60.0
2010-03-08,400.0
2010-03-09,0.0
2010-03-11,-5.0
2010-03-12,0.0
2010-03-16,-64.4737
2010-03-18,0.0
2010-03-22,9.2593
2010-03-24,0.0
2010-03-25,8.4746
2010-03-26,-25.0
2010-04-06,0.0
2010-04-07,-16.6667
2010-04-12,-45.0
2010-04-14,81.8182
2010-04-21,0.0
2010-04-22,0.0
2010-04-28,-47.5
2010-05-07,0.0
2010-05-13,-9.5238
2010-05-20,0.0
2010-05-21,-5.2632
2010-05-24,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-06-11,0.0
2010-06-22,111.1111
2010-06-24,-52.6316
2010-07-16,0.0
2010-07-19,0.0
2010-07-26,0.0
2010-08-06,0.0
2010-08-17,-83.3333
2010-09-02,1166.6667
2010-09-03,18.4211
2010-09-20,-60.0
2010-09-21,461.1111
2010-09-22,-20.7921
2010-09-24,0.0
2010-09-28,0.0
2010-09-30,0.0
2010-10-06,23.75
2010-10-07,19.1919
2010-10-11,-32.2034
2010-10-15,-30.0
2010-10-18,100.0
2010-10-20,-42.8571
2010-10-21,0.0
2010-10-29,75.0
2010-11-03,-42.8571
2010-11-08,-37.5
2010-11-11,60.0
2010-11-19,-37.5
2010-11-30,0.0
2010-12-13,-15.0
2010-12-20,0.0
2010-12-22,-29.4118
2010-12-28,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-04,0.0
2011-01-25,0.0
2011-02-14,0.0
2011-02-17,166.6667
2011-03-16,-3.125
2011-03-24,-61.2903
2011-04-29,300.0
2011-05-02,-33.3333
2011-05-03,0.0
2011-05-09,25.0
2011-05-10,0.0
2011-06-06,-20.0
2011-06-07,0.0
2011-06-13,0.0
2011-06-23,0.0
2011-06-27,0.0
2011-07-07,0.0
2011-07-08,-65.625
2011-07-22,-4.5455
2011-07-25,0.0
2011-08-09,357.1429
2011-08-11,-16.6667
2011-08-19,-60.0
2011-08-25,0.0
2011-10-13,-43.75
2011-10-24,0.0
2011-10-27,0.0
2011-11-17,0.0
2011-12-05,0.0
2011-12-12,0.0
2011-12-16,0.0
2011-12-22,105.5556
2011-12-27,0.0
2012-01-05,245.9459
2012-01-06,-37.5
2012-01-09,0.0
2012-01-10,-20.0
2012-01-24,0.0
2012-02-16,-25.0
2012-02-29,66.6667
2012-03-12,-40.0
2012-03-19,0.0
2012-03-20,0.0
2012-03-23,0.0
2012-03-28,0.0
2012-03-30,100.0
2012-04-13,-50.0
2012-04-16,0.0
2012-04-20,0.0
2012-05-02,0.0
2012-05-14,0.0
2012-05-22,0.0
2012-05-24,-50.0
2012-07-23,0.0
2012-07-26,-20.8333
2012-08-13,0.0
2012-08-15,0.0
2012-09-04,0.0
2012-09-17,-5.2632
2012-09-19,-38.8889
2012-10-12,0.0
2012-10-16,18.1818
2012-11-29,0.0
2012-12-03,0.0
2012-12-07,-38.4615
2012-12-10,75.0
2012-12-11,0.0
2012-12-14,0.0
2012-12-18,0.0
2012-12-20,0.0
2012-12-26,14.2857
2013-01-04,0.0
2013-02-19,-12.5
2013-03-08,0.0
2013-03-21,0.0
2013-04-01,0.0
2013-04-02,-7.1429
2013-04-04,0.0
2013-04-05,0.0
2013-04-08,0.0
2013-04-15,23.0769
2013-04-16,0.0
2013-04-17,-18.75
2013-04-23,0.0
2013-04-26,0.0
2013-05-23,0.0
2013-08-12,-84.6154
2015-10-23,700.0
2015-10-30,-87.5
2016-02-24,700.0
2016-11-07,0.0
2017-03-22,0.0
2017-03-30,-87.5
2017-06-28,-99.2
2017-08-16,0.0
2017-10-10,1000.0
2017-10-13,-9.0909
2017-11-10,0.0
2018-07-30,900.0
2018-08-03,0.0
2018-09-17,-90.0
2018-10-10,-90.0
2018-11-16,19900.0001
2018-11-23,-50.0
2018-12-19,-90.0
2018-12-31,1900.0001
2019-01-04,-99.5
2019-01-15,0.0
2019-03-06,0.0
2019-05-15,900.0
2019-09-17,-90.0
2019-12-18,0.0
2019-12-27,0.0
2020-02-07,900.0
2020-02-24,3900.0001
2020-07-01,0.0
2020-07-09,150.0
2020-07-10,-60.0
2020-07-15,4900.0
