ticker,SNYL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-20,0.0
2004-05-24,0.0
2004-05-26,3.8462
2004-06-01,0.0
2004-06-15,48.1481
2004-06-16,25.0
2004-06-17,8.0
2004-06-22,1.8519
2004-10-07,0.0
2004-12-02,0.0
2005-02-25,0.0
2005-03-28,0.0
2005-04-12,-9.0909
2005-07-18,2.0
2005-07-19,-1.9607999999999999
2005-07-21,4.0
2005-07-22,-1.9231
2005-07-25,0.0
2005-07-26,1.9607999999999999
2005-07-27,-1.9231
2005-07-28,0.0
2005-07-29,0.0
2005-08-01,11.7647
2005-08-02,33.3333
2005-08-03,-5.2632
2005-08-04,-30.5556
2005-08-05,4.0
2005-08-08,7.6923
2005-08-09,0.0
2005-08-10,7.1429
2005-08-11,0.0
2005-08-12,0.0
2005-08-15,6.6667
2005-08-16,1.875
2005-08-17,1.227
2005-08-18,9.697
2005-08-19,0.5525
2005-08-22,-0.5495
2005-08-23,-6.0773
2005-08-24,0.0
2005-08-25,-2.9412000000000003
2005-08-26,-9.0909
2005-08-29,6.6667
2005-08-30,-6.25
2005-08-31,-1.3333
2005-09-01,4.7297
2005-09-02,0.0
2005-09-07,0.0
2005-09-09,-3.2258
2005-09-12,2.0
2005-09-13,-8.4967
2005-09-14,-10.7143
2005-09-15,8.0
2005-09-16,0.0
2005-09-19,3.7037
2005-09-20,-3.5714
2005-09-21,5.9259
2005-09-22,0.0
2005-09-23,0.0
2005-09-26,-2.0979
2005-09-27,-3.5714
2005-09-28,3.7037
2005-09-29,-2.1429
2005-09-30,-8.7591
2005-10-03,12.0
2005-10-04,-10.7143
2005-10-05,12.0
2005-10-06,0.7143
2005-10-07,-2.1277
2005-10-10,-5.7971
2005-10-11,-1.5385
2005-10-12,9.375
2005-10-13,-2.1429
2005-10-14,0.0
2005-10-17,-8.7591
2005-10-18,5.6
2005-10-19,6.0606
2005-10-20,-7.8571
2005-10-21,-6.9767
2005-10-24,10.0
2005-10-25,-1.5152
2005-10-26,-7.6923
2005-10-27,0.0
2005-10-28,-3.3333
2005-10-31,3.4483
2005-11-01,5.0
2005-11-02,-0.7937
2005-11-03,-5.6
2005-11-04,-6.7797
2005-11-07,-1.8182
2005-11-08,11.1111
2005-11-09,2.5
2005-11-10,-14.6341
2005-11-11,4.7619
2005-11-14,0.0
2005-11-15,0.0
2005-11-16,0.0
2005-11-17,3.6364
2005-11-18,-2.6316
2005-11-21,4.5045
2005-11-22,3.4483
2005-11-23,3.3333
