ticker,SGEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-03-07,17.8571
2001-03-08,6.0606
2001-03-09,-2.8571
2001-03-12,-8.8235
2001-03-13,-0.8065
2001-03-14,-5.6911000000000005
2001-03-15,-8.6207
2001-03-16,6.6038
2001-03-19,0.885
2001-03-20,-0.8772
2001-03-21,-0.885
2001-03-22,0.0
2001-03-23,-4.4643
2001-03-26,3.271
2001-03-27,-4.9774
2001-03-28,-5.7143
2001-03-29,-12.1212
2001-03-30,-8.046
2001-04-02,10.0
2001-04-03,-5.6818
2001-04-04,-6.0241
2001-04-05,14.7436
2001-04-06,16.2011
2001-04-09,3.0769
2001-04-10,-4.4776
2001-04-11,1.875
2001-04-12,0.9202
2001-04-16,-7.9027
2001-04-17,0.6601
2001-04-18,11.8033
2001-04-19,-0.2933
2001-04-20,2.2059
2001-04-23,0.0
2001-04-24,-1.4388
2001-04-25,-1.4599
2001-04-26,-1.4815
2001-04-27,23.9098
2001-04-30,-2.3058
2001-05-01,0.3727
2001-05-02,2.104
2001-05-03,-1.8182
2001-05-04,13.5802
2001-05-07,12.8261
2001-05-08,-0.289
2001-05-09,-3.1884
2001-05-10,-1.0977999999999999
2001-05-11,0.2018
2001-05-14,-11.1782
2001-05-15,-8.1633
2001-05-16,15.9259
2001-05-17,-4.4728
2001-05-18,-8.0268
2001-05-21,2.1818
2001-05-22,5.5753
2001-05-23,2.809
2001-05-24,0.3279
2001-05-25,-4.3573
2001-05-29,-0.3417
2001-05-30,-0.6857
2001-05-31,3.5673
2001-06-01,-3.2222
2001-06-04,3.3295
2001-06-05,2.7778
2001-06-06,-3.5676
2001-06-07,-1.9058000000000002
2001-06-08,-2.6286
2001-06-11,-11.385
2001-06-12,-8.0795
2001-06-13,2.0173
2001-06-14,-7.0621
2001-06-15,3.3435
2001-06-18,-1.4706000000000001
2001-06-19,-3.5821
2001-06-20,-3.096
2001-06-21,9.4249
2001-06-22,-5.1095
2001-06-25,3.0769
2001-06-26,-0.597
2001-06-27,1.2012
2001-06-28,-2.819
2001-06-29,-6.8702
2001-07-02,3.7705
2001-07-03,1.7378
2001-07-05,1.7081
2001-07-06,-0.7634
2001-07-09,3.3846
2001-07-10,-4.1667
2001-07-11,0.9317
2001-07-12,0.0
2001-07-13,0.0
2001-07-16,-3.3846
2001-07-17,-2.8662
2001-07-18,0.8197
2001-07-19,0.4878
2001-07-20,3.5599
2001-07-23,1.0937000000000001
2001-07-24,-1.0819
2001-07-25,4.375
