ticker,PLMR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-04-17,26.6
2019-04-18,-2.5803000000000003
2019-04-22,1.5676
2019-04-23,3.7254
2019-04-24,-2.6167
2019-04-25,0.6849
2019-04-26,0.2616
2019-04-29,4.2797
2019-04-30,0.0
2019-05-01,0.1001
2019-05-02,-0.6
2019-05-03,0.0503
2019-05-06,-0.4525
2019-05-07,-2.0707
2019-05-08,1.3409
2019-05-09,-1.8321
2019-05-10,-0.9331
2019-05-13,1.1512
2019-05-14,3.4661
2019-05-15,0.95
2019-05-16,-2.0802
2019-05-17,12.7972
2019-05-20,4.843
2019-05-21,0.3422
2019-05-22,0.682
2019-05-23,-3.768
2019-05-24,7.1711
2019-05-28,-2.5041
2019-05-29,1.6
2019-05-30,-1.782
2019-05-31,-2.1097
2019-06-03,0.819
2019-06-04,1.3681
2019-06-05,0.1265
2019-06-06,-1.3901
2019-06-07,-2.1358
2019-06-10,2.1825
2019-06-11,-0.8543
2019-06-12,1.2495
2019-06-13,4.9787
2019-06-14,0.1216
2019-06-17,0.4049
2019-06-18,0.121
2019-06-19,-3.9871
2019-06-20,-1.2164
2019-06-21,-0.8493
2019-06-24,4.2827
2019-06-25,-4.1889
2019-06-26,4.8435
2019-06-27,1.5127000000000002
2019-06-28,-3.1816
2019-07-01,-0.8735
2019-07-02,0.9652
2019-07-03,0.5403
2019-07-05,0.0413
2019-07-08,0.7025
2019-07-09,0.8207
2019-07-10,2.4013
2019-07-11,0.1192
2019-07-12,1.6276000000000002
2019-07-15,0.625
2019-07-16,-1.3199
2019-07-17,-2.2817
2019-07-18,2.0934
2019-07-19,4.2981
2019-07-22,-0.2268
2019-07-23,2.3115
2019-07-24,0.6296
2019-07-25,-1.2146
2019-07-26,0.8942
2019-07-29,0.4062
2019-07-30,5.2225
2019-07-31,0.1398
2019-08-01,0.6283
2019-08-02,-0.2775
2019-08-05,-2.1913
2019-08-06,4.3385
2019-08-07,0.2727
2019-08-08,-0.6798
2019-08-09,1.7454
2019-08-12,0.37
2019-08-13,15.0469
2019-08-14,-0.6991
2019-08-15,3.0507
2019-08-16,3.9852
2019-08-19,0.9034
2019-08-20,-5.1818
2019-08-21,0.4292
2019-08-22,-2.3362
2019-08-23,-1.3127
2019-08-26,0.1774
2019-08-27,-1.7114
2019-08-28,-1.5311
2019-08-29,5.3659
2019-08-30,-1.5335999999999999
2019-09-03,-0.1469
2019-09-04,3.1195
2019-09-05,-0.3425
2019-09-06,-0.4296
