ticker,PLMR US Equity
2019-09-09,1.7831000000000001
2019-09-10,-1.215
2019-09-11,-0.5435
2019-09-12,-0.6615
2019-09-13,1.4476
2019-09-16,-2.0548
2019-09-17,-0.0583
2019-09-18,1.0496
2019-09-19,3.6353
2019-09-20,5.6236
2019-09-23,0.1845
2019-09-24,-6.3931000000000004
2019-09-25,3.4289
2019-09-26,-0.8152
2019-09-27,0.1096
2019-09-30,7.8818
2019-10-01,-2.2324
2019-10-02,-2.4131
2019-10-03,0.2659
2019-10-04,1.9623
2019-10-07,1.4043999999999999
2019-10-08,-2.4878
2019-10-09,-0.0526
2019-10-10,1.9737
2019-10-11,1.7032
2019-10-14,3.7808
2019-10-15,-0.5868
2019-10-16,2.7545
2019-10-17,0.9095
2019-10-18,3.1309
2019-10-21,3.7029
2019-10-22,3.3932
2019-10-23,-7.7435
2019-10-24,-0.1163
2019-10-25,2.7002
2019-10-28,1.8132000000000001
2019-10-29,1.1576
2019-10-30,-1.3204
2019-10-31,0.6913
2019-11-01,-2.3256
2019-11-04,-7.4376
2019-11-05,5.463
2019-11-06,2.2067
2019-11-07,1.9091
2019-11-08,0.6244
2019-11-11,-0.5762
2019-11-12,-0.5573
2019-11-13,1.4122
2019-11-14,0.6852
2019-11-15,2.0856
2019-11-18,2.9462
2019-11-19,0.6058
2019-11-20,4.485
2019-11-21,0.775
2019-11-22,-3.6679
2019-11-25,3.9099
2019-11-26,2.8172
2019-11-27,3.0274
2019-11-29,1.4878
2019-12-02,-2.932
2019-12-03,-5.135
2019-12-04,0.6169
2019-12-05,0.4747
2019-12-06,1.8700999999999999
2019-12-09,2.4734
2019-12-10,2.0366
2019-12-11,0.3881
2019-12-12,-5.891
2019-12-13,-0.7042
2019-12-16,6.1466
2019-12-17,-0.2042
2019-12-18,-0.5951
2019-12-19,0.0748
2019-12-20,3.7763999999999998
2019-12-23,-5.8187999999999995
2019-12-24,0.1721
2019-12-26,-0.7447
2019-12-27,-2.5779
2019-12-30,-4.0284
2019-12-31,3.8889
2020-01-02,-4.08
2020-01-03,0.5988
2020-01-06,6.2192
2020-01-07,-3.3043
2020-01-08,1.5188000000000001
2020-01-09,-0.5315
2020-01-10,-3.9383
2020-01-13,2.3486000000000002
2020-01-14,-2.5362
2020-01-15,-0.8674
2020-01-16,1.5208
2020-01-17,-0.3489
2020-01-21,0.3295
2020-01-22,4.7003
2020-01-23,1.4703
2020-01-24,0.2898
2020-01-27,0.7706
2020-01-28,4.2439
2020-01-29,-3.2459
2020-01-30,1.7627000000000002
2020-01-31,-0.447
2020-02-03,0.7671
2020-02-04,1.5596
2020-02-05,-0.8227
2020-02-06,-1.1797
2020-02-07,0.6342
2020-02-10,8.0259
2020-02-11,-0.326
2020-02-12,-0.0516
2020-02-13,1.3951
2020-02-14,-1.7666
2020-02-18,-2.0923
2020-02-19,1.7662
2020-02-20,6.6991
2020-02-21,-2.3748
2020-02-24,-3.6155
2020-02-25,-5.5834
2020-02-26,-2.8927
2020-02-27,-2.3756
2020-02-28,-1.8733
2020-03-02,3.6017
2020-03-03,2.7166
2020-03-04,3.4215
2020-03-05,-0.1967
2020-03-06,-2.5981
2020-03-09,-6.3098
2020-03-10,0.3731
2020-03-11,-7.0618
2020-03-12,-10.5241
2020-03-13,10.821
2020-03-16,-10.9319
2020-03-17,12.6072
2020-03-18,-9.8201
2020-03-19,2.3468999999999998
2020-03-20,9.906
2020-03-23,-3.7137000000000002
2020-03-24,10.4875
2020-03-25,-0.2942
2020-03-26,10.7396
2020-03-27,-1.3498999999999999
2020-03-30,6.6979
2020-03-31,-1.8561999999999999
2020-04-01,-5.9147
2020-04-02,-0.4751
2020-04-03,-10.0441
2020-04-06,7.2668
2020-04-07,-4.0533
2020-04-08,6.3269
2020-04-09,5.6519
2020-04-13,-8.4922
2020-04-14,9.0488
2020-04-15,-1.15
2020-04-16,-1.1276
2020-04-17,5.3403
2020-04-20,8.8675
2020-04-21,-12.9282
2020-04-22,6.9162
2020-04-23,-4.5867
2020-04-24,0.0
2020-04-27,0.0533
2020-04-28,0.0533
2020-04-29,7.2608
2020-04-30,-3.1778
2020-05-01,-8.0513
2020-05-04,0.1487
2020-05-05,6.8498
2020-05-06,-2.2759
2020-05-07,7.6267
2020-05-08,-1.2223
2020-05-11,-0.1505
2020-05-12,-3.0816
2020-05-13,-2.2983000000000002
2020-05-14,-0.5306
2020-05-15,2.8627000000000002
2020-05-18,4.2351
2020-05-19,6.1692
2020-05-20,-2.7648
2020-05-21,-0.755
2020-05-22,0.8579
2020-05-26,1.8617
2020-05-27,3.2141
2020-05-28,14.12
2020-05-29,-0.4548
2020-06-01,2.6874000000000002
2020-06-02,0.1439
2020-06-03,6.8209
2020-06-04,1.2966
2020-06-05,-0.2294
2020-06-08,-3.1954
2020-06-09,1.1253
2020-06-10,-2.5717
2020-06-11,-1.0025
2020-06-12,-0.0128
2020-06-15,4.3846
2020-06-16,1.5107
2020-06-17,1.9964
2020-06-18,-3.1079
2020-06-19,1.8609
2020-06-22,0.4928
2020-06-23,0.0
2020-06-24,0.4665
2020-06-25,-0.9167
2020-06-26,-5.5629
2020-06-29,4.2875
2020-06-30,4.6236
2020-07-01,2.577
2020-07-02,-0.5229
2020-07-06,1.0513
2020-07-07,-1.1195
2020-07-08,3.8541
2020-07-09,-0.3854
2020-07-10,0.2985
2020-07-13,-3.9678
2020-07-14,-1.6068
2020-07-15,-3.8026
2020-07-16,-2.5705999999999998
2020-07-17,1.0579
2020-07-20,2.3645
2020-07-21,2.1655
2020-07-22,1.7664
2020-07-23,-2.187
2020-07-24,-2.6381
2020-07-27,2.26
2020-07-28,1.6516
2020-07-29,2.9924
2020-07-30,-0.681
2020-07-31,4.3766
