ticker,APLT US Equity
2019-10-04,-0.2857
2019-10-07,-2.1012
2019-10-08,2.3415
2019-10-09,0.0953
2019-10-10,-1.5238
2019-10-11,2.5145
2019-10-14,-4.1509
2019-10-15,2.2638
2019-10-16,5.871
2019-10-17,4.8182
2019-10-18,15.0043
2019-10-21,13.1222
2019-10-22,10.0
2019-10-23,2.6061
2019-10-24,0.4725
2019-10-25,-6.7607
2019-10-28,9.0164
2019-10-29,-2.6027
2019-10-30,-2.2565
2019-10-31,0.3038
2019-11-01,2.4833
2019-11-04,-1.6548
2019-11-05,0.1202
2019-11-06,-3.3613
2019-11-07,2.4845
2019-11-08,-10.6667
2019-11-11,1.2212
2019-11-12,2.5469
2019-11-13,-2.0261
2019-11-14,-5.537
2019-11-15,5.9322
2019-11-18,-3.0
2019-11-19,12.4399
2019-11-20,1.467
2019-11-21,-2.5904
2019-11-22,4.1435
2019-11-25,-5.0475
2019-11-26,3.5022
2019-11-27,4.1692
2019-11-29,1.7981
2019-12-02,-1.5385
2019-12-03,14.1204
2019-12-04,21.7039
2019-12-05,-10.4167
2019-12-06,-2.6977
2019-12-09,1.6252
2019-12-10,-1.4581
2019-12-11,-0.0955
2019-12-12,0.0956
2019-12-13,1.9569999999999999
2019-12-16,3.9326
2019-12-17,2.1622
2019-12-18,-0.7055
2019-12-19,2.3091
2019-12-20,7.2917
2019-12-23,-1.6989999999999998
2019-12-24,-7.0782
2019-12-26,12.931799999999999
2019-12-27,2.2745
2019-12-30,7.8988
2019-12-31,-3.0561
2020-01-02,5.4619
2020-01-03,3.9276999999999997
2020-01-06,-10.6689
2020-01-07,-2.0592
2020-01-08,34.4801
2020-01-09,25.4406
2020-01-10,-8.0897
2020-01-13,3.7968
2020-01-14,10.1188
2020-01-15,-3.8611
2020-01-16,8.3464
2020-01-17,1.1804000000000001
2020-01-21,-1.0438
2020-01-22,-0.8687
2020-01-23,1.9195
2020-01-24,-0.3889
2020-01-27,3.4114
2020-01-28,-0.9738
2020-01-29,-0.4616
2020-01-30,7.1169
2020-01-31,-1.2422
2020-02-03,2.935
2020-02-04,1.2775
2020-02-05,1.4077
2020-02-06,-7.5897
2020-02-07,5.2478
2020-02-10,-0.3151
2020-02-11,-1.4504000000000001
2020-02-12,-0.3774
2020-02-13,-7.0455
2020-02-14,-6.7645
2020-02-18,-1.8794
2020-02-19,-8.3073
2020-02-20,4.9065
2020-02-21,-0.9493
2020-02-24,-4.2309
2020-02-25,0.0244
2020-02-26,1.7570000000000001
2020-02-27,-0.1199
2020-02-28,-0.2401
2020-03-02,0.7702
2020-03-03,-0.6687
2020-03-04,7.1411
2020-03-05,-9.3357
2020-03-06,1.7574
2020-03-09,-16.614
2020-03-10,-0.5251
2020-03-11,-13.2258
2020-03-12,-8.7192
2020-03-13,3.0359
2020-03-16,-29.788
2020-03-17,18.7308
2020-03-18,-8.2759
2020-03-19,18.3741
2020-03-20,7.1854
2020-03-23,3.6667
2020-03-24,5.6806
2020-03-25,1.4875
2020-03-26,1.3658000000000001
2020-03-27,0.0329
2020-03-30,11.6623
2020-03-31,-3.8247
2020-04-01,-10.0336
2020-04-02,5.5763
2020-04-03,2.6087
2020-04-06,9.887
2020-04-07,15.9669
2020-04-08,13.1281
2020-04-09,-5.2471
2020-04-13,-5.0322
2020-04-14,0.7985
2020-04-15,-2.5444
2020-04-16,-5.9113
2020-04-17,9.9476
2020-04-20,-5.3333
2020-04-21,-11.2928
2020-04-22,-1.4176
2020-04-23,0.1726
2020-04-24,7.7519
2020-04-27,5.0093
2020-04-28,-6.1152
2020-04-29,5.0811
2020-04-30,-8.0504
2020-05-01,2.4615
2020-05-04,2.184
2020-05-05,12.2095
2020-05-06,7.3095
2020-05-07,-0.1553
2020-05-08,2.8889
2020-05-11,6.3715
2020-05-12,-2.9239
2020-05-13,-7.4461
2020-05-14,-2.8475
2020-05-15,2.3494
2020-05-18,3.0909
2020-05-19,4.4092
2020-05-20,8.1715
2020-05-21,-3.5331
2020-05-22,-3.4197
2020-05-26,1.1733
2020-05-27,0.1242
2020-05-28,-2.9576000000000002
2020-05-29,-2.9838
2020-06-01,1.9552
2020-06-02,-3.2536
2020-06-03,-2.0045
2020-06-04,0.0455
2020-06-05,-5.2249
2020-06-08,6.7593
2020-06-09,-4.0189
2020-06-10,0.6316
2020-06-11,-7.113
2020-06-12,1.952
2020-06-15,4.7374
2020-06-16,2.9998
2020-06-17,-1.0922
2020-06-18,3.9798
2020-06-19,6.7257
2020-06-22,0.2902
2020-06-23,-9.7974
2020-06-24,-11.0678
2020-06-25,-2.757
2020-06-26,-6.3593
2020-06-29,0.6508
2020-06-30,1.6306
2020-07-01,-2.1853
2020-07-02,-6.25
2020-07-06,-5.3695
2020-07-07,3.2515
2020-07-08,-0.1235
2020-07-09,-3.493
2020-07-10,-2.4023
2020-07-13,-7.8766
2020-07-14,0.9263
2020-07-15,8.401
2020-07-16,-7.9453
2020-07-17,0.3184
2020-07-20,-3.4556
2020-07-21,-2.4105
2020-07-22,-4.0419
2020-07-23,5.4992
2020-07-24,-6.4695
2020-07-27,1.7391
2020-07-28,-2.7972
2020-07-29,1.1591
2020-07-30,0.3556
2020-07-31,1.5748
