ticker,APLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-14,-6.0
2019-05-15,3.7234
2019-05-16,1.641
2019-05-17,1.11
2019-05-20,-0.0798
2019-05-21,0.3795
2019-05-22,-0.4975
2019-05-23,-0.6
2019-05-24,0.7042
2019-05-28,-0.6993
2019-05-29,0.6036
2019-05-30,-0.4
2019-05-31,-0.7028
2019-06-03,1.3145
2019-06-04,-0.5988
2019-06-05,0.4016
2019-06-06,-9.0
2019-06-07,2.1978
2019-06-10,6.4516
2019-06-11,0.202
2019-06-12,0.8065
2019-06-13,-2.4
2019-06-14,-12.3975
2019-06-17,5.9649
2019-06-18,-0.7726
2019-06-19,3.0033
2019-06-20,-0.108
2019-06-21,-6.5946
2019-06-24,0.5787
2019-06-25,-3.2796
2019-06-26,-3.6288
2019-06-27,2.8395
2019-06-28,-1.0804
2019-07-01,3.1553
2019-07-02,-2.1176
2019-07-03,-0.7212
2019-07-05,-1.6949
2019-07-08,-0.4926
2019-07-09,3.5891
2019-07-10,-3.2258
2019-07-11,0.0
2019-07-12,10.9877
2019-07-15,4.7831
2019-07-16,-1.5924
2019-07-17,-1.6181
2019-07-18,-0.2193
2019-07-19,3.4066
2019-07-23,1.8066
2019-07-24,-5.3236
2019-07-25,-0.7718
2019-07-26,-2.7778
2019-07-29,1.9428999999999998
2019-07-30,-3.1951
2019-07-31,5.2693
2019-08-01,-1.9802
2019-08-02,1.908
2019-08-05,-1.7621
2019-08-06,3.6996
2019-08-07,0.0
2019-08-08,-8.1081
2019-08-09,2.9412000000000003
2019-08-12,5.9429
2019-08-13,0.9709
2019-08-14,-5.6624
2019-08-15,0.7928
2019-08-16,7.191
2019-08-19,4.8218
2019-08-20,-0.9
2019-08-21,0.4036
2019-08-22,1.005
2019-08-23,-1.0945
2019-08-26,-3.5211
2019-08-27,6.8822
2019-08-28,-0.9756
2019-08-29,3.4483
2019-08-30,2.8571
2019-09-03,-9.2593
2019-09-04,4.949
2019-09-05,-1.7987
2019-09-06,0.0
2019-09-09,-1.0891
2019-09-10,-1.8519
2019-09-11,3.9266
2019-09-12,-7.5564
2019-09-13,-1.4862
2019-09-16,2.4784
2019-09-17,3.0494
2019-09-18,0.8163
2019-09-19,-0.7085
2019-09-20,7.2375
2019-09-23,-3.5171
2019-09-24,-1.9704000000000002
2019-09-25,7.3367
2019-09-26,-3.839
2019-09-27,-3.3593
2019-09-30,10.7305
2019-10-01,-4.9136
2019-10-02,0.4785
2019-10-03,0.0
