ticker,SYBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.5714
2000-01-04,-3.9773
2000-01-05,-1.1834
2000-01-06,-0.5988
2000-01-07,1.2048
2000-01-10,1.1905000000000001
2000-01-11,2.3529
2000-01-12,0.5747
2000-01-13,0.5714
2000-01-14,0.0
2000-01-18,-0.2841
2000-01-19,-1.9943
2000-01-20,0.5814
2000-01-21,1.1561
2000-01-24,-0.5714
2000-01-26,1.1494
2000-01-27,-1.1364
2000-01-28,1.1494
2000-01-31,2.2727
2000-02-01,-1.1111
2000-02-02,-2.2472
2000-02-03,-1.1494
2000-02-04,-1.7442
2000-02-07,-0.5917
2000-02-08,-2.0833
2000-02-09,-0.304
2000-02-10,-1.2195
2000-02-11,1.2346
2000-02-14,0.6098
2000-02-15,-1.2121
2000-02-17,-1.227
2000-02-18,-1.2422
2000-02-22,1.2579
2000-02-23,0.0
2000-02-24,3.7267
2000-02-25,1.1976
2000-02-28,-1.7751000000000001
2000-02-29,0.6024
2000-03-02,-0.5988
2000-03-03,-1.506
2000-03-06,2.7523
2000-03-07,2.9762
2000-03-08,0.0
2000-03-09,-0.578
2000-03-10,0.0
2000-03-13,-1.7442
2000-03-14,0.0
2000-03-15,-0.1657
2000-03-16,-0.5952
2000-03-17,-0.5988
2000-03-20,0.6024
2000-03-21,-0.5988
2000-03-22,-3.012
2000-03-24,-0.9317
2000-03-27,-1.5674000000000001
2000-03-28,-3.8217
2000-03-29,0.6623
2000-03-30,-1.3158
2000-03-31,-0.6667
2000-04-03,0.6711
2000-04-04,1.3333
2000-04-05,2.6316
2000-04-06,1.2821
2000-04-07,1.2658
2000-04-10,0.0
2000-04-11,1.5625
2000-04-12,5.8462
2000-04-13,-0.5814
2000-04-14,-0.5848
2000-04-17,-3.5294
2000-04-18,1.8293
2000-04-19,5.3892
2000-04-20,-7.9545
2000-04-24,0.0
2000-04-27,-1.2346
2000-04-28,0.0
2000-05-01,1.25
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,-0.9259
2000-05-05,-0.3115
2000-05-08,1.875
2000-05-09,1.227
2000-05-10,0.6061
2000-05-11,-0.6024
2000-05-12,7.2727
2000-05-15,-0.565
2000-05-17,0.0
2000-05-18,1.1364
2000-05-19,1.1236
2000-05-22,1.1111
2000-05-23,-2.7473
2000-05-24,0.0
2000-05-30,-0.8475
2000-06-01,-1.4245
2000-06-05,2.0231
2000-06-08,-2.5496
2000-06-09,1.4535
2000-06-12,0.2865
2000-06-13,-1.1429
