ticker,MOPN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-08,0.0
2004-12-15,0.0
2004-12-16,1.0
2004-12-17,-0.9901
2004-12-23,-2.0
2005-01-06,-1.0204
2005-01-11,1.0309
2005-01-12,-7.7551
2005-01-14,-2.6549
2005-01-24,-9.0909
2005-01-26,-5.0
2005-01-28,18.4211
2005-02-10,7.7778
2005-02-15,5.1546
2005-02-22,-1.9607999999999999
2005-02-23,-12.0
2005-02-24,11.3636
2005-02-25,-4.0816
2005-02-28,-2.1277
2005-03-04,0.0
2005-03-07,-13.0435
2005-03-15,7.5
2005-03-28,5.814
2005-03-31,-7.6923
2005-04-01,4.7619
2005-04-04,2.2727
2005-04-05,0.0
2005-04-06,0.0
2005-04-07,2.2222
2005-04-08,-17.3913
2005-04-12,19.7368
2005-04-13,-2.1978
2005-04-14,1.1236
2005-04-15,-2.2222
2005-04-18,0.0
2005-04-20,6.8182
2005-04-28,-17.5532
2005-04-29,-7.0968
2005-05-05,2.7778
2005-05-11,-5.4054
2005-05-18,0.0
2005-05-19,5.7143
2005-06-01,8.1081
2005-06-15,0.0
2005-06-16,2.5
2005-06-21,-2.439
2005-06-22,1.25
2005-06-24,-6.1728
2005-06-27,2.6316
2005-06-28,-25.641
2005-06-30,20.3448
2005-07-06,7.4499
2005-07-08,-1.3333
2005-07-13,5.4054
2005-07-14,0.0
2005-07-15,0.0
2005-07-19,-2.0513
2005-07-21,-0.5236
2005-07-22,5.2632
2005-07-25,2.5
2005-07-26,-2.439
2005-07-27,-12.5
2005-07-28,-34.2857
2005-07-29,47.8261
2005-08-01,-13.2353
2005-08-02,1.6949
2005-08-03,-8.3333
2005-08-04,-5.4545
2005-08-05,-3.8462
2005-08-08,-4.0
2005-08-09,-1.25
2005-08-10,-9.2827
2005-08-11,-9.3023
2005-08-12,23.0769
2005-08-15,-16.6667
2005-08-16,0.0
2005-08-17,-10.0
2005-08-18,11.1111
2005-08-19,0.0
2005-08-22,0.0
2005-08-23,-10.0
2005-08-24,-2.7778
2005-08-25,2.8571
2005-08-26,-5.5556
2005-08-29,5.8824
2005-08-30,-5.5556
2005-08-31,11.7647
2005-09-01,-21.0526
2005-09-02,6.6667
2005-09-06,-18.75
2005-09-07,15.3846
2005-09-08,0.0
2005-09-09,0.0
2005-09-12,0.0
2005-09-13,-13.3333
2005-09-14,-23.0769
2005-09-15,0.0
2005-09-16,10.0
2005-09-19,36.3636
2005-09-20,0.0
2005-09-22,-20.0
2005-09-23,25.0
