ticker,WSSE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-02,0.0
2004-11-08,0.0
2004-11-09,0.0
2004-11-10,0.0
2004-11-11,0.0
2004-11-12,-4.0
2004-11-22,-95.8333
2004-11-23,0.0
2004-11-24,0.0
2004-11-26,50.0
2004-11-29,0.0
2004-11-30,33.3333
2004-12-01,0.0
2004-12-02,-75.0
2004-12-03,100.0
2004-12-06,0.0
2004-12-07,0.0
2004-12-09,0.0
2004-12-14,-50.0
2004-12-16,100.0
2004-12-17,0.0
2004-12-20,-50.0
2004-12-31,0.0
2005-01-03,0.0
2005-01-10,0.0
2005-01-11,50.0
2005-01-12,-20.0
2005-01-14,-58.3333
2005-01-20,140.0
2005-01-21,-12.5
2005-01-24,-14.2857
2005-02-01,0.0
2005-02-04,-88.8889
2005-02-07,400.0
2005-02-10,-80.0
2005-02-11,-50.0
2005-02-14,100.0
2005-02-16,-87.5
2005-02-17,300.0
2005-02-22,900.0
2005-02-23,0.0
2005-02-25,0.0
2005-03-01,-80.0
2005-03-07,-87.5
2005-03-08,7900.0
2005-03-09,-98.75
2005-03-15,700.0
2005-03-16,900.0
2005-03-22,100.0
2005-03-24,-50.0
2005-03-28,-90.0
2005-03-29,400.0
2005-04-01,100.0
2005-04-06,-90.0
2005-04-08,-87.5
2005-04-12,700.0
2005-04-18,0.0
2005-04-25,0.0
2005-04-27,-87.5
2005-04-28,0.0
2005-05-03,700.0
2005-05-05,0.0
2005-05-12,0.0
2005-05-24,50.0
2005-05-26,-33.3333
2005-05-31,-87.5
2005-06-10,0.0
2005-06-17,0.0
2005-06-21,0.0
2005-06-23,0.0
2005-07-14,0.0
2005-07-18,0.0
2005-07-21,0.0
2005-07-22,0.0
2005-07-25,0.0
2005-07-28,0.0
2005-08-09,0.0
2005-08-11,0.0
2005-08-12,0.0
2005-08-16,0.0
2005-08-18,0.0
2005-08-19,0.0
2005-08-22,0.0
2005-08-23,0.0
2005-08-31,150.0
2005-09-06,-60.0
2005-09-20,0.0
2005-10-10,0.0
2005-10-17,700.0
2005-10-19,-87.5
2005-11-16,0.0
2005-11-18,150.0
2005-11-21,-60.0
2005-11-28,0.0
2005-11-30,0.0
2005-12-01,0.0
2005-12-12,50.0
2005-12-15,-33.3333
2005-12-19,150.0
2005-12-21,220.0
2005-12-22,0.0
2005-12-23,900.0
2005-12-27,-98.75
2005-12-29,12700.0
2005-12-30,-37.5
2006-01-05,-90.0
2006-01-26,0.0
2006-01-30,3056.25
2006-02-02,-40.0
2006-02-09,433.3333
2006-02-22,0.0
2006-02-28,0.0
2006-03-15,-87.5
2006-04-11,0.0
2006-06-12,0.0
2006-06-16,0.0
2006-06-27,0.0
2006-06-30,0.0
2006-09-15,0.0
2006-10-30,0.0
2006-11-09,0.0
2006-12-07,0.0
2006-12-19,0.0
2006-12-26,0.0
2007-01-26,0.0
2007-02-06,0.0
2007-02-13,50.0
2007-03-22,166.6667
2007-04-19,-75.0
2007-04-24,0.0
2007-05-04,0.0
2007-05-08,50.0
2007-05-17,-33.3333
2007-09-07,0.0
2007-10-22,0.0
2007-10-24,0.0
2007-10-26,0.0
2007-12-03,50.0
2007-12-13,-33.3333
2007-12-17,150.0
2007-12-20,-40.0
2007-12-21,-33.3333
2007-12-28,0.0
2008-01-07,50.0
2008-01-08,-46.6667
2008-01-09,87.5
2008-01-11,-33.3333
2008-01-23,50.0
2008-01-24,-33.3333
2008-01-30,50.0
2008-02-04,0.0
2008-02-06,0.0
2008-05-15,0.0
2008-05-16,-33.3333
2008-05-21,0.0
2008-07-02,0.0
2008-08-11,50.0
2008-08-14,-46.6667
2009-04-01,25.0
2009-04-02,0.0
2009-09-08,0.0
2009-09-09,0.0
2009-10-09,0.0
2009-10-30,0.0
2009-11-04,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-12-14,0.0
2009-12-30,0.0
2010-03-26,0.0
2010-03-29,0.0
2010-05-10,0.0
2010-09-10,0.0
2010-11-03,0.0
2010-12-29,0.0
2011-03-10,0.0
2011-05-02,0.0
2012-03-12,0.0
2012-05-25,0.0
2012-06-06,0.0
2012-07-26,0.0
2012-11-09,0.0
2012-12-20,0.0
2013-02-20,0.0
2013-03-21,0.0
2015-11-16,0.0
2016-01-29,0.0
2016-09-15,0.0
2017-02-10,0.0
2017-12-22,-20.0
2018-07-18,-90.0
2019-03-07,-90.0
2020-05-08,79900.0002
2020-05-14,-37.5
2020-05-15,-20.0
2020-05-18,-75.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-26,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,100.0
2020-06-04,0.0
2020-06-09,0.0
2020-06-10,-50.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-07-02,100.0
2020-07-06,0.0
2020-07-10,0.0
2020-07-16,-50.0
2020-07-17,0.0
