ticker,AVD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.1224
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,-2.1739
2000-01-07,2.2222
2000-01-10,8.6957
2000-01-11,3.0
2000-01-12,-0.9709
2000-01-13,0.9804
2000-01-14,8.7379
2000-01-18,5.3571
2000-01-19,3.3898
2000-01-20,-1.6393
2000-01-21,-1.6667
2000-01-24,-3.3898
2000-01-25,-7.0175
2000-01-26,0.0
2000-01-27,1.8868
2000-01-28,1.8519
2000-01-31,-1.8182
2000-02-01,-1.8519
2000-02-02,-1.8868
2000-02-03,1.9231
2000-02-04,1.8868
2000-02-07,1.8519
2000-02-08,1.8182
2000-02-09,-1.7856999999999998
2000-02-10,1.8182
2000-02-11,1.7856999999999998
2000-02-14,0.0
2000-02-15,1.7544
2000-02-16,-1.7241
2000-02-17,1.7544
2000-02-18,-1.7241
2000-02-22,1.7544
2000-02-23,0.0
2000-02-24,-0.8621
2000-02-25,-0.8696
2000-02-28,1.7544
2000-02-29,0.0
2000-03-01,1.7241
2000-03-03,1.6949
2000-03-06,6.6667
2000-03-07,2.3438
2000-03-08,2.2901
2000-03-09,4.4776
2000-03-10,-5.0
2000-03-13,0.0
2000-03-14,0.7519
2000-03-15,5.9701
2000-03-16,4.2254
2000-03-17,5.4054
2000-03-20,-1.2821
2000-03-21,-2.5974
2000-03-22,-2.6667
2000-03-23,-1.3699
2000-03-24,0.6944
2000-03-27,-0.6897
2000-03-28,-5.5556
2000-03-29,0.2059
2000-03-30,3.2787
2000-03-31,0.0
2000-04-03,1.5873
2000-04-04,1.5625
2000-04-05,1.5385
2000-04-06,1.5152
2000-04-07,2.9851
2000-04-10,-2.8986
2000-04-11,2.9851
2000-04-12,2.8986
2000-04-13,-1.4085
2000-04-14,0.0
2000-04-17,2.8571
2000-04-18,-4.1667
2000-04-19,-1.4493
2000-04-20,-1.4706000000000001
2000-04-25,1.4925
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,4.4118
2000-05-01,7.0423
2000-05-02,0.0
2000-05-03,-3.9474
2000-05-04,-1.3699
2000-05-05,0.0
2000-05-08,1.3889
2000-05-09,-4.1096
2000-05-10,1.4285999999999999
2000-05-11,-2.8169
2000-05-12,1.4493
2000-05-15,-1.4285999999999999
2000-05-16,-2.8986
2000-05-17,0.0
2000-05-19,1.4925
2000-05-23,-2.9412000000000003
2000-05-24,-4.5455
2000-05-25,1.5873
2000-05-26,1.5625
2000-05-30,1.5385
