ticker,WARM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-17,0.0
2010-09-20,86.6667
2010-09-21,0.0
2010-09-22,14.2857
2010-09-23,0.3125
2010-09-27,55.7632
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-07,-14.0
2010-10-12,11.6279
2010-10-13,25.0
2010-10-14,0.0
2010-10-15,20.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-21,8.3333
2010-10-22,0.0
2010-10-25,3.8462
2010-10-29,3.7037
2010-11-01,0.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,-7.1429
2010-11-09,7.6923
2010-11-10,5.0
2010-11-11,0.0
2010-11-15,-25.1701
2010-11-16,-9.0909
2010-11-17,30.0
2010-11-19,-23.0769
2010-11-23,7.0
2010-12-03,-4.6729
2010-12-08,-0.9804
2010-12-10,-16.8317
2010-12-13,0.0
2010-12-16,36.9048
2010-12-21,-30.4348
2010-12-22,12.5
2010-12-23,-16.6667
2010-12-27,40.0
2010-12-28,9.5238
2010-12-29,-13.0435
2010-12-31,0.0
2011-01-04,-15.0
2011-01-05,-17.647100000000002
2011-01-11,-37.1429
2011-01-14,0.0
2011-01-18,36.3636
2011-01-20,-25.0
2011-01-25,-37.7778
2011-01-26,150.0
2011-01-27,-2.8571
2011-01-28,-55.8824
2011-01-31,-10.0
2011-02-01,62.963
2011-02-02,-11.3636
2011-02-03,12.8205
2011-02-04,-36.3636
2011-02-07,-26.4286
2011-03-01,-3.8834999999999997
2011-03-03,-39.3939
2011-03-10,-41.6667
2011-03-15,80.0
2011-03-16,42.8571
2011-03-21,-16.6667
2011-03-22,0.0
2011-03-23,-4.0
2011-03-24,-2.7778
2011-03-25,0.0
2011-04-14,7.1429
2011-04-15,-0.6667
2011-04-18,0.6711
2011-04-19,-0.2667
2011-04-20,0.1337
2011-04-21,-31.9092
2011-04-25,47.0588
2011-04-29,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-06,-6.6667
2011-05-09,7.1429
2011-05-10,0.0
2011-05-16,0.0
2011-05-17,-6.6667
2011-05-18,-1.4285999999999999
2011-05-19,0.0
2011-05-20,8.6957
2011-05-23,0.0
2011-05-24,-1.3333
2011-05-26,1.3514
2011-05-27,0.0
2011-06-03,-8.0
2011-06-06,-23.1884
2011-06-14,-5.8491
2011-06-21,0.0
2011-06-27,-49.8998
2011-06-28,99.2
2011-06-29,2.4096
2011-07-05,-60.7843
2011-07-06,25.0
2011-07-11,0.0
2011-07-12,28.0
