ticker,TBIO US Equity
2018-11-14,-6.0413
2018-11-15,24.0271
2018-11-16,-7.2306
2018-11-19,0.5882
2018-11-20,2.193
2018-11-21,0.0
2018-11-23,-0.1431
2018-11-26,-2.7221
2018-11-27,-2.3564
2018-11-28,10.8597
2018-11-29,3.2653
2018-11-30,-4.7431
2018-12-03,7.1923
2018-12-04,5.9355
2018-12-06,2.9233000000000002
2018-12-07,0.9467
2018-12-10,-0.2345
2018-12-11,6.463
2018-12-12,-0.6623
2018-12-13,-3.0
2018-12-14,-6.1856
2018-12-17,1.9536
2018-12-18,-2.3952
2018-12-19,-3.1902
2018-12-20,-6.5906
2018-12-21,11.2619
2018-12-24,-1.8293
2018-12-26,0.1242
2018-12-27,-8.5608
2018-12-28,-1.2212
2018-12-31,3.022
2019-01-02,-0.1333
2019-01-03,-9.4793
2019-01-04,23.5988
2019-01-07,-12.6492
2019-01-08,-5.7377
2019-01-09,-1.5941999999999998
2019-01-10,-9.4256
2019-01-11,-0.3252
2019-01-14,-5.3834
2019-01-15,-1.7241
2019-01-16,-0.8772
2019-01-17,1.7699
2019-01-18,-3.8261
2019-01-22,-11.3924
2019-01-23,7.7551
2019-01-24,3.7879
2019-01-25,4.1971
2019-01-28,-1.7513
2019-01-29,-1.9607999999999999
2019-01-30,2.9091
2019-01-31,0.3534
2019-02-01,0.7042
2019-02-04,1.7483
2019-02-05,4.811
2019-02-06,5.4098
2019-02-07,1.3997
2019-02-08,3.8344
2019-02-11,1.9202
2019-02-12,4.7826
2019-02-13,2.0747
2019-02-14,-0.1355
2019-02-15,26.8657
2019-02-19,-11.123
2019-02-20,2.7677
2019-02-21,-1.0539
2019-02-22,2.9586
2019-02-25,3.5632
2019-02-26,8.768
2019-02-27,1.2245
2019-02-28,2.8226
2019-03-01,0.2941
2019-03-04,-9.8729
2019-03-05,2.0607
2019-03-06,-4.1445
2019-03-07,9.0909
2019-03-08,-19.2073
2019-03-11,-2.3899
2019-03-12,-1.8041
2019-03-13,3.4121
2019-03-14,0.0
2019-03-15,5.3299
2019-03-18,15.7831
2019-03-19,4.3704
2019-03-20,-4.2871
2019-03-21,3.3333
2019-03-22,-9.6774
2019-03-25,1.1161
2019-03-26,3.3113
2019-03-27,-0.4274
2019-03-28,5.6867
2019-03-29,3.4518
2019-04-01,25.3189
2019-04-02,-8.5356
2019-04-03,4.5377
2019-04-04,-3.276
2019-04-05,9.6528
2019-04-08,1.3127
2019-04-09,-3.125
2019-04-10,-2.7537000000000003
2019-04-11,-3.1553
2019-04-12,-0.5848
2019-04-15,-4.7059
2019-04-16,-0.97
2019-04-17,-7.9252
2019-04-18,-3.3849
2019-04-22,-1.1011
2019-04-23,-1.3158
2019-04-24,-3.5897
2019-04-25,-1.4894
2019-04-26,7.3434
2019-04-29,0.0
2019-04-30,-2.4145
2019-05-01,-3.4021
2019-05-02,-0.2134
2019-05-03,0.107
2019-05-06,-0.5342
2019-05-07,-1.9334
2019-05-08,2.1906
2019-05-09,-0.6431
2019-05-10,2.9126
2019-05-13,-2.7254
2019-05-14,10.6681
2019-05-15,1.4606
2019-05-16,1.2476
2019-05-17,-5.0237
2019-05-20,-11.477
2019-05-21,5.9752
2019-05-22,-3.8298
2019-05-23,1.9912
2019-05-24,-0.2169
2019-05-28,8.2609
2019-05-29,1.9076
2019-05-30,8.2759
2019-05-31,-4.6406
2019-06-03,-9.2557
2019-06-04,-2.3134
2019-06-05,0.5382
2019-06-06,-0.4283
2019-06-07,5.2688
2019-06-10,3.0644
2019-06-11,-0.3964
2019-06-12,0.4975
2019-06-13,-0.198
2019-06-14,-0.496
2019-06-17,0.4985
2019-06-18,1.1905000000000001
2019-06-19,10.0
2019-06-20,10.1604
2019-06-21,1.6181
2019-06-24,-0.1592
2019-06-25,-0.8772
2019-06-26,4.2639
2019-06-27,-0.7716
2019-06-28,-1.7885
2019-07-01,-4.2755
2019-07-02,-4.1356
2019-07-03,2.5884
2019-07-05,-3.196
2019-07-08,-6.6898
2019-07-09,-0.9311
2019-07-10,-3.0075
2019-07-11,-4.9419
2019-07-12,3.4659
2019-07-15,-3.3498
2019-07-16,-0.8155
2019-07-17,-0.1028
2019-07-18,-1.2346
2019-07-19,-3.3333
2019-07-22,3.6638
2019-07-23,-6.6528
2019-07-24,-0.8909
2019-07-25,-8.3146
2019-07-26,2.6961
2019-07-29,6.6826
2019-07-30,0.783
2019-07-31,-10.9878
2019-08-01,0.1247
2019-08-02,3.4869
2019-08-05,-2.5271
2019-08-06,0.2469
2019-08-07,-0.7389
2019-08-08,0.4963
2019-08-09,0.4938
2019-08-12,-1.7199
2019-08-13,3.0
2019-08-14,-2.9126
2019-08-15,-0.75
2019-08-16,2.3929
2019-08-19,0.123
2019-08-20,6.7568
2019-08-21,0.3452
2019-08-22,-3.555
2019-08-23,-0.8323
2019-08-26,4.9161
2019-08-27,-0.2286
2019-08-28,1.4891
2019-08-29,4.2889
2019-08-30,-1.7316
2019-09-03,3.9648
2019-09-04,5.2966
2019-09-05,1.1066
2019-09-06,0.796
2019-09-09,-1.4808
2019-09-10,-1.7034
2019-09-11,4.6891
2019-09-12,1.3632
2019-09-13,1.633
2019-09-16,0.0
2019-09-17,3.8752
2019-09-18,-8.9172
2019-09-19,0.8991
2019-09-20,-0.198
2019-09-23,3.6706
2019-09-24,-1.7225000000000001
2019-09-25,-1.9474
2019-09-26,0.6951
2019-09-27,-0.789
2019-09-30,-1.4910999999999999
2019-10-01,0.0
2019-10-02,0.1009
2019-10-03,-1.0081
2019-10-04,0.1018
2019-10-07,-0.3052
2019-10-08,0.0
2019-10-09,-1.1224
2019-10-10,-7.5335
2019-10-11,-9.4866
2019-10-14,-1.233
2019-10-15,4.2447
2019-10-16,2.2754
2019-10-17,2.6932
2019-10-18,-4.9031
2019-10-21,5.1559
2019-10-22,0.4561
2019-10-23,2.0431
2019-10-24,-3.8932
2019-10-25,3.3565
2019-10-28,4.0314
2019-10-29,-0.6459
2019-10-30,-2.2752
2019-10-31,1.3858
2019-11-01,3.2258
2019-11-04,0.3178
2019-11-05,2.4287
2019-11-06,-3.6082
2019-11-07,4.2781
2019-11-08,-3.4872
2019-11-11,1.8066
2019-11-12,-1.6701000000000001
2019-11-13,-1.1677
2019-11-14,-1.6112
2019-11-15,2.7293
2019-11-18,2.3379
2019-11-19,10.5919
2019-11-20,3.2864
2019-11-21,-2.6364
2019-11-22,-8.31
2019-11-25,2.8513
2019-11-26,-6.3366
2019-11-27,5.3911
2019-11-29,0.8024
2019-12-02,-2.3881
2019-12-03,1.9367999999999999
2019-12-04,-0.6
2019-12-05,-2.3139
2019-12-06,2.8836
2019-12-09,-13.1131
2019-12-10,-4.1475
2019-12-11,1.6827
2019-12-12,5.3191
2019-12-13,-3.0303
2019-12-16,3.0093
2019-12-17,-2.9213
2019-12-18,0.1157
2019-12-19,-2.7746
2019-12-20,0.1189
2019-12-23,4.6318
2019-12-24,1.7026
2019-12-26,-4.9107
2019-12-27,-4.2254
2019-12-30,2.451
2019-12-31,-2.6316
2020-01-02,-2.9484
2020-01-03,-5.0633
2020-01-06,-0.8
2020-01-07,1.4785
2020-01-08,2.2517
2020-01-09,5.6995000000000005
2020-01-10,-3.1863
2020-01-13,-3.2911
2020-01-14,2.7487
2020-01-15,8.9172
2020-01-16,-2.4561
2020-01-17,-3.5971
2020-01-21,0.3731
2020-01-22,3.4696
2020-01-23,4.1916
2020-01-24,-7.4713
2020-01-27,-1.9876
2020-01-28,-0.6337
2020-01-29,-1.6582
2020-01-30,-2.3346
2020-01-31,-4.7809
2020-02-03,-2.2315
2020-02-04,4.1369
2020-02-05,4.2466
2020-02-06,1.4455
2020-02-07,-2.7202
2020-02-10,4.9268
2020-02-11,0.8883
2020-02-12,-0.7547
2020-02-13,1.3942
2020-02-14,-2.0
2020-02-18,1.9133
2020-02-19,0.3755
2020-02-20,-1.6209
2020-02-21,0.0
2020-02-24,-6.8441
2020-02-25,-0.9524
2020-02-26,-0.5495
2020-02-27,0.1381
2020-02-28,4.5517
2020-03-02,2.2427
2020-03-03,-1.1613
2020-03-04,2.8721
2020-03-05,-1.3959
2020-03-06,-4.7619
2020-03-09,-0.5405
2020-03-10,-0.5435
2020-03-11,1.5027
2020-03-12,8.8829
2020-03-13,10.3832
2020-03-16,1.0078
2020-03-17,9.7561
2020-03-18,-9.899000000000001
2020-03-19,0.8969
2020-03-20,8.5556
2020-03-23,5.3224
2020-03-24,-4.276
2020-03-25,1.1168
2020-03-26,2.9116
2020-03-27,5.4634
2020-03-30,6.198
2020-03-31,-13.1533
2020-04-01,-16.4493
2020-04-02,9.1236
2020-04-03,4.8405000000000005
2020-04-06,8.2896
2020-04-07,-0.3876
2020-04-08,-3.5991999999999997
2020-04-09,5.9536
2020-04-13,-0.2857
2020-04-14,-2.1968
2020-04-15,-2.0508
2020-04-16,-1.2961
2020-04-17,2.1212
2020-04-20,-1.4837
2020-04-21,-2.1084
2020-04-22,3.8974
2020-04-23,1.7769
2020-04-24,23.5694
2020-04-27,13.9717
2020-04-28,-0.8264
2020-04-29,-8.9583
2020-04-30,-2.0595
2020-05-01,3.0374
2020-05-04,2.7967
2020-05-05,-2.2059
2020-05-06,1.6541000000000001
2020-05-07,-3.0325
2020-05-08,10.6026
2020-05-11,0.4828
2020-05-12,-6.1771
2020-05-13,14.6306
2020-05-14,-0.8296
2020-05-15,3.5393
2020-05-18,22.5606
2020-05-19,1.0142
2020-05-20,-3.5141
2020-05-21,-1.2487
2020-05-22,7.6923
2020-05-26,2.8376
2020-05-27,-6.6127
2020-05-28,3.0565
2020-05-29,2.4221
2020-06-01,-4.7297
2020-06-02,0.5572
2020-06-03,-18.6398
2020-06-04,-3.1579
2020-06-05,-4.9233
2020-06-08,1.076
2020-06-09,-0.9315
2020-06-10,0.403
2020-06-11,-0.8027
2020-06-12,0.944
2020-06-15,4.4756
2020-06-16,-1.9821
2020-06-17,3.4573
2020-06-18,1.7024
2020-06-19,-5.1457
2020-06-22,6.1438
2020-06-23,46.9828
2020-06-24,11.6883
2020-06-25,-7.4644
2020-06-26,-21.0377
2020-06-29,-3.4908
2020-06-30,-4.6809
2020-07-01,-2.6228
2020-07-02,2.3496
2020-07-06,-2.5756
2020-07-07,0.8046
2020-07-08,0.3421
2020-07-09,-2.4432
2020-07-10,-1.0483
2020-07-13,3.2961
2020-07-14,5.4131
2020-07-15,2.6486
2020-07-16,-4.476
2020-07-17,8.1036
2020-07-20,-0.306
2020-07-21,0.0512
2020-07-22,0.8691
2020-07-23,-4.4602
2020-07-24,-4.3501
2020-07-27,0.5824
2020-07-28,-7.8026
2020-07-29,-5.9809
2020-07-30,-0.5725
2020-07-31,-2.8151
