ticker,QHYG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-22,-25.0
2010-01-25,33.3333
2010-01-27,0.0
2010-03-12,-40.0
2010-06-08,25.0
2010-06-09,0.0
2010-06-14,0.0
2010-06-23,20.0
2010-06-29,-44.4444
2010-08-04,-40.0
2010-09-15,0.0
2010-11-17,0.0
2010-11-26,1.6667
2010-12-16,63.9344
2010-12-30,0.0
2011-01-19,70.0
2011-01-27,0.0
2011-02-02,0.0
2011-02-09,0.0
2011-03-21,-41.1765
2011-03-23,0.0
2011-03-29,0.0
2011-04-04,0.0
2011-04-13,50.0
2011-06-24,0.0
2011-08-09,-33.3333
2011-08-11,-40.0
2011-08-12,0.0
2011-09-13,183.3333
2011-09-14,-49.9265
2011-09-15,-0.1468
2011-09-20,111.7647
2011-09-23,-38.8889
2011-09-28,36.3636
2011-10-03,0.0
2011-10-11,6.6667
2011-10-13,18.75
2011-11-25,-23.6842
2011-12-12,72.4138
2011-12-14,-28.0
2011-12-16,0.0
2011-12-19,-19.4444
2011-12-27,-13.7931
2012-01-25,20.0
2012-02-06,0.0
2012-02-07,0.0
2012-02-08,6.6667
2012-02-09,12.5
2012-02-10,16.6667
2012-02-22,-7.1429
2012-02-27,0.0
2012-03-13,7.6923
2012-04-02,0.0
2012-04-25,-14.2857
2012-07-09,-16.6667
2012-08-27,-26.6667
2012-10-24,-36.3636
2012-11-15,185.7143
2012-11-16,-50.0
2013-03-05,50.0
2013-06-24,-66.6667
2013-07-01,0.0
2013-12-17,-60.0
2014-06-24,20.0
2014-07-01,25.0
2014-08-06,0.0
2014-10-13,-16.6667
2014-10-20,-4.0
2015-03-03,-29.1667
2015-03-06,17.647100000000002
2015-03-12,0.0
2016-03-11,-60.0
2016-06-06,0.0
2016-07-27,115.625
2017-10-24,584.058
2017-10-25,-1.6101999999999999
2017-10-26,-22.4806
2017-10-27,0.0
2017-11-01,33.3333
2017-12-18,-33.3333
2018-02-20,0.0
2018-03-09,37.5
2018-03-14,0.0
2018-03-28,-9.0909
2018-03-29,100.0
2018-04-11,0.0
2018-04-13,-50.0
2018-05-17,150.0
2018-06-07,-20.0
2018-07-05,0.0
2018-07-19,25.0
2018-07-23,16.0
2018-07-31,3.4483
2018-08-01,33.3333
2018-08-06,-7.5
2018-08-08,-62.1622
2018-08-09,164.2857
2018-08-10,0.0
2018-08-21,-62.1622
2018-08-30,145.7143
2018-09-27,4.6512
2018-10-02,5.5556
2018-10-03,0.0
2018-10-05,32.8947
2018-10-08,-60.396
2018-10-09,50.0
2018-10-15,-10.0
2018-10-16,0.0
2018-10-19,0.0
2018-10-23,-7.4074
2018-10-24,20.0
2018-11-06,0.0
2018-11-23,-50.0
2018-11-26,33.3333
2018-11-30,0.0
2018-12-18,-40.0
2018-12-20,66.6667
2018-12-28,62.5
2019-01-04,-38.4615
2019-01-07,0.0
2019-01-17,0.0
2019-01-23,-10.0
2019-01-31,22.2222
2019-02-05,-6.8182
2019-03-06,-2.439
2019-03-07,25.0
2019-03-08,-36.0
2019-03-12,118.75
2019-04-17,-42.8571
2019-04-18,-12.5
2019-04-22,65.7143
2019-05-02,-31.0345
2019-05-03,40.0
2019-06-04,-14.2857
2019-06-06,0.0
2019-06-07,0.0
2019-06-17,-24.5833
2019-06-21,26.5193
2019-06-24,-3.9301
2019-09-25,-2.7273
2019-09-26,0.0
2019-10-16,-18.2243
2019-10-17,14.2857
2019-10-18,-2.5
2019-10-21,0.0
2019-10-22,23.0769
2019-10-23,0.0
2019-10-28,0.0
2019-10-30,-16.6667
2019-12-04,-24.5
2019-12-06,0.0
2019-12-09,32.4503
2019-12-10,0.0
2019-12-11,-25.0
2019-12-13,33.3333
2019-12-24,-36.0
2019-12-26,17.1875
2019-12-27,0.0
2019-12-30,33.3333
2019-12-31,0.0
2020-04-02,-38.5
2020-04-03,62.6016
2020-04-06,-12.0
2020-04-08,-1.1364
2020-04-13,-0.5747
2020-04-14,9.8266
2020-04-17,0.0
2020-06-09,-24.7368
2020-06-15,11.8881
2020-07-08,0.0
2020-07-09,0.0
2020-07-15,-21.25
2020-07-17,26.9841
2020-07-21,-21.25
2020-07-22,26.9841
2020-07-29,0.0
