ticker,SRNE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-20,-50.0
2000-03-22,13900.0
2001-01-12,-99.8214
2004-10-27,0.0
2007-01-25,7900.0
2007-02-13,0.0
2007-02-15,400.0
2007-02-16,-76.0
2007-02-20,-83.3333
2007-02-21,200.0
2007-02-22,-16.6667
2007-02-23,-40.0
2007-02-26,0.0
2007-03-06,66.6667
2007-03-07,20.0
2007-03-09,400.0
2007-03-12,-3.3333
2007-03-13,-13.7931
2007-03-14,-20.0
2007-03-15,15.0
2007-03-19,-65.2174
2007-03-20,243.75
2007-03-21,-63.6364
2007-03-22,25.0
2007-03-23,-20.0
2007-03-26,25.0
2007-03-27,0.0
2007-03-28,0.0
2007-03-29,0.0
2007-04-09,0.0
2007-04-10,0.0
2007-04-18,120.0
2007-04-25,-45.4545
2007-05-08,0.0
2007-05-09,233.3333
2007-05-10,-69.0
2007-05-11,0.0
2007-05-14,0.0
2007-05-15,77.379
2007-05-18,-43.6236
2007-05-21,0.0
2007-05-23,61.2903
2007-05-25,-30.0
2007-05-29,2.8571
2007-05-31,-22.2222
2007-06-04,42.8571
2007-06-15,-25.0
2007-06-18,0.0
2007-06-20,93.3333
2007-06-21,-39.6552
2007-06-22,-28.5714
2007-06-25,0.0
2007-06-27,-19.6
2007-06-29,-0.4975
2007-07-02,0.0
2007-07-09,-25.0
2007-07-13,33.3333
2007-07-19,0.0
2007-07-31,-15.0
2007-08-03,0.0
2007-08-20,0.0
2007-08-24,11.7647
2007-08-28,-21.0526
2007-09-11,0.0
2007-09-12,0.0
2007-09-21,0.0
2007-09-25,0.0
2007-09-27,26.6667
2007-09-28,5.2632
2007-10-04,-25.0
2007-10-10,6.6667
2007-10-11,0.0
2007-10-19,25.0
2007-10-22,-10.0
2007-11-01,-16.6667
2007-11-06,0.0
2007-11-09,133.3333
2007-11-12,-14.2857
2007-11-13,-16.6667
2007-11-14,0.0
2007-11-15,0.0
2007-11-20,-20.0
2007-11-21,15.0
2007-11-23,-13.0435
2007-11-26,15.0
2007-11-27,30.4348
2007-11-28,-47.7292
2007-12-04,-4.3444
2007-12-06,0.0
2007-12-07,53.3333
2007-12-11,21.7391
2007-12-17,-46.4286
2007-12-21,0.0
2007-12-28,0.0
2008-01-02,0.0
2008-01-17,0.0
2008-01-24,0.0
2008-01-30,6.6667
2008-02-01,0.0
2008-02-06,0.0
2008-02-07,0.0
2008-02-19,-6.25
2008-03-03,-6.6667
2008-03-07,-7.1429
2008-03-20,0.0
