ticker,AWGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-29,-44.0
2008-03-03,7.1429
2008-03-04,-4.0
2008-03-05,-9.7222
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,-20.0
2008-03-12,15.3846
2008-03-13,0.0
2008-03-14,-3.3333
2008-03-24,29.3103
2008-03-25,-6.6667
2008-03-26,-1.4285999999999999
2008-03-28,-13.0435
2008-04-01,-8.3333
2008-04-02,12.7273
2008-04-03,29.0323
2008-04-07,-6.25
2008-04-08,0.0
2008-04-09,18.6667
2008-04-10,-7.8652
2008-04-11,9.7561
2008-04-14,1.1111
2008-04-17,10.989
2008-04-18,7.9208
2008-04-21,-7.3394
2008-04-22,0.0
2008-04-23,-0.9901
2008-04-24,0.0
2008-04-25,-11.0
2008-04-29,-4.4944
2008-04-30,-11.7647
2008-05-01,33.3333
2008-05-02,-25.0
2008-05-07,-4.0
2008-05-08,4.1667
2008-05-13,-32.0
2008-05-15,0.0
2008-05-16,-11.7647
2008-05-19,2.2222
2008-05-22,15.2174
2008-05-23,1.8868
2008-05-27,38.8889
2008-05-29,-20.0
2008-05-30,8.3333
2008-06-02,-7.6923
2008-06-03,1.6667
2008-06-09,3.2787
2008-06-12,-3.1746
2008-06-13,21.3115
2008-06-19,-14.8649
2008-06-20,0.0
2008-06-23,0.0
2008-07-01,-12.6984
2008-07-02,-9.0909
2008-07-11,0.0
2008-07-16,0.0
2008-07-17,0.0
2008-07-18,8.0
2008-07-21,-22.2222
2008-07-22,14.2857
2008-07-23,0.0
2008-07-29,20.8333
2008-07-31,-13.7931
2008-08-05,2.0
2008-08-06,1.9607999999999999
2008-08-14,-13.461500000000001
2008-08-20,-11.1111
2008-08-21,12.5
2008-08-22,-11.1111
2008-08-26,10.0
2008-08-27,2.2727
2008-08-28,13.3333
2008-08-29,0.0
2008-09-02,-1.9607999999999999
2008-09-04,-10.0
2008-09-10,8.8889
2008-09-11,2.0408
2008-09-12,-14.0
2008-09-15,16.2791
2008-09-16,-6.0
2008-09-17,0.0
2008-09-18,-2.1277
2008-09-23,4.3478
2008-09-24,-2.0833
2008-09-25,0.0
2008-09-29,-12.766
2008-09-30,-2.439
2008-10-03,0.0
2008-10-06,12.5
2008-10-07,0.0
2008-10-08,-13.3333
2008-10-17,15.3846
2008-10-20,0.0
2008-10-21,-22.2222
2008-10-27,-28.5714
2008-11-03,68.0
2008-11-04,-28.5714
2008-11-05,6.6667
2008-11-06,0.0
2008-11-11,3.125
