ticker,IONI US Equity
2017-04-25,13.3333
2017-04-26,-14.2157
2017-05-03,10.2857
2017-05-04,3.6269
2017-05-16,0.0
2017-05-23,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-05,10.0
2017-06-06,-13.6364
2017-06-13,4.2105
2017-06-23,0.0
2017-06-26,0.0
2017-06-28,0.0
2017-06-30,3.5354
2017-07-05,-14.6341
2017-07-06,-11.4286
2017-07-07,12.9032
2017-07-10,-11.4286
2017-07-11,3.2258
2017-07-12,-34.375
2017-07-17,12.381
2017-07-18,13.5593
2017-07-26,4.4776
2017-08-02,-3.5714
2017-08-03,-18.5185
2017-08-07,-4.5455
2017-08-08,2.8571
2017-08-09,-2.7778
2017-08-15,-46.6667
2017-08-16,87.5
2017-08-28,-42.8571
2017-08-29,68.3333
2017-08-30,7.9208
2017-08-31,5.5046
2017-09-19,-10.8696
2017-09-20,-31.7073
2017-09-22,-12.9286
2017-09-25,23.0517
2017-09-27,-18.4
2017-09-28,21.732
2017-10-02,0.0
2017-10-03,0.6711
2017-10-12,13.3333
2017-10-13,-24.7059
2017-10-23,6.25
2017-10-27,-4.4118
2017-10-31,-15.3846
2017-11-01,-24.0
2017-11-08,19.6172
2017-11-10,2.0
2017-11-14,27.451
2017-11-16,7.6923
2017-11-17,-13.2071
2017-11-20,-9.4725
2017-11-24,-35.4545
2017-12-01,0.0
2017-12-05,97.1831
2017-12-06,-2.8571
2017-12-07,-47.7941
2017-12-12,15.493
2017-12-14,24.3902
2017-12-18,-19.6078
2017-12-19,0.0
2017-12-26,-5.2439
2017-12-27,286.1004
2017-12-28,18.6667
2017-12-29,82.5843
2018-01-02,-10.7692
2018-01-03,-13.7931
2018-01-04,-8.0
2018-01-08,0.0
2018-01-09,-2.1739
2018-01-12,-13.3333
2018-01-16,-7.6923
2018-01-18,1.1111
2018-01-23,-1.0989
2018-01-26,16.6667
2018-02-01,-28.0952
2018-02-02,42.3841
2018-02-05,0.0
2018-02-06,16.2791
2018-02-07,2.76
2018-02-08,16.777
2018-02-09,0.0
2018-02-13,-13.3333
2018-02-14,-1.9231
2018-02-15,35.1373
2018-02-16,1.567
2018-02-20,0.0
2018-02-21,-12.8543
2018-02-22,29.1761
2018-02-23,-25.1269
2018-02-27,-8.4746
2018-03-05,-10.3704
2018-03-06,3.3058
2018-03-08,4.0
2018-03-13,11.538499999999999
2018-03-14,-6.8966
2018-03-27,-12.963
2018-04-10,1.2766
2018-04-12,-11.7647
2018-04-16,-11.9048
2018-04-19,-1.0811
2018-04-23,0.0
2018-04-24,9.2896
2018-04-25,0.0
2018-04-30,40.0
2018-05-04,-10.7143
2018-05-08,20.0
2018-05-10,0.0
2018-06-05,-3.3333
2018-06-08,0.0
2018-06-12,-31.0345
2018-06-13,18.0
2018-06-14,0.0
2018-06-18,0.0
2018-06-20,10.5932
2018-06-22,-2.2989
2018-07-10,13.3333
2018-07-12,-11.7647
2018-07-19,7.8431
2018-07-20,0.0
2018-07-23,-6.9091000000000005
2018-07-24,-0.3906
2018-07-26,-8.6275
2018-07-30,6.867
2018-08-01,-19.6787
2018-08-02,5.0
2018-08-03,42.8571
2018-08-06,-0.3333
2018-08-07,0.3344
2018-08-08,15.0
2018-08-09,0.0
2018-08-10,2.8986
2018-08-13,4.2254
2018-08-14,0.0
2018-08-15,6.7568
2018-08-16,-3.7975
2018-08-20,5.2632
2018-08-21,-15.0
2018-08-23,-1.4706000000000001
2018-08-24,-10.4478
2018-08-28,0.0
2018-08-31,-22.3333
2018-09-04,0.8584
2018-09-05,0.0
2018-09-06,-1.7021
2018-09-12,-13.4199
2018-09-17,-12.5
2018-09-19,42.8571
2018-09-20,16.4
2018-09-21,-14.433
2018-09-25,-6.4257
2018-09-26,-24.8927
2018-09-28,14.2857
2018-10-01,-35.0
2018-10-03,33.8462
2018-10-04,0.5747
2018-10-05,17.1429
2018-10-08,-26.8293
2018-10-09,0.0
2018-10-10,-6.6667
2018-10-11,0.0
2018-10-12,12.1429
2018-10-15,1.9108
2018-10-16,-3.75
2018-10-17,-11.6883
2018-10-18,0.0
2018-10-19,-2.9412000000000003
2018-10-22,-11.3636
2018-10-23,3.4188
2018-10-24,3.3058
2018-10-25,0.0
2018-10-26,-16.0
2018-10-29,19.0476
2018-10-30,-16.0
2018-10-31,-1.9048
2018-11-01,-22.3301
2018-11-02,-8.125
2018-11-05,22.449
2018-11-06,11.1111
2018-11-07,0.0
2018-11-08,-10.0
2018-11-09,-0.2222
2018-11-12,-32.0713
2018-11-13,0.0
2018-11-15,-8.1967
2018-11-19,0.0
2018-11-20,-8.9286
2018-11-21,-29.4118
2018-11-26,0.0
2018-12-04,-16.6667
2018-12-06,116.0
2018-12-07,4.9383
2018-12-10,-22.0588
2018-12-11,-3.7736
2018-12-12,-21.5686
2018-12-13,48.75
2018-12-14,0.8403
2018-12-18,0.0
2018-12-20,0.0
2018-12-21,-41.6667
2018-12-24,42.8571
2018-12-26,20.0
2018-12-27,-9.1667
2018-12-28,-6.422
2018-12-31,-21.5686
2019-01-02,35.0
2019-01-03,1.8519
2019-01-04,-1.8182
2019-01-07,-1.8519
2019-01-08,-30.1887
2019-01-09,35.1351
2019-01-10,-30.0
2019-01-11,25.7143
2019-01-15,-25.0
2019-01-16,48.4848
2019-01-18,0.0
2019-01-22,-28.5714
2019-01-23,-14.2857
2019-01-24,0.0
2019-01-25,-10.0
2019-01-28,-25.9259
2019-01-29,25.0
2019-01-30,-20.0
2019-01-31,35.0
2019-02-01,-22.2222
2019-02-04,-14.2857
2019-02-05,11.1111
2019-02-06,45.0
2019-02-07,-31.0345
2019-02-11,20.0
2019-02-12,-20.8333
2019-02-13,-21.0526
2019-02-15,40.0
2019-02-19,42.8571
2019-02-20,-46.6667
2019-02-21,50.0
2019-02-22,-12.5
2019-02-25,-9.5238
2019-02-26,41.3158
2019-03-06,-42.6443
2019-03-07,-1.6234
2019-03-11,-1.6502
2019-03-12,1.6779
2019-03-13,-7.5908
2019-03-15,-41.4286
2019-03-18,64.6341
2019-03-19,-11.1111
2019-03-20,0.0
2019-03-21,16.6667
2019-03-22,-29.1786
2019-03-25,-16.3389
2019-03-26,42.2544
2019-03-28,18.6441
2019-03-29,0.0
2019-04-01,0.0
2019-04-02,-20.7143
2019-04-03,17.1171
2019-04-04,-23.0769
2019-04-05,34.5
2019-04-08,-24.1636
2019-04-09,17.647100000000002
2019-04-10,83.3333
2019-04-11,-13.6364
2019-04-12,31.5789
2019-04-15,-22.0
2019-04-16,-33.3333
2019-04-17,7.6923
2019-04-18,7.1429
2019-04-22,-5.1733
2019-04-23,4.8931000000000004
2019-04-24,34.0483
2019-04-25,35.0
2019-04-26,25.9259
2019-04-29,-41.1765
2019-04-30,15.0
2019-05-01,2.1739
2019-05-02,-6.383
2019-05-03,13.6364
2019-05-06,-4.0
2019-05-07,-8.3333
2019-05-08,-18.1818
2019-05-09,0.0
2019-05-10,0.0
2019-05-13,6.8056
2019-05-14,-6.3719
2019-05-15,-16.6667
2019-05-16,0.0
2019-05-17,11.3333
2019-05-20,37.7246
2019-05-21,-36.087
2019-05-22,-11.5646
2019-05-23,10.961500000000001
2019-05-28,-13.344899999999999
2019-05-29,-4.4
2019-05-30,-24.6862
2019-05-31,18.8889
2019-06-04,-6.5421
2019-06-06,22.85
2019-06-07,37.9731
2019-06-10,-29.4985
2019-06-11,-7.9498
2019-06-12,0.0
2019-06-13,8.6364
2019-06-14,-14.1004
2019-06-17,16.415
2019-06-18,-4.7699
2019-06-19,5.0088
2019-06-21,-8.7866
2019-06-25,-5.1376
2019-06-26,-3.2882
2019-06-27,13.65
2019-06-28,23.1852
2019-07-01,7.1429
2019-07-02,-6.6667
2019-07-10,-10.3214
2019-07-11,-28.3154
2019-07-17,11.1111
2019-07-18,23.5
2019-07-19,-11.1336
2019-07-23,27.1071
2019-07-26,-3.5484
2019-07-29,3.6789
2019-07-30,-10.3943
2019-07-31,0.0
2019-08-02,-4.4
2019-08-05,-19.9163
2019-08-07,-20.5852
2019-08-08,29.8684
2019-08-09,0.0
2019-08-12,-39.2097
2019-08-13,65.8333
2019-08-14,-43.7186
2019-08-15,113.3929
2019-08-19,-24.6862
2019-08-27,12.2222
2019-08-29,-21.4851
2019-09-03,-11.7276
2019-09-05,35.2857
2019-09-06,0.0
2019-09-12,-20.8025
2019-09-13,24.8667
2019-09-16,-1.6017000000000001
2019-09-17,8.5187
2019-09-18,-20.0
2019-09-19,0.0
2019-09-20,23.75
2019-09-23,-15.6364
2019-09-24,-4.2146
2019-09-26,4.4375
2019-09-30,7.7199
2019-10-01,0.5556
2019-10-02,10.4972
2019-10-03,-10.1
2019-10-04,22.3582
2019-10-07,-1.3636
2019-10-09,-26.2673
2019-10-10,-12.5
2019-10-14,27.8571
2019-10-16,-7.8212
2019-10-21,-21.2121
2019-10-25,3.0769
2019-10-28,0.0
2019-10-29,25.3731
2019-11-05,-27.9762
2019-11-08,17.3554
2019-11-12,15.493
2019-11-19,-14.6341
2019-11-25,7.1429
2019-12-02,40.0
2019-12-05,-4.7619
2019-12-09,5.0
2019-12-10,-4.7619
2019-12-11,-14.0
2019-12-19,4.6512
2019-12-20,-27.2222
2019-12-24,0.0
2019-12-26,6.8702
2019-12-27,-14.2857
2019-12-30,41.6667
2020-01-10,-4.7059
2020-01-14,-7.4074
2020-01-15,20.0
2020-01-16,9.4444
2020-01-17,1.5228000000000002
2020-01-21,6.0
2020-01-28,-7.5472
2020-02-03,-5.3571
2020-02-11,-19.1375
2020-02-19,2.6667
2020-02-20,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,1.5584
2020-02-27,2.3018
2020-02-28,31.125
2020-03-02,-33.1745
2020-03-03,0.0
2020-03-04,48.3595
2020-03-06,-37.5
2020-03-09,53.8462
2020-03-11,-20.0
2020-03-16,-25.0
2020-03-17,34.1667
2020-03-18,-25.4658
2020-03-19,-3.0
2020-03-27,55.4983
2020-04-06,4.9724
2020-04-13,0.0
2020-04-14,0.0
2020-04-17,0.0
2020-04-20,-47.3684
2020-04-21,90.0
2020-04-22,-35.6842
2020-04-24,55.4828
2020-04-27,-10.526299999999999
2020-04-30,5.8824
2020-05-01,0.5556
2020-05-04,3.8674
2020-05-05,-20.2128
2020-05-07,22.6667
2020-05-08,1.087
2020-05-11,-1.0753
2020-05-13,-21.1196
2020-05-14,-10.2935
2020-05-15,38.2488
2020-05-18,0.0
2020-05-22,-5.5556
2020-05-26,-11.7647
2020-05-27,26.6667
2020-06-01,-16.7632
2020-06-03,-10.8441
2020-06-04,33.3333
2020-06-08,0.0
2020-06-10,-25.4255
2020-06-15,0.5706
2020-06-17,34.7518
2020-06-18,-10.526299999999999
2020-06-23,-2.0353
2020-06-24,-9.9315
2020-06-25,0.0
2020-06-30,6.6667
2020-07-02,4.9375
2020-07-06,0.0
2020-07-09,0.0
2020-07-10,3.5140000000000002
2020-07-14,1.7837
2020-07-16,1.7524
2020-07-17,0.0
2020-07-20,-0.0556
2020-07-22,-8.577
2020-07-23,21.4811
2020-07-24,-1.001
2020-07-27,-8.999
2020-07-28,10.7778
2020-07-29,0.1003
2020-07-31,0.0
