ticker,IONI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-13,1200.0
2016-04-14,100.0
2016-04-15,30.7692
2016-04-18,-11.7647
2016-04-19,24.6667
2016-04-20,-5.8824
2016-04-21,6.5341000000000005
2016-04-22,-13.3333
2016-04-25,-7.0769
2016-04-26,-2.3179
2016-04-29,1.6949
2016-05-02,-56.6667
2016-05-03,113.0769
2016-05-04,-0.722
2016-05-13,-10.9091
2016-05-16,-8.1633
2016-05-18,14.1778
2016-05-25,7.0455
2016-05-27,0.0
2016-06-08,-18.1818
2016-06-09,33.3333
2016-06-10,-21.6667
2016-06-20,-4.2553
2016-06-21,4.4444
2016-06-22,-4.2553
2016-06-30,0.0
2016-07-18,-2.2222
2016-07-22,-43.1818
2016-08-02,59.2
2016-08-03,0.0
2016-08-05,-10.804
2016-08-09,12.6761
2016-08-10,50.0
2016-08-11,-5.0
2016-08-12,8.4211
2016-08-17,-2.9126
2016-08-22,6.3333
2016-08-23,1.8809
2016-08-29,0.0
2016-08-30,10.7692
2016-08-31,11.1111
2016-09-06,-2.5
2016-09-09,-3.8462
2016-09-12,0.0
2016-09-19,0.0
2016-09-22,2.6667
2016-09-27,2.5974
2016-10-05,-11.3924
2016-10-06,7.1429
2016-10-07,-6.6667
2016-10-13,0.5714
2016-10-19,13.3523
2016-10-24,-12.2807
2016-11-03,11.425
2016-11-04,-3.8430999999999997
2016-11-07,-52.0
2016-11-08,0.0
2016-11-09,2.7778
2016-11-22,-10.8108
2016-11-29,-15.1515
2016-11-30,3.5714
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,-13.9526
2016-12-08,-4.6236
2016-12-12,-15.1261
2016-12-13,0.0
2016-12-14,8.9109
2016-12-15,0.0
2016-12-16,4.5455
2016-12-19,-7.8261
2016-12-22,13.2075
2017-01-09,-8.3333
2017-01-10,-9.0909
2017-01-11,0.0
2017-01-12,-0.0125
2017-01-13,0.0125
2017-01-19,-30.0
2017-01-20,1.4285999999999999
2017-01-25,54.9296
2017-01-31,59.0909
2017-02-13,-11.4286
2017-02-14,-19.3548
2017-02-17,2.4
2017-02-21,52.3437
2017-02-22,2.5641
2017-02-28,0.0
2017-03-06,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-14,0.0
2017-03-20,7.5
2017-03-28,-6.9767
2017-03-30,12.5
2017-04-07,2.2222
2017-04-10,-10.8696
2017-04-11,-8.5366
2017-04-13,-9.3333
2017-04-18,8.2353
2017-04-19,-2.7174
2017-04-24,0.5587
