ticker,SWEE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-18,38.0
2017-04-20,-10.1449
2017-04-21,45.1613
2017-04-24,15.5556
2017-04-25,7.6923
2017-04-26,16.0714
2017-04-27,0.0
2017-04-28,-4.6154
2017-05-01,-13.5282
2017-05-03,-48.8925
2017-05-09,45.9854
2017-05-10,8.5
2017-05-11,-7.8341
2017-05-16,43.0
2017-05-31,1.3986
2017-06-30,106.8966
2017-07-05,8.3333
2017-07-06,0.0
2017-07-07,0.0
2017-07-11,0.0
2017-07-12,14.6154
2017-07-13,14.094
2017-07-14,2.9412000000000003
2017-07-17,8.5714
2017-07-18,2.6316
2017-07-19,12.8205
2017-07-20,13.6364
2017-07-21,4.0
2017-07-24,2.3077
2017-07-25,-6.015
2017-07-26,13.2
2017-07-27,-11.6608
2017-07-28,-9.2
2017-07-31,-0.8811
2017-08-01,10.6667
2017-08-03,-19.6787
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,12.5
2017-08-09,33.3333
2017-08-10,-11.6667
2017-08-11,-1.5093999999999999
2017-08-14,-0.3831
2017-08-15,-3.4615
2017-08-16,18.7251
2017-08-17,-6.0403
2017-08-18,-6.7857
2017-08-22,-4.2146
2017-08-23,-4.0
2017-08-28,-2.0833
2017-09-14,6.383
2017-09-15,1.2
2017-09-25,8.6957
2017-09-26,-1.8182
2017-10-02,-5.9259
2017-10-03,-7.4803
2017-10-06,22.9787
2017-10-13,-34.2561
2017-10-16,5.2632
2017-10-19,-7.5
2017-10-20,2.7027
2017-10-23,0.5263
2017-10-24,4.712
2017-10-31,-17.5
2017-11-01,-18.1818
2017-11-06,37.037
2017-11-07,-29.7297
2017-11-08,15.3846
2017-11-09,20.0
2017-11-10,5.5556
2017-11-13,5.2632
2017-11-15,0.0
2017-11-16,7.5
2017-11-20,-2.3256
2017-11-21,0.0
2017-11-27,0.0
2017-12-07,0.4762
2017-12-12,0.0
2017-12-15,1.8957000000000002
2017-12-19,2.3256
2017-12-21,-0.9091
2018-01-05,0.9174
2018-01-09,36.3636
2018-01-10,-17.0
2018-01-18,0.4016
2018-01-19,0.0
2018-01-22,0.0
2018-01-25,9.0
2018-01-26,-8.2532
2018-01-29,-0.004
2018-01-31,0.96
2018-02-06,3.0111
2018-02-07,0.0
2018-02-08,5.7692
2018-02-09,1.8182
2018-02-15,0.0
2018-02-16,-1.0714
2018-02-20,1.083
2018-02-23,-0.3571
2018-03-12,-3.2258
2018-03-16,0.0
2018-03-19,-7.4074
