ticker,ACMR US Equity
2018-03-29,-0.6462
2018-04-02,0.0813
2018-04-03,0.0
2018-04-04,-0.0812
2018-04-05,-2.439
2018-04-06,-1.6667
2018-04-09,1.6949
2018-04-10,4.25
2018-04-11,1.8385
2018-04-12,9.1052
2018-04-13,-2.2302
2018-04-16,-6.5489
2018-04-17,-3.0709
2018-04-18,-2.1933
2018-04-19,-0.4153
2018-04-20,-1.251
2018-04-23,-3.7161999999999997
2018-04-24,-7.807
2018-04-25,0.9515
2018-04-26,-3.2045
2018-04-27,-1.7527
2018-04-30,0.0991
2018-05-01,0.198
2018-05-02,0.3953
2018-05-03,1.3780000000000001
2018-05-04,4.9515
2018-05-07,15.7262
2018-05-08,-7.7538
2018-05-09,1.8197999999999999
2018-05-10,2.4681
2018-05-11,0.4153
2018-05-14,-1.6543
2018-05-15,0.0
2018-05-16,-1.1775
2018-05-17,-2.9787
2018-05-18,-0.7895
2018-05-21,-0.7073
2018-05-22,0.1781
2018-05-23,-2.0444
2018-05-24,6.3521
2018-05-25,-4.1809
2018-05-29,2.7605
2018-05-30,8.5789
2018-05-31,1.4365999999999999
2018-06-01,10.6216
2018-06-04,-4.1252
2018-06-05,-6.6024
2018-06-06,0.3177
2018-06-07,-3.2462
2018-06-08,-1.2275
2018-06-11,5.7167
2018-06-12,5.3292
2018-06-13,-0.5952
2018-06-14,0.3743
2018-06-15,4.2506
2018-06-18,-2.8612
2018-06-19,-6.4065
2018-06-20,1.967
2018-06-21,-7.8704
2018-06-22,5.0251
2018-06-25,-4.6251999999999995
2018-06-26,-0.2508
2018-06-27,-7.3764
2018-06-28,-1.448
2018-06-29,-1.0101
2018-07-02,-7.0501
2018-07-03,9.6806
2018-07-05,-3.3667
2018-07-06,2.1657
2018-07-09,3.7788
2018-07-10,1.0657
2018-07-11,-4.3058
2018-07-12,14.2332
2018-07-13,1.5272999999999999
2018-07-16,-2.2961
2018-07-17,0.6483
2018-07-18,-0.4831
2018-07-19,0.7282
2018-07-20,1.8474
2018-07-23,5.9148
2018-07-24,1.4147
2018-07-25,-1.1013
2018-07-26,1.4104999999999999
2018-07-27,-3.0747
2018-07-30,-3.4743
2018-07-31,1.4085
2018-08-01,6.8673
2018-08-02,3.1769
2018-08-03,3.1491
2018-08-06,-0.4749
2018-08-07,-6.3395
2018-08-08,5.8224
2018-08-09,0.619
2018-08-10,0.8202
2018-08-13,-6.7797
2018-08-14,-2.8364000000000003
2018-08-15,-4.0419
2018-08-16,1.17
2018-08-17,-1.6962000000000002
2018-08-20,0.7059
2018-08-21,5.1402
2018-08-22,-3.037
2018-08-23,0.2292
2018-08-24,2.8963
2018-08-27,1.8519
2018-08-28,1.5272999999999999
2018-08-29,-0.8596
2018-08-30,1.2283
2018-08-31,0.7138
2018-09-04,-3.1184
2018-09-05,-0.2195
2018-09-06,-2.4927
2018-09-07,1.2782
2018-09-10,-5.4195
2018-09-11,-1.8053
2018-09-12,-9.2726
2018-09-13,6.9163
2018-09-14,-3.6671
2018-09-17,2.8228999999999997
2018-09-18,-1.0815
2018-09-19,-1.5139
2018-09-20,4.6968
2018-09-21,-2.8548
2018-09-24,-2.267
2018-09-25,-3.0069
2018-09-26,-1.7715
2018-09-27,-2.1641
2018-09-28,2.0276
2018-10-01,2.2584
2018-10-02,-2.5618
2018-10-03,1.2692999999999999
2018-10-04,-2.1486
2018-10-05,-5.3065
2018-10-08,3.4783
2018-10-09,3.6414999999999997
2018-10-10,-7.1171
2018-10-11,-3.3948
2018-10-12,3.1124
2018-10-15,4.0896
2018-10-16,-3.1805
2018-10-17,-0.6763
2018-10-18,-2.0428
2018-10-19,1.6882000000000001
2018-10-22,-1.6602000000000001
2018-10-23,-2.4826
2018-10-24,-2.1385
2018-10-25,0.4162
2018-10-26,-2.0725
2018-10-29,0.2116
2018-10-30,0.0
2018-10-31,0.8448
2018-11-01,4.712
2018-11-02,0.2
2018-11-05,-0.2994
2018-11-06,0.1001
2018-11-07,3.0
2018-11-08,16.5049
2018-11-09,-2.25
2018-11-12,-3.6658
2018-11-13,1.4159
2018-11-14,-0.9599
2018-11-15,1.4978
2018-11-16,-2.5174
2018-11-19,-2.5824
2018-11-20,-4.5704
2018-11-21,5.2682
2018-11-23,-1.2739
2018-11-26,2.4885
2018-11-27,-3.2374
2018-11-28,2.5093
2018-11-29,-0.272
2018-11-30,1.3636
2018-12-03,-1.0314
2018-12-04,-5.1201
2018-12-06,2.9608
2018-12-07,-2.8757
2018-12-10,-0.8596
2018-12-11,2.5048
2018-12-12,1.3158
2018-12-13,-1.4842
2018-12-14,-1.9774
2018-12-17,-1.3449
2018-12-18,-0.4869
2018-12-19,-0.6849
2018-12-20,1.0836999999999999
2018-12-21,0.0
2018-12-24,-1.9493
2018-12-26,3.5785
2018-12-27,0.3839
2018-12-28,0.0956
2018-12-31,3.916
2019-01-02,-0.0919
2019-01-03,-4.5998
2019-01-04,3.1823
2019-01-07,0.4673
2019-01-08,-0.186
2019-01-09,-1.3979
2019-01-10,-0.7561
2019-01-11,0.0952
2019-01-14,-2.3787
2019-01-15,1.6569
2019-01-16,0.1918
2019-01-17,-1.6268
2019-01-18,-4.9611
2019-01-22,-4.2989
2019-01-23,-0.8556
2019-01-24,5.178
2019-01-25,2.7692
2019-01-28,-2.9939999999999998
2019-01-29,-1.1317
2019-01-30,-1.2487
2019-01-31,-1.8967
2019-02-01,-0.2148
2019-02-04,0.3229
2019-02-05,1.073
2019-02-06,-0.3185
2019-02-07,-1.3845
2019-02-08,0.54
2019-02-11,0.1074
2019-02-12,1.7167
2019-02-13,-1.4768
2019-02-14,0.9636
2019-02-15,0.7423
2019-02-19,4.9474
2019-02-20,15.346
2019-02-21,-3.1304
2019-02-22,4.0395
2019-02-25,1.3805
2019-02-26,-2.5532
2019-02-27,-0.6114
2019-02-28,-0.2636
2019-03-01,2.2026
2019-03-04,7.1552
2019-03-05,7.4014
2019-03-06,-5.0187
2019-03-07,-12.5394
2019-03-08,5.0496
2019-03-11,1.8026
2019-03-12,0.253
2019-03-13,6.476
2019-03-14,9.0047
2019-03-15,-1.087
2019-03-18,8.9377
2019-03-19,7.2629
2019-03-20,-0.1254
2019-03-21,3.2015000000000002
2019-03-22,-11.9221
2019-03-25,4.6961
2019-03-26,4.2216
2019-03-27,-4.557
2019-03-28,0.4642
2019-03-29,1.8481999999999998
2019-04-01,0.1944
2019-04-02,-1.1643
2019-04-03,2.6832000000000003
2019-04-04,0.956
2019-04-05,-0.2525
2019-04-08,-1.6456
2019-04-09,-2.5097
2019-04-10,1.3201
2019-04-11,0.2606
2019-04-12,1.1046
2019-04-15,-0.7712
2019-04-16,6.2176
2019-04-17,6.7683
2019-04-18,4.9686
2019-04-22,-10.9902
2019-04-23,2.7506
2019-04-24,-0.3569
2019-04-25,-4.5373
2019-04-26,1.7511
2019-04-29,5.716
2019-04-30,0.1744
2019-05-01,0.9286
2019-05-02,3.2202
2019-05-03,1.9499
2019-05-06,0.1093
2019-05-07,2.3472
2019-05-08,-1.76
2019-05-09,0.4886
2019-05-10,2.7553
2019-05-13,-1.5773000000000001
2019-05-14,5.9829
2019-05-15,7.6109
2019-05-16,-11.2881
2019-05-17,1.5838999999999999
2019-05-20,-7.8482
2019-05-21,2.8765
2019-05-22,-4.1667
2019-05-23,0.9153
2019-05-24,2.551
2019-05-28,3.1509
2019-05-29,1.8757000000000001
2019-05-30,-0.3156
2019-05-31,1.6359
2019-06-03,-4.1537
2019-06-04,1.3001
2019-06-05,-2.9412000000000003
2019-06-06,2.259
2019-06-07,-0.5388
2019-06-10,2.3835
2019-06-11,-3.2275
2019-06-12,-0.4374
2019-06-13,-3.9539
2019-06-14,-1.4294
2019-06-17,-2.9582
2019-06-18,5.9773
2019-06-19,-1.41
2019-06-20,-3.1465
2019-06-21,-4.3709
2019-06-24,0.4941
2019-06-25,-5.1014
2019-06-26,1.2953000000000001
2019-06-27,-1.2788
2019-06-28,1.101
2019-07-01,13.901299999999999
2019-07-02,-2.306
2019-07-03,-0.5181
2019-07-05,-4.6296
2019-07-08,2.4272
2019-07-09,-0.1777
2019-07-10,-0.178
2019-07-11,-1.843
2019-07-12,0.0
2019-07-15,0.0606
2019-07-16,1.8159999999999998
2019-07-17,2.9727
2019-07-18,9.873
2019-07-19,-4.0462
2019-07-22,0.3286
2019-07-23,-0.8188
2019-07-24,0.4403
2019-07-25,-3.1233
2019-07-26,0.6222
2019-07-29,1.5177
2019-07-30,-3.1561
2019-07-31,-0.3431
2019-08-01,-8.2042
2019-08-02,0.0
2019-08-05,-1.75
2019-08-06,0.7634
2019-08-07,1.6414
2019-08-08,10.6832
2019-08-09,-3.5915
2019-08-12,3.6088
2019-08-13,2.8651999999999997
2019-08-14,-20.7537
2019-08-15,-3.6527
2019-08-16,0.0
2019-08-19,0.5722
2019-08-20,1.2091
2019-08-21,0.1405
2019-08-22,3.2982
2019-08-23,-4.2799
2019-08-26,-1.0646
2019-08-27,-0.5739
2019-08-28,0.3608
2019-08-29,2.5162
2019-08-30,0.2805
2019-09-03,2.8670999999999998
2019-09-04,6.7301
2019-09-05,-4.4586
2019-09-06,-4.4
2019-09-09,-0.0697
2019-09-10,1.7446000000000002
2019-09-11,-1.8519
2019-09-12,-0.2795
2019-09-13,3.0133
2019-09-16,-0.3401
2019-09-17,-0.7509
2019-09-18,0.9629
2019-09-19,-2.8609999999999998
2019-09-20,0.9116
2019-09-23,3.2662
2019-09-24,-4.5087
2019-09-25,2.7484
2019-09-26,-3.2922000000000002
2019-09-27,-2.3404
2019-09-30,0.6536
2019-10-01,-2.3810000000000002
2019-10-02,2.1434
2019-10-03,0.9407
2019-10-04,-0.3584
2019-10-07,-2.9496
2019-10-08,-2.8169
2019-10-09,1.8307
2019-10-10,-0.824
2019-10-11,-0.0755
2019-10-14,-3.1746
2019-10-15,2.9664
2019-10-16,-2.6535
2019-10-17,3.1153
2019-10-18,-4.3807
2019-10-21,3.8705
2019-10-22,-0.2281
2019-10-23,-2.3628
2019-10-24,5.3864
2019-10-25,-0.7407
2019-10-28,1.1194
2019-10-29,-4.2804
2019-10-30,0.2313
2019-10-31,-3.1538
2019-11-01,1.9062999999999999
2019-11-04,6.3133
2019-11-05,4.5455
2019-11-06,0.9818
2019-11-07,8.6806
2019-11-08,-7.8594
2019-11-11,-0.208
2019-11-12,3.8916
2019-11-13,-2.8763
2019-11-14,-1.1019
2019-11-15,0.4178
2019-11-18,-1.8723999999999998
2019-11-19,-1.2014
2019-11-20,4.6495
2019-11-21,-2.2556
2019-11-22,-3.007
2019-11-25,3.1723
2019-11-26,-1.4675
2019-11-27,-2.1986
2019-11-29,0.145
2019-12-02,0.7241
2019-12-03,0.5751
2019-12-04,0.8578
2019-12-05,3.9688
2019-12-06,5.1125
2019-12-09,-4.8638
2019-12-10,2.7948
2019-12-11,4.3103
2019-12-12,1.0807
2019-12-13,6.2264
2019-12-16,7.6969
2019-12-17,2.7488
2019-12-18,-1.3911
2019-12-19,-0.8681
2019-12-20,1.0947
2019-12-23,6.2263
2019-12-24,-1.4781
2019-12-26,-1.6555
2019-12-27,-3.2088
2019-12-30,-1.3859
2019-12-31,1.6808999999999998
2020-01-02,2.6016
2020-01-03,0.898
2020-01-06,9.9476
2020-01-07,16.6667
2020-01-08,1.1429
2020-01-09,-5.2462
2020-01-10,0.6388
2020-01-13,11.2146
2020-01-14,20.2055
2020-01-15,11.2694
2020-01-16,3.3001
2020-01-17,-0.6059
2020-01-21,18.2322
2020-01-22,13.6864
2020-01-23,-17.0068
2020-01-24,-11.3015
2020-01-27,5.2086
2020-01-28,1.3308
2020-01-29,-2.7055
2020-01-30,-2.6997999999999998
2020-01-31,-3.6071
2020-02-03,2.274
2020-02-04,7.937
2020-02-05,-7.8227
2020-02-06,4.6676
2020-02-07,-2.6216
2020-02-10,15.4316
2020-02-11,-5.4821
2020-02-12,3.6886
2020-02-13,-5.054
2020-02-14,1.0336
2020-02-18,6.9821
2020-02-19,-4.5661000000000005
2020-02-20,6.8387
2020-02-21,-9.2145
2020-02-24,-1.188
2020-02-25,-1.9864000000000002
2020-02-26,-0.3733
2020-02-27,-6.0225
2020-02-28,-0.4557
2020-03-02,4.9213000000000005
2020-03-03,-3.027
2020-03-04,0.3937
2020-03-05,-1.1485
2020-03-06,-9.2377
2020-03-09,-15.6728
2020-03-10,-0.8145
2020-03-11,-4.442
2020-03-12,-8.4766
2020-03-13,-2.3901
2020-03-16,-8.1329
2020-03-17,14.3265
2020-03-18,-28.1848
2020-03-19,18.8406
2020-03-20,7.6585
2020-03-23,18.8038
2020-03-24,7.704
2020-03-25,-1.9122
2020-03-26,7.9422
2020-03-27,-5.0836
2020-03-30,5.673
2020-03-31,-1.2671000000000001
2020-04-01,-7.6663
2020-04-02,0.6584
2020-04-03,-1.1628
2020-04-06,19.6691
2020-04-07,2.1505
2020-04-08,4.9023
2020-04-09,-5.1606
2020-04-13,0.6046
2020-04-14,3.9363
2020-04-15,-3.209
2020-04-16,6.7204
2020-04-17,0.9516
2020-04-20,-0.1109
2020-04-21,-7.4938
2020-04-22,11.2811
2020-04-23,-3.3971
2020-04-24,1.8699
2020-04-27,4.1644
2020-04-28,0.6312
2020-04-29,8.3116
2020-04-30,-3.6438
2020-05-01,-10.6436
2020-05-04,0.3083
2020-05-05,5.2808
2020-05-06,4.2994
2020-05-07,12.4427
2020-05-08,5.5895
2020-05-11,15.3879
2020-05-12,4.1048
2020-05-13,-10.2944
2020-05-14,19.3914
2020-05-15,-2.1989
2020-05-18,8.3461
2020-05-19,3.2699
2020-05-20,-16.1516
2020-05-21,-1.053
2020-05-22,-2.9908
2020-05-26,11.9728
2020-05-27,-0.0676
2020-05-28,-0.8621
2020-05-29,1.9437
2020-06-01,6.8741
2020-06-02,-4.6792
2020-06-03,6.8462
2020-06-04,0.0307
2020-06-05,-4.086
2020-06-08,-9.0006
2020-06-09,1.1264
2020-06-10,1.5663
2020-06-11,-5.1576
2020-06-12,1.8067
2020-06-15,3.8154
2020-06-16,1.4188
2020-06-17,3.4553
2020-06-18,-0.3584
2020-06-19,-1.1936
2020-06-22,-4.6831
2020-06-23,7.3611
2020-06-24,2.7814
2020-06-25,-0.5664
2020-06-26,-4.0032
2020-06-29,-4.4009
2020-06-30,7.5172
2020-07-01,-2.7420999999999998
2020-07-02,8.6397
2020-07-06,22.6893
2020-07-07,-9.0054
2020-07-08,11.4736
2020-07-09,5.0
2020-07-10,-5.1916
2020-07-13,2.3153
2020-07-14,8.6686
2020-07-15,-7.5694
2020-07-16,-8.678
2020-07-17,3.1328
2020-07-20,9.2393
2020-07-21,1.6568
2020-07-22,1.3449
2020-07-23,-1.327
2020-07-24,-3.1001
2020-07-27,-0.8586
2020-07-28,1.1627
2020-07-29,4.7027
2020-07-30,3.3602
2020-07-31,3.9661999999999997
