ticker,SP US Equity
2004-10-27,0.0766
2004-10-28,-0.0766
2004-10-29,-1.2261
2004-11-01,-2.8704
2004-11-02,3.9936
2004-11-03,-3.2258
2004-11-04,1.6667
2004-11-05,0.3123
2004-11-08,-3.1128
2004-11-09,-1.9277
2004-11-10,1.638
2004-11-11,1.5310000000000001
2004-11-12,2.0635
2004-11-15,-1.8662999999999998
2004-11-16,-1.1094
2004-11-17,-0.641
2004-11-18,1.371
2004-11-19,2.864
2004-11-22,-3.3256
2004-11-23,0.0
2004-11-24,20.24
2004-11-26,9.7804
2004-11-29,-2.4242
2004-11-30,-0.8696
2004-12-01,0.2506
2004-12-02,-0.1875
2004-12-03,0.1252
2004-12-06,-0.5003
2004-12-07,0.5028
2004-12-08,0.0625
2004-12-09,0.0
2004-12-10,-0.25
2004-12-13,-0.3759
2004-12-14,0.1258
2004-12-15,-1.9472
2004-12-16,-0.8969
2004-12-17,-5.6238
2004-12-20,4.7945
2004-12-21,3.5948
2004-12-22,0.1262
2004-12-23,0.189
2004-12-27,-0.8805
2004-12-28,-1.1421000000000001
2004-12-29,1.2323
2004-12-30,-0.7735
2004-12-31,-1.9808
2005-01-03,0.0652
2005-01-04,0.6515
2005-01-05,-0.0647
2005-01-06,-0.0648
2005-01-07,0.4537
2005-01-10,0.0
2005-01-11,-0.3226
2005-01-12,0.1942
2005-01-13,-1.2274
2005-01-14,0.3924
2005-01-18,0.2606
2005-01-19,-0.1949
2005-01-20,-0.651
2005-01-21,1.1796
2005-01-24,0.7124
2005-01-25,-3.4084
2005-01-26,1.5312999999999999
2005-01-27,-0.459
2005-01-28,0.7246
2005-01-31,-0.2616
2005-02-01,0.0
2005-02-02,-0.1967
2005-02-03,0.1971
2005-02-04,0.1311
2005-02-07,-0.7859
2005-02-08,0.396
2005-02-09,-0.3287
2005-02-10,-1.3193
2005-02-11,-0.3342
2005-02-14,0.6036
2005-02-15,0.0
2005-02-16,1.0
2005-02-17,-1.3860999999999999
2005-02-18,-0.6024
2005-02-22,0.0673
2005-02-23,0.2692
2005-02-24,0.6711
2005-02-28,0.0
2005-03-01,-1.2667
2005-03-02,1.0804
2005-03-03,0.0668
2005-03-04,-1.6689
2005-03-07,4.888
2005-03-08,-0.8414
2005-03-09,1.1749
2005-03-10,0.5161
2005-03-11,0.8986
2005-03-14,-0.7634
2005-03-15,0.1474
2005-03-16,-0.1472
2005-03-17,0.9615
2005-03-18,-0.381
2005-03-21,0.0637
2005-03-22,-0.2548
2005-03-23,-0.2554
2005-03-24,-0.2561
2005-03-28,0.5777
2005-03-29,-0.702
2005-03-30,0.4499
2005-03-31,0.6398
2005-04-01,0.1271
2005-04-04,0.254
2005-04-05,2.8499
2005-04-06,-3.3251
2005-04-07,3.2484
2005-04-08,-4.2566
2005-04-11,1.2887
2005-04-13,0.4453
2005-04-14,0.6966
2005-04-15,0.566
2005-04-18,0.0625
2005-04-19,-0.975
2005-04-20,-2.1712
2005-04-21,3.2258
2005-04-22,2.1875
2005-04-25,-1.0031
2005-04-26,-3.0644
2005-04-27,2.2945
2005-04-28,-0.1869
2005-04-29,-1.186
2005-05-02,1.0739
2005-05-03,-2.3125
2005-05-04,-1.3436
2005-05-05,-2.7237
2005-05-06,-0.6667
2005-05-09,1.2081
2005-05-10,-1.8568
2005-05-12,-1.0135
2005-05-13,-0.6826
2005-05-16,-0.3436
2005-05-17,-2.7586
2005-05-18,-0.4255
2005-05-19,-0.2849
2005-05-20,4.1429
2005-05-23,2.7435
2005-05-24,0.0
2005-05-25,-1.2016
2005-05-26,0.8784
2005-05-27,0.6028
2005-05-31,-0.0666
2005-06-01,3.2645
2005-06-02,4.0
2005-06-03,3.0397
2005-06-06,3.9133
2005-06-07,-3.0707
2005-06-08,-1.4344999999999999
2005-06-09,-0.6671
2005-06-10,2.6252
2005-06-13,-0.4164
2005-06-14,2.6284
2005-06-15,0.0524
2005-06-16,-1.9140000000000001
2005-06-17,0.8304
2005-06-20,-0.0588
2005-06-21,-0.0589
2005-06-22,-0.2945
2005-06-23,0.1772
2005-06-24,0.2358
2005-06-27,-1.4118
2005-06-28,-0.9547
2005-06-29,-0.3614
2005-06-30,-1.5417
2005-07-01,1.2588
2005-07-05,-0.6064
2005-07-06,0.061
2005-07-07,0.6098
2005-07-08,-0.6061
2005-07-11,0.0
2005-07-12,-2.378
2005-07-13,1.0618
2005-07-14,0.6675
2005-07-15,1.3016
2005-07-18,-0.1212
2005-07-19,-0.3641
2005-07-20,9.257
2005-07-21,-2.2297
2005-07-22,-0.5131
2005-07-25,-1.9484
2005-07-26,2.2794
2005-07-27,-1.0286
2005-07-28,-3.1755
2005-07-29,4.2338000000000005
2005-08-01,0.6865
2005-08-02,-2.7727
2005-08-03,2.3843
2005-08-04,0.3425
2005-08-05,3.2423
2005-08-08,-0.6612
2005-08-09,-0.721
2005-08-10,0.2793
2005-08-11,-0.1114
2005-08-12,1.0039
2005-08-15,-0.7178
2005-08-16,0.1112
2005-08-17,-0.4444
2005-08-18,-1.6741000000000001
2005-08-19,-0.454
2005-08-22,-1.0262
2005-08-23,0.0
2005-08-24,0.6336
2005-08-25,4.5793
2005-08-26,-4.3788
2005-08-29,-1.2593
2005-08-30,-0.4638
2005-08-31,3.6692
2005-09-01,0.0
2005-09-02,0.5056
2005-09-06,-1.1738
2005-09-07,-1.5836999999999999
2005-09-08,1.7241
2005-09-09,1.7513999999999998
2005-09-12,1.2215
2005-09-13,2.3587
2005-09-14,-2.6795
2005-09-15,-0.8811
2005-09-16,3.6667
2005-09-19,-0.8574
2005-09-20,-0.4324
2005-09-21,1.4115
2005-09-22,-0.1071
2005-09-23,-5.1447
2005-09-26,0.565
2005-09-27,4.1573
2005-09-29,0.9169
2005-09-30,1.7103000000000002
2005-10-03,1.1561
2005-10-04,0.0
2005-10-05,-1.9687999999999999
2005-10-06,-0.1643
2005-10-07,-0.5839
2005-10-10,1.4415
2005-10-11,0.0
2005-10-12,0.0526
2005-10-13,-0.0526
2005-10-14,0.0526
2005-10-17,0.2104
2005-10-18,1.0499
2005-10-19,0.0
2005-10-20,-1.7662
2005-10-21,0.4759
2005-10-24,0.4211
2005-10-25,0.5765
2005-10-26,0.3127
2005-10-27,0.7273
2005-10-28,-0.722
2005-10-31,0.0519
2005-11-01,0.7269
2005-11-02,-0.9794
2005-11-03,0.2082
2005-11-04,-0.0519
2005-11-07,-1.6632
2005-11-08,-0.1057
2005-11-09,-1.5873
2005-11-10,0.1075
2005-11-11,-1.4501
2005-11-14,-0.7629
2005-11-15,1.5925
2005-11-16,0.5946
2005-11-17,2.1494
2005-11-18,-3.4718999999999998
2005-11-21,0.2725
2005-11-22,1.6303999999999998
2005-11-23,0.6952
2005-11-25,0.9028
2005-11-28,1.0
2005-11-29,-0.8338
2005-11-30,0.6306
2005-12-01,0.47
2005-12-02,-0.6757
2005-12-05,0.7326
2005-12-06,-1.4026
2005-12-07,0.1264
2005-12-08,1.1892
2005-12-09,-0.156
2005-12-12,0.5729
2005-12-13,-0.1554
2005-12-14,0.8299
2005-12-15,-3.4979
2005-12-16,3.0917
2005-12-19,-1.1892
2005-12-20,0.1047
2005-12-21,4.0251
2005-12-22,-2.0603
2005-12-23,0.667
2005-12-27,-0.6116
2005-12-28,0.0
2005-12-29,-0.1538
2005-12-30,0.6163
2006-01-03,-0.5105
2006-01-04,0.0
2006-01-05,0.0
2006-01-06,-0.5131
2006-01-09,0.5673
2006-01-11,-0.4615
2006-01-12,-1.0819
2006-01-13,1.4062999999999999
2006-01-17,0.2568
2006-01-18,-0.8709
2006-01-19,0.155
2006-01-20,0.3612
2006-01-23,0.2571
2006-01-24,0.0513
2006-01-25,0.1538
2006-01-26,0.1024
2006-01-27,0.0
2006-01-30,-0.3067
2006-01-31,0.9231
2006-02-01,1.1179000000000001
2006-02-02,1.5074999999999998
2006-02-03,0.9901
2006-02-06,-0.7843
2006-02-07,1.2846
2006-02-08,0.2439
2006-02-09,0.9732
2006-02-10,-1.7349
2006-02-13,-0.6866
2006-02-14,0.5432
2006-02-15,0.6385
2006-02-16,0.1952
2006-02-17,-0.341
2006-02-21,2.737
2006-02-22,2.2835
2006-02-23,-0.5116
2006-02-24,0.0468
2006-02-27,-1.9159000000000002
2006-02-28,1.9057
2006-03-01,-1.7765
2006-03-02,2.1418
2006-03-03,0.4194
2006-03-06,-0.232
2006-03-07,-0.3721
2006-03-08,-0.0934
2006-03-09,2.9439
2006-03-10,3.0867
2006-03-13,-0.9247
2006-03-14,2.1778
2006-03-15,3.2622999999999998
2006-03-16,0.1685
2006-03-17,1.7662
2006-03-20,3.1405
2006-03-21,-4.7276
2006-03-22,0.5046
2006-03-23,1.3389
2006-03-24,1.9818
2006-03-27,2.2267
2006-03-28,2.9703
2006-03-29,1.8462
2006-03-30,-0.3663
2006-03-31,5.6362
2006-04-03,0.3588
2006-04-04,0.1073
2006-04-05,-0.3214
2006-04-06,0.3225
2006-04-07,0.2143
2006-04-10,-1.3186
2006-04-11,-0.0722
2006-04-12,1.9516
2006-04-13,-1.1343
2006-04-17,-0.2868
2006-04-18,0.4675
2006-04-19,-0.5011
2006-04-20,0.2878
2006-04-21,4.34
2006-04-24,0.7563
2006-04-25,-5.5612
2006-04-26,-2.2399
2006-04-27,-4.878
2006-04-28,4.9728
2006-05-01,-0.074
2006-05-02,0.0
2006-05-03,-0.1852
2006-05-04,0.7421
2006-05-05,-0.663
2006-05-08,0.6674
2006-05-09,4.8987
2006-05-10,5.4775
2006-05-11,-3.9947
2006-05-12,0.208
2006-05-15,0.3806
2006-05-16,3.585
2006-05-17,-2.396
2006-05-18,-1.091
2006-05-19,-2.1717
2006-05-22,-5.814
2006-05-23,0.9727
2006-05-24,1.482
2006-05-25,-3.797
2006-05-26,6.5655
2006-05-30,-2.8846
2006-05-31,3.4837
2006-06-01,-0.5741
2006-06-02,0.4348
2006-06-05,1.171
2006-06-06,-4.3143
2006-06-07,0.0733
2006-06-08,3.5531
2006-06-09,-0.6367
2006-06-12,-2.136
2006-06-13,-5.2746
2006-06-14,3.6866
2006-06-15,1.8519
2006-06-16,2.4364
2006-06-19,-0.8875
2006-06-20,-0.967
2006-06-21,4.1953
2006-06-22,0.0694
2006-06-23,0.5897
2006-06-26,1.3103
2006-06-27,-1.6338
2006-06-28,-1.6955
2006-06-29,0.0352
2006-06-30,-4.715
2006-07-03,4.1359
2006-07-05,-2.0922
2006-07-06,3.151
2006-07-07,-0.0351
2006-07-10,-0.1054
2006-07-11,0.211
2006-07-12,-0.0351
2006-07-13,0.2808
2006-07-14,-0.735
2006-07-17,0.3879
2006-07-18,0.1054
2006-07-19,1.193
2006-07-20,2.982
2006-07-21,-1.9529
2006-07-24,1.5796999999999999
2006-07-25,0.879
2006-07-26,0.2681
2006-07-27,3.3422
2006-07-28,2.1992
2006-07-31,-1.0759
2006-08-01,0.8637
2006-08-02,3.0764
2006-08-03,-1.6615
2006-08-04,1.0325
2006-08-07,0.6504
2006-08-08,-0.8308
2006-08-09,-4.4369
2006-08-10,2.8895999999999997
2006-08-11,0.1893
2006-08-14,-2.9920999999999998
2006-08-15,-2.3701
2006-08-16,5.1879
2006-08-17,1.8021
2006-08-18,0.0
2006-08-21,-0.559
2006-08-22,0.1874
2006-08-23,-0.4084
2006-08-24,-2.5635
2006-08-25,-0.0964
2006-08-28,1.7363
2006-08-29,3.5398
2006-08-30,3.1746
2006-08-31,0.2959
2006-09-01,-0.1475
2006-09-05,1.5953
2006-09-06,-3.6929
2006-09-07,-1.0568
2006-09-08,2.9295
2006-09-11,0.8005
2006-09-12,-2.3529
2006-09-13,0.3614
2006-09-14,0.6603
2006-09-15,0.0298
2006-09-18,-2.0566
2006-09-19,-2.1607
2006-09-20,-3.5459
2006-09-21,-3.3538
2006-09-22,-2.5359
2006-09-25,-0.2054
2006-09-26,-2.8816
2006-09-27,1.095
2006-09-28,9.6436
2006-09-29,0.0
2006-10-02,-0.1912
2006-10-03,1.3729
2006-10-04,-0.315
2006-10-05,8.436
2006-10-06,-1.1364
2006-10-09,-1.5326
2006-10-10,0.3592
2006-10-11,1.1631
2006-10-12,2.0637
2006-10-13,1.8197999999999999
2006-10-16,-0.1418
2006-10-17,-0.5682
2006-10-18,0.0
2006-10-19,-0.1714
2006-10-20,0.5152
2006-10-23,1.3667
2006-10-24,1.4045
2006-10-25,0.1939
2006-10-26,-0.47
2006-10-27,-3.4444
2006-10-30,-0.374
2006-10-31,0.4043
2006-11-01,-3.9114
2006-11-02,-0.1796
2006-11-03,1.1694
2006-11-06,0.7113
2006-11-07,4.5615
2006-11-08,2.7019
2006-11-09,-2.0005
2006-11-10,0.3076
2006-11-13,-0.1951
2006-11-14,0.5028
2006-11-15,2.279
2006-11-16,0.2989
2006-11-17,3.2241
2006-11-20,0.6299
2006-11-21,-0.8868
2006-11-22,-1.5
2006-11-24,-0.3473
2006-11-27,0.5094
2006-11-28,1.387
2006-11-29,-0.1052
2006-11-30,-0.395
2006-12-01,-1.0048
2006-12-04,0.5609
2006-12-05,3.0544
2006-12-06,1.2629000000000001
2006-12-07,-0.9672
2006-12-08,2.7499000000000002
2006-12-11,-0.025
2006-12-12,-0.1001
2006-12-13,0.2004
2006-12-14,-0.025
2006-12-15,-3.675
2006-12-18,0.4931
2006-12-19,1.5238
2006-12-20,1.5772
2006-12-21,-1.5777999999999999
2006-12-22,0.6107
2006-12-26,-0.177
2006-12-27,0.532
2006-12-28,-0.0756
2006-12-29,-3.1274
2007-01-03,4.452
2007-01-04,-5.0847
2007-01-05,-2.5735
2007-01-08,2.4259
2007-01-09,1.8683999999999998
2007-01-10,-1.6792
2007-01-11,-0.8145
2007-01-12,0.6358
2007-01-16,-2.3164
2007-01-17,2.4252000000000002
2007-01-18,-1.2628
2007-01-19,1.279
2007-01-22,-5.709
2007-01-23,3.1529
2007-01-24,0.8656
2007-01-25,-1.7699
2007-01-26,-0.3822
2007-01-29,0.4933
2007-01-30,0.8999
2007-01-31,2.9189
2007-02-01,-1.7069
2007-02-02,0.0
2007-02-05,-1.8167
2007-02-06,-1.415
2007-02-07,-0.8832
2007-02-08,-0.724
2007-02-09,-5.2454
2007-02-12,1.8354
2007-02-13,3.9826
2007-02-14,-2.1247
2007-02-15,-2.8563
2007-02-16,0.3234
2007-02-20,0.7327
2007-02-21,3.5205
2007-02-22,1.0961
2007-02-23,-4.5316
2007-02-26,1.3687
2007-02-27,-2.7004
2007-02-28,0.3543
2007-03-01,0.8532
2007-03-02,-2.5963000000000003
2007-03-05,0.7487
2007-03-06,2.2592
2007-03-07,1.3953
2007-03-08,2.695
2007-03-09,-1.2004
2007-03-12,-1.102
2007-03-13,-5.4286
2007-03-14,4.2296
2007-03-15,3.4203
2007-03-16,0.2803
2007-03-19,-0.8105
2007-03-20,0.0282
2007-03-21,0.5352
2007-03-22,-2.0454
2007-03-23,-0.286
2007-03-26,-0.3729
2007-03-27,-2.1019
2007-03-28,1.6176
2007-03-29,2.1708
2007-03-30,0.1983
2007-04-02,-0.0283
2007-04-03,0.905
2007-04-04,-1.4574
2007-04-05,3.157
2007-04-09,-0.3309
2007-04-10,1.1065
2007-04-11,-4.4049
2007-04-12,0.0286
2007-04-13,-1.1445
2007-04-16,0.6368
2007-04-17,-1.7544
2007-04-18,0.7611
2007-04-19,-0.8425
2007-04-20,1.1427
2007-04-23,0.5214
2007-04-24,-1.3545
2007-04-25,-0.5255
2007-04-26,1.1156
2007-04-27,-1.2489
2007-04-30,-0.7941
2007-05-01,5.0993
2007-05-02,0.9027
2007-05-03,-1.6215000000000002
2007-05-04,-0.4831
2007-05-07,-0.771
2007-05-08,0.7194
2007-05-09,0.3143
2007-05-10,-0.6266
2007-05-11,3.898
2007-05-14,-0.3862
2007-05-15,-2.3816
2007-05-16,1.7589000000000001
2007-05-17,0.5297
2007-05-18,1.4698
2007-05-21,1.0932
2007-05-22,2.6223
2007-05-23,0.6322
2007-05-24,-1.8586
2007-05-25,-1.227
2007-05-29,-1.4583
2007-05-30,-1.2058
2007-05-31,1.7476
2007-06-01,-1.8538999999999999
2007-06-04,-0.9167
2007-06-05,-2.1587
2007-06-06,-3.0086
2007-06-07,0.8567
2007-06-08,0.205
2007-06-11,0.1169
2007-06-12,-0.4672
2007-06-13,0.4987
2007-06-14,-0.467
2007-06-15,1.349
2007-06-18,-0.434
2007-06-19,-0.5522
2007-06-20,-2.6593
2007-06-21,-0.8106
2007-06-22,-0.454
2007-06-25,0.6689
2007-06-26,1.9026999999999998
2007-06-27,3.527
2007-06-28,-0.8302
2007-06-29,1.4144999999999999
2007-07-02,-1.8218
2007-07-03,0.8988
2007-07-05,3.3621
2007-07-06,0.556
2007-07-09,-0.1382
2007-07-10,0.526
2007-07-11,0.8538
2007-07-12,3.7411
2007-07-13,-0.5265
2007-07-16,-3.0431
2007-07-17,0.3002
2007-07-18,-1.4694
2007-07-19,2.1265
2007-07-20,-4.1374
2007-07-23,-1.213
2007-07-24,-0.257
2007-07-25,0.0286
2007-07-26,-3.1196
2007-07-27,-5.3471
2007-07-30,-0.7491
2007-07-31,-0.4717
2007-08-01,1.5798
2007-08-02,10.5754
2007-08-03,1.0689
2007-08-06,7.3755
2007-08-07,3.2919
2007-08-08,-3.8143000000000002
2007-08-09,-6.6267
2007-08-10,1.6764000000000001
2007-08-13,-4.9464
2007-08-14,-0.6649
2007-08-15,0.9022
2007-08-16,10.7586
2007-08-17,-5.9635
2007-08-20,0.2492
2007-08-21,0.1657
2007-08-22,-2.0132
2007-08-23,0.591
2007-08-24,2.6301
2007-08-27,-3.1625
2007-08-28,-1.9144
2007-08-29,0.5166
2007-08-30,-1.9417
2007-08-31,1.5143
2007-09-04,1.6638
2007-09-05,-0.254
2007-09-06,4.8656
2007-09-07,-3.0483
2007-09-10,-0.1948
2007-09-11,4.2654
2007-09-12,-2.1658
2007-09-13,-0.6832
2007-09-14,-1.0182
2007-09-17,-3.6419
2007-09-18,6.7802
2007-09-19,2.5939
2007-09-20,-1.1325
2007-09-21,1.0922
2007-09-24,0.3426
2007-09-25,0.0
2007-09-26,2.416
2007-09-27,1.3333
2007-09-28,0.6832
2007-10-01,3.4933
2007-10-02,2.4041
2007-10-03,-3.5096
2007-10-04,-2.0152
2007-10-05,5.2671
2007-10-08,-2.1206
2007-10-09,1.0224
2007-10-10,1.2048
2007-10-11,-3.4286
2007-10-12,2.2929
2007-10-15,-2.6512000000000002
2007-10-16,-0.4952
2007-10-17,0.9953
2007-10-18,2.5129
2007-10-19,-4.3739
2007-10-22,-1.0304
2007-10-23,5.0533
2007-10-24,-0.9185
2007-10-25,1.537
2007-10-26,0.7448
2007-10-29,0.0954
2007-10-30,-0.8578
2007-10-31,3.1002
2007-11-01,-1.1189
2007-11-02,1.8388
2007-11-05,0.2315
2007-11-06,3.1871
2007-11-07,-4.8568
2007-11-08,-2.0466
2007-11-09,-3.9385
2007-11-12,-4.725
2007-11-13,-1.2333
2007-11-14,5.3932
2007-11-15,0.0756
2007-11-16,1.3854
2007-11-19,1.0683
2007-11-20,1.8437000000000001
2007-11-21,-0.2414
2007-11-23,3.2906
2007-11-26,0.2577
2007-11-27,2.4766
2007-11-28,1.5048
2007-11-29,-0.3145
2007-11-30,4.484
2007-12-03,-2.5232
2007-12-04,-1.3274
2007-12-05,2.2422
2007-12-06,2.9605
2007-12-07,6.3898
2007-12-10,-2.6226000000000003
2007-12-11,-1.5419
2007-12-12,0.2297
2007-12-13,-1.0417
2007-12-14,-1.1579
2007-12-17,2.0873
2007-12-18,2.2324
2007-12-19,-0.5714
2007-12-20,-1.1905000000000001
2007-12-21,0.2493
2007-12-24,1.3469
2007-12-26,0.6952
2007-12-27,-4.1218
2007-12-28,-0.6353
2007-12-31,3.3461
2008-01-02,-4.9082
2008-01-03,1.9302000000000001
2008-01-04,-3.1915
2008-01-07,0.3516
2008-01-08,-3.1099
2008-01-09,-3.0063
2008-01-10,1.6545999999999998
2008-01-11,-2.9802999999999997
2008-01-14,-3.4972
2008-01-15,-0.1469
2008-01-16,-0.8828
2008-01-17,-1.2865
2008-01-18,-5.8145
2008-01-22,-4.1511
2008-01-23,0.9994
2008-01-24,-1.6493
2008-01-25,0.8385
2008-01-28,1.3304
2008-01-29,-4.4311
2008-01-30,5.7813
2008-01-31,4.816
2008-02-01,1.0842
2008-02-04,0.0511
2008-02-05,3.0117
2008-02-06,2.5273
2008-02-07,0.58
2008-02-08,1.4416
2008-02-11,-0.4263
2008-02-12,2.5214
2008-02-13,3.2947
2008-02-14,-0.5391
2008-02-15,-1.4905
2008-02-19,-0.6419
2008-02-20,1.7997
2008-02-21,-5.0317
2008-02-22,-1.1933
2008-02-25,1.7873999999999999
2008-02-26,5.6478
2008-02-27,0.7637
2008-02-28,-4.0571
2008-02-29,-5.5762
2008-03-03,0.3937
2008-03-04,-2.8922
2008-03-05,3.8364000000000003
2008-03-06,1.896
2008-03-07,-4.5324
2008-03-10,-5.2974
2008-03-11,8.9182
2008-03-12,-1.2597
2008-03-13,7.1639
2008-03-14,-5.3114
2008-03-17,-1.8375
2008-03-18,1.133
2008-03-19,2.9713000000000003
2008-03-20,3.8789
2008-03-24,1.184
2008-03-25,-1.1701
2008-03-26,-0.8197
2008-03-27,3.2599
2008-03-28,-7.3366
2008-03-31,0.5758
2008-04-01,2.0038
2008-04-02,0.0935
2008-04-03,-0.4206
2008-04-04,1.0793
2008-04-07,-0.2321
2008-04-08,-1.6287
2008-04-09,-3.6897
2008-04-10,0.7859
2008-04-11,-3.0702
2008-04-14,1.3072
2008-04-15,0.5955
2008-04-16,-1.6280000000000001
2008-04-17,2.4072
2008-04-18,1.4691
2008-04-21,-2.2201
2008-04-22,0.5429
2008-04-23,0.0982
2008-04-24,5.0515
2008-04-25,0.6069
2008-04-28,-0.2784
2008-04-29,-0.3257
2008-04-30,0.0467
2008-05-01,-2.8931
2008-05-02,0.6728
2008-05-05,-1.0979
2008-05-06,2.8958
2008-05-07,-2.4859
2008-05-08,-5.5796
2008-05-09,-0.2547
2008-05-12,2.9111000000000002
2008-05-13,2.4318
2008-05-14,-0.1453
2008-05-15,-1.2615
2008-05-16,-0.5405
2008-05-19,0.1482
2008-05-20,-2.5654
2008-05-21,2.0759
2008-05-22,-0.1488
2008-05-23,-0.149
2008-05-27,0.398
2008-05-28,2.8741
2008-05-29,1.3969
2008-05-30,1.8527
2008-06-02,-1.6324999999999998
2008-06-03,-0.1897
2008-06-04,-0.19
2008-06-05,3.3793
2008-06-06,-3.4991
2008-06-09,0.2863
2008-06-10,0.0476
2008-06-11,-2.4251
2008-06-12,0.0487
2008-06-13,3.2635
2008-06-16,-2.2641999999999998
2008-06-17,0.2413
2008-06-18,-0.7222
2008-06-19,-0.6305
2008-06-20,-1.3176999999999999
2008-06-23,-1.8298999999999999
2008-06-24,-7.0529
2008-06-25,-1.897
2008-06-26,-0.8287
2008-06-27,1.3928
2008-06-30,0.0
2008-07-01,0.2747
2008-07-02,-0.7671
2008-07-03,1.0491
2008-07-07,-0.6557
2008-07-08,4.6754999999999995
2008-07-09,-2.7851
2008-07-10,0.7027
2008-07-11,0.6441
2008-07-14,-0.64
2008-07-15,-0.9662
2008-07-16,3.252
2008-07-17,4.147
2008-07-18,1.3609
2008-07-21,-2.3869
2008-07-22,4.7886
2008-07-23,0.6806
2008-07-24,3.042
2008-07-25,0.8903
2008-07-28,-2.3688000000000002
2008-07-29,2.2359999999999998
2008-07-30,1.3495
2008-07-31,-1.0101
2008-08-01,2.551
2008-08-04,-2.5328
2008-08-05,-0.2784
2008-08-06,2.1871
2008-08-07,0.6375
2008-08-08,7.0588
2008-08-11,0.3381
2008-08-12,-3.8753
2008-08-13,-1.709
2008-08-14,2.3183
2008-08-15,0.3486
2008-08-18,-2.2145
2008-08-19,-2.8863
2008-08-20,0.3658
2008-08-21,-0.0911
2008-08-22,-2.7816
2008-08-25,-1.2664
2008-08-26,0.5226
2008-08-27,1.4178
2008-08-28,0.4194
2008-08-29,1.2993000000000001
2008-09-02,2.3362
2008-09-03,-1.8353000000000002
2008-09-04,-0.7296
2008-09-05,-0.5972
2008-09-08,3.4196
2008-09-09,-3.3959
2008-09-10,2.9602
2008-09-11,-0.2695
2008-09-12,0.4054
2008-09-15,-0.1346
2008-09-16,1.7969
2008-09-17,-3.7952
2008-09-18,3.3945
2008-09-19,2.8394
2008-09-22,-4.0121
2008-09-23,-3.8202
2008-09-24,-0.0935
2008-09-25,1.8241
2008-09-26,5.7878
2008-09-29,-4.6027000000000005
2008-09-30,1.1379
2008-10-01,-4.0954
2008-10-02,-5.3027
2008-10-03,-1.9325999999999999
2008-10-06,-1.0106
2008-10-07,-8.3716
2008-10-08,-2.5627
2008-10-09,-2.2298
2008-10-10,-3.6842
2008-10-13,6.4967
2008-10-14,-0.5131
2008-10-15,3.8395
2008-10-16,6.3466000000000005
2008-10-17,-3.425
2008-10-20,4.1376
2008-10-21,1.4964
2008-10-22,-2.2369
2008-10-23,-6.7083
2008-10-24,-2.6756
2008-10-27,-5.1546
2008-10-28,14.4324
2008-10-29,0.7916
2008-10-30,3.1937
2008-10-31,6.342
2008-11-03,-2.9103
2008-11-04,-0.0983
2008-11-05,-5.755
2008-11-06,-4.9061
