ticker,DCOM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.4324
2000-01-04,-7.6642
2000-01-05,3.1621
2000-01-06,1.5326
2000-01-07,1.8868
2000-01-10,-3.3333
2000-01-11,1.1494
2000-01-12,-0.3788
2000-01-13,2.2814
2000-01-14,0.7435
2000-01-18,-1.845
2000-01-19,-1.8797000000000001
2000-01-20,-5.7471
2000-01-21,1.626
2000-01-24,6.688
2000-01-25,-2.2727
2000-01-26,-3.876
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,-0.4032
2000-02-01,0.8097
2000-02-02,0.0
2000-02-03,1.2048
2000-02-04,-0.7937
2000-02-07,-0.4
2000-02-08,0.0
2000-02-09,0.4016
2000-02-10,-1.2
2000-02-11,0.8097
2000-02-14,0.0
2000-02-15,0.4016
2000-02-16,1.6
2000-02-17,-0.7874
2000-02-18,-0.7937
2000-02-22,-4.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,-5.0
2000-02-29,3.9474
2000-03-01,0.4219
2000-03-02,1.2605
2000-03-03,-1.2448
2000-03-06,-5.4622
2000-03-07,-5.7778
2000-03-08,0.9434
2000-03-09,3.271
2000-03-10,1.3575
2000-03-13,-4.0179
2000-03-14,-0.4651
2000-03-15,4.6729
2000-03-16,7.5893
2000-03-17,5.3942
2000-03-20,1.1811
2000-03-21,0.3891
2000-03-22,-3.1008
2000-03-23,2.4
2000-03-24,11.7187
2000-03-27,-4.5455
2000-03-28,-8.7912
2000-03-29,0.4016
2000-03-30,0.8
2000-03-31,0.3968
2000-04-03,0.3953
2000-04-04,-0.3937
2000-04-05,0.3953
2000-04-06,1.5748
2000-04-07,1.5504
2000-04-10,-2.2901
2000-04-11,-3.9063
2000-04-12,7.7236
2000-04-13,-2.6414999999999997
2000-04-14,-3.4884
2000-04-17,0.4016
2000-04-18,4.0
2000-04-19,0.0
2000-04-20,9.6154
2000-04-24,-5.2632
2000-04-25,2.2222
2000-04-26,0.2609
2000-04-27,0.7299
2000-04-28,0.3623
2000-05-01,-1.083
2000-05-02,0.0
2000-05-03,0.365
2000-05-04,-2.1818
2000-05-05,-0.3717
2000-05-08,-0.3731
2000-05-09,0.0
2000-05-10,-1.4981
2000-05-11,-0.3802
2000-05-12,1.9083999999999999
2000-05-15,-1.8727
2000-05-16,0.7634
2000-05-17,0.7576
2000-05-18,-2.0677
2000-05-19,-0.9597
2000-05-22,0.0
2000-05-23,-0.3876
2000-05-24,1.1673
2000-05-25,2.3077
