ticker,ELVT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-06,19.3846
2017-04-07,-4.6392
2017-04-10,3.7838000000000003
2017-04-11,0.651
2017-04-12,-0.3881
2017-04-13,-1.4285999999999999
2017-04-17,6.4559
2017-04-18,-0.3713
2017-04-19,1.3665
2017-04-20,1.5931
2017-04-21,-2.1713
2017-04-24,1.603
2017-04-25,5.2184
2017-04-26,-2.5375
2017-04-27,-3.6686
2017-04-28,1.3514
2017-05-01,-3.0303
2017-05-02,-4.5
2017-05-03,0.1309
2017-05-04,2.3529
2017-05-05,1.9157
2017-05-08,-0.6266
2017-05-09,1.5131999999999999
2017-05-10,-0.7453
2017-05-11,1.1264
2017-05-12,-1.1139000000000001
2017-05-15,-1.7522
2017-05-16,0.3822
2017-05-17,-0.8883
2017-05-18,-3.4571
2017-05-19,-0.7958
2017-05-22,2.1390000000000002
2017-05-23,-1.9634
2017-05-24,1.3351
2017-05-25,-3.8208
2017-05-26,-1.5068000000000001
2017-05-30,-0.6954
2017-05-31,-1.9607999999999999
2017-06-01,2.7143
2017-06-02,-1.2517
2017-06-05,0.0
2017-06-06,2.9577
2017-06-07,0.2736
2017-06-08,1.5007000000000001
2017-06-09,0.8065
2017-06-12,3.3333
2017-06-13,5.4193999999999996
2017-06-14,3.5496
2017-06-15,2.8369
2017-06-16,-3.6782
2017-06-19,-2.2673
2017-06-20,-1.221
2017-06-21,2.4722
2017-06-22,-5.4282
2017-06-23,2.551
2017-06-26,2.6119
2017-06-27,-0.8485
2017-06-28,0.6112
2017-06-29,-2.1871
2017-06-30,-1.6149
2017-07-03,-0.2525
2017-07-05,-1.2658
2017-07-06,1.0256
2017-07-07,2.4112
2017-07-10,-0.1239
2017-07-11,1.861
2017-07-12,2.8015
2017-07-13,2.4882
2017-07-14,8.4393
2017-07-17,-4.6908
2017-07-18,-3.4676
2017-07-19,-0.4635
2017-07-20,-4.4237
2017-07-21,-1.3397999999999999
2017-07-24,2.8395
2017-07-25,1.3205
2017-07-26,-1.5403
2017-07-27,-1.2034
2017-07-28,1.218
2017-07-31,-0.9627
2017-08-01,-1.9441000000000002
2017-08-02,-0.3717
2017-08-03,-0.3731
2017-08-04,-0.9988
2017-08-07,-4.7919
2017-08-08,-1.7219
2017-08-09,-2.6954000000000002
2017-08-10,-1.8006
2017-08-11,-0.9873
2017-08-14,2.1368
2017-08-15,0.1395
2017-08-16,-2.2284
2017-08-17,-3.8462
2017-08-18,-0.5926
2017-08-21,-1.6393
