ticker,LCTC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-29,9.2896
2012-06-19,0.0
2012-06-22,0.0
2012-10-03,6.25
2012-10-04,-6.1176
2012-10-08,-0.2506
2012-11-19,-37.1859
2012-12-18,-60.0
2013-03-18,132.0
2014-01-17,93.9655
2014-01-27,0.0
2014-02-11,150.0
2014-02-19,-28.8889
2014-02-20,12.5
2014-02-21,11.1111
2014-02-25,-32.5
2014-02-27,18.5185
2014-02-28,0.0
2014-03-11,25.0
2014-03-18,0.0
2014-03-19,15.0
2014-03-20,-8.0
2014-03-26,-0.7561
2014-03-27,-18.9524
2014-04-03,-4.8179
2014-04-08,-3.7037
2014-04-14,-3.8462
2014-05-06,-46.6667
2014-05-08,125.0
2014-05-21,-3.3333
2014-06-03,2.2989
2014-06-23,-46.6292
2014-08-19,-9.473700000000001
2014-09-03,-15.1163
2014-09-05,43.2877
2014-09-18,14.7228
2014-09-19,0.0
2014-09-25,9.1667
2014-09-26,37.4046
2014-11-17,-19.4444
2014-12-01,10.3448
2014-12-18,43.75
2014-12-19,0.4348
2014-12-26,3.8961
2014-12-30,0.0
2015-01-02,25.0
2015-01-05,10.3333
2015-01-06,99.3958
2015-01-07,6.0606
2015-01-08,-7.4286
2015-01-09,-44.4753
2015-01-13,0.0556
2015-01-14,-1.3889
2015-01-15,0.0
2015-01-16,-3.0423
2015-01-20,4.5904
2015-01-21,-4.4444
2015-01-22,-1.1628
2015-01-26,17.647100000000002
2015-01-27,15.0
2015-01-28,0.0
2015-01-29,-3.9130000000000003
2015-01-30,13.1222
2015-02-02,20.0
2015-02-03,3.3333
2015-02-04,-9.6774
2015-02-05,7.1429
2015-02-06,-8.3333
2015-02-09,-5.4545
2015-02-10,-3.8462
2015-02-11,0.0
2015-02-12,-22.0
2015-02-13,43.5897
2015-02-19,-8.9286
2015-02-20,-1.9607999999999999
2015-03-13,0.0
2015-03-16,8.0
2015-03-18,-7.4074
2015-03-20,-19.8
2015-03-24,0.0
2015-03-25,4.7382
2015-03-31,0.0
2015-04-01,0.0
2015-04-06,-1.1905000000000001
2015-04-07,-3.6145
2015-04-08,-5.0
2015-04-09,-1.9474
2015-04-10,-3.3816
2015-04-15,-1.25
2015-04-16,-0.1406
2015-04-17,-6.4789
2015-04-21,-3.6145
2015-04-22,-0.0625
2015-04-29,0.0
2015-05-05,0.0
2015-05-12,0.0
2015-05-22,0.0
2015-06-03,-0.5629
2015-06-15,0.0
2015-06-17,-8.805
2015-06-19,2.7586
