ticker,TRCK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-11-20,0.0
2000-11-21,0.0
2000-11-29,0.0
2000-12-06,0.0
2000-12-20,0.0
2000-12-26,0.0
2000-12-29,0.0
2001-01-23,0.0
2001-04-10,-90.0
2001-05-14,0.0
2001-05-16,0.0
2001-05-30,0.0
2001-06-07,0.0
2001-07-06,0.0
2001-08-15,0.0
2001-10-03,0.0
2001-10-19,0.0
2001-10-31,0.0
2001-11-13,0.0
2001-11-14,0.0
2001-12-04,0.0
2001-12-11,0.0
2001-12-12,0.0
2001-12-14,0.0
2001-12-26,0.0
2002-01-07,0.0
2002-01-09,0.0
2002-01-16,900.0
2002-01-25,-90.0
2002-02-05,0.0
2002-02-20,0.0
2002-02-28,-87.5
2002-04-23,700.0
2002-04-25,-87.5
2002-05-01,700.0
2002-05-31,0.0
2002-06-11,0.0
2002-06-19,-87.5
2002-06-20,0.0
2002-07-12,0.0
2002-07-16,79900.0
2002-07-22,-90.0
2002-07-26,0.0
2002-08-01,0.0
2002-08-02,-90.0
2002-08-05,-87.5
2002-08-06,39900.0
2002-08-14,-99.75
2002-08-22,0.0
2002-08-29,700.0
2002-09-06,0.0
2002-09-09,-87.5
2002-09-30,0.0
2002-10-01,0.0
2002-10-21,7900.0
2002-10-29,0.0
2002-10-31,0.0
2002-11-12,400.0
2002-11-15,-98.0
2002-11-18,-87.5
2002-12-18,0.0
2002-12-24,0.0
2003-01-13,7900.0
2003-01-23,-98.75
2003-03-24,0.0
2003-04-03,0.0
2003-04-14,0.0
2003-04-17,0.0
2003-04-22,0.0
2003-04-23,79900.0
2003-04-30,0.0
2003-05-14,-99.875
2003-05-22,0.0
2003-05-29,0.0
2003-06-16,7900.0
2003-06-20,-98.75
2003-06-27,0.0
2003-07-16,0.0
2003-08-20,7900.0
2003-08-25,-98.75
2003-08-27,119900.0
2003-09-03,66.6667
2003-09-12,-96.0
2003-09-17,-98.75
2003-09-23,0.0
2003-10-09,0.0
2003-10-24,0.0
2003-10-28,0.0
2003-11-03,700.0
2003-11-06,-87.5
2003-11-13,0.0
2003-12-09,0.0
2003-12-11,0.0
2003-12-12,700.0
2003-12-15,-87.5
2003-12-16,0.0
2003-12-29,0.0
2003-12-31,23900.0
2004-01-02,-66.6667
2004-01-12,-98.75
2004-01-21,0.0
2004-02-13,7900.0
2004-02-20,0.0
2004-02-25,0.0
2004-04-29,-98.75
2004-05-27,0.0
2004-06-01,0.0
2004-06-24,39900.0
2004-06-29,-99.75
