ticker,TZAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-19,0.103
2018-10-22,-0.1029
2018-10-25,0.206
2018-10-26,-0.2055
2018-10-31,0.0
2018-11-02,0.0
2018-11-05,0.103
2018-11-07,0.3086
2018-11-16,0.2441
2018-11-20,-0.2435
2018-11-23,7.6923
2018-11-26,-6.7619
2018-11-27,-0.1021
2018-11-28,0.0
2018-11-29,2.9652
2018-11-30,-2.7904999999999998
2018-12-03,0.0102
2018-12-04,0.1532
2018-12-06,-0.051
2018-12-07,0.102
2018-12-10,0.9174
2018-12-12,-0.7576
2018-12-13,-0.458
2018-12-14,-0.3067
2018-12-19,0.3077
2018-12-28,0.7157
2019-01-03,0.1015
2019-01-08,-0.4047
2019-01-14,0.8136
2019-01-16,0.202
2019-01-17,-0.2016
2019-01-18,0.101
2019-01-22,0.4036
2019-01-25,0.201
2019-01-29,0.1003
2019-02-01,0.2004
2019-02-05,0.2
2019-02-06,-0.0998
2019-02-07,0.2997
2019-02-11,0.0996
2019-02-12,0.0
2019-02-13,0.0
2019-02-15,-0.398
2019-02-19,0.0999
2019-02-20,0.2994
2019-02-21,0.0
2019-02-22,0.0
2019-02-25,0.0995
2019-02-27,0.8946
2019-02-28,-0.8867
2019-03-01,0.6183
2019-03-07,-0.5157
2019-03-11,0.1986
2019-03-12,-0.3964
2019-03-18,0.0995
2019-03-19,0.2982
2019-03-20,0.0
2019-03-21,0.0
2019-03-28,0.0991
2019-03-29,-0.297
2019-04-02,0.2979
2019-04-03,0.0
2019-04-04,0.099
2019-04-05,0.0979
2019-04-09,0.1986
2019-04-10,0.0
2019-04-11,-0.0986
2019-04-15,0.0987
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.0
2019-04-23,0.0986
2019-04-25,0.197
2019-04-26,0.0
2019-05-01,0.0983
2019-05-02,0.2947
2019-05-08,-0.2938
2019-05-10,0.3929
2019-05-15,-0.0978
2019-05-16,0.0
2019-05-23,-0.0979
2019-05-28,0.3922
2019-06-03,-0.0977
2019-06-05,-0.391
2019-06-07,0.5888
2019-06-11,0.1951
2019-06-13,-0.0467
2019-07-02,-0.3429
2019-07-05,0.391
2019-07-09,-0.6816
2019-07-12,0.6863
2019-07-15,0.0974
2019-07-16,-0.0973
2019-07-18,-0.0974
2019-07-19,0.0
2019-08-01,0.3899
2019-08-14,-0.0971
2019-08-15,-0.0972
2019-08-19,0.0
2019-08-23,0.0973
2019-08-27,0.5831
2019-09-06,-0.1932
2019-09-09,0.4647
2019-09-10,-0.0771
2019-09-11,-0.3857
2019-09-13,0.1936
2019-09-20,-0.1275
2019-09-23,-0.0658
2019-09-24,-0.0968
2019-09-27,0.2907
2019-09-30,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-28,0.8879
2019-10-30,-0.0182
2019-10-31,0.0958
2019-11-04,0.3828
2019-11-05,-0.0953
2019-11-06,-0.1622
2019-11-07,-0.1242
2019-11-08,-0.1914
2019-11-13,0.2483
2019-11-14,-0.0564
2019-11-15,-0.1914
2019-11-19,0.0
2019-11-20,-0.0959
2019-11-21,0.166
2019-11-22,-0.0699
2019-11-29,0.0959
2019-12-02,-0.0958
2019-12-03,-0.0316
2019-12-04,0.0412
2019-12-05,0.0863
2019-12-09,-0.0958
2019-12-10,0.2876
2019-12-24,-0.3824
2019-12-26,0.3839
2020-01-08,-0.0956
2020-01-14,0.0957
2020-01-17,-0.0956
2020-01-22,0.9809
2020-02-04,-0.4975
2020-02-07,0.0952
2020-02-10,0.1903
2020-02-11,0.1899
2020-02-12,0.1327
2020-02-13,-0.2272
2020-02-14,0.0
2020-02-19,0.0949
2020-02-20,0.1848
2020-02-24,-0.1845
2020-02-25,0.0
2020-02-28,0.1232
2020-03-09,-0.5964
2020-03-10,0.4762
2020-03-12,-0.4739
2020-03-13,0.0
2020-03-16,-1.4285999999999999
2020-03-17,0.0
2020-03-18,0.2899
2020-03-20,-0.9961
2020-03-23,1.4927000000000001
2020-03-24,-0.767
2020-03-25,1.4493
2020-03-26,-0.2857
2020-03-30,0.4776
2020-04-01,0.3802
2020-04-02,-0.5682
2020-04-03,0.0
2020-04-06,0.381
2020-04-08,0.0949
2020-04-09,0.0
2020-04-21,0.3791
2020-04-22,0.3777
2020-04-23,-0.1881
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,0.0943
2020-05-07,0.0
2020-05-08,0.2825
2020-05-11,-0.0939
2020-05-12,0.094
2020-05-13,0.0
2020-05-14,0.0
2020-05-19,-10.1408
2020-05-21,17.0324
2020-05-22,-5.5804
2020-05-26,0.6147
2020-05-27,0.9398
2020-05-29,-1.8603
2020-06-10,2.2751
2020-06-11,-1.6698
2020-06-15,1.2264
2020-06-16,2.5163
2020-06-19,4.5455
2020-06-22,-7.2739
2020-06-25,-0.0328
2020-06-26,1.1257
2020-06-30,-0.2783
2020-07-06,-0.1572
2020-07-08,-0.0289
2020-07-09,0.466
2020-07-10,0.0
2020-07-13,-0.0928
2020-07-14,0.1857
2020-07-15,-0.0927
2020-07-16,-0.1391
2020-07-20,0.3251
2020-07-21,-0.463
2020-07-22,0.2391
2020-07-23,-0.1438
2020-07-24,0.0911
2020-07-27,-0.1857
2020-07-28,0.1479
2020-07-30,-0.4263
2020-07-31,-0.1866
