ticker,ALAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-11-23,0.1034
2018-11-26,1.0331
2018-11-27,-0.5112
2018-11-30,-0.1028
2018-12-03,0.2058
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,0.2053
2018-12-11,-0.1025
2018-12-12,0.0
2018-12-13,0.2051
2018-12-14,0.0
2018-12-18,0.0
2018-12-20,0.0
2018-12-27,0.3071
2018-12-28,0.0
2018-12-31,0.0
2019-01-02,-0.5102
2019-01-04,0.0
2019-01-07,0.0
2019-01-08,0.7179
2019-01-09,0.0
2019-01-10,0.3055
2019-01-15,-0.1015
2019-01-16,0.2033
2019-01-22,0.1014
2019-01-23,0.0
2019-01-24,-0.5066
2019-01-25,0.2037
2019-02-01,0.1016
2019-02-04,0.203
2019-02-06,0.0
2019-02-08,0.3029
2019-02-11,0.203
2019-02-12,0.1008
2019-02-14,0.0
2019-03-08,-0.3021
2019-03-11,0.7071
2019-03-13,0.0
2019-03-14,-0.2006
2019-03-15,0.201
2019-03-18,-0.2006
2019-03-21,-0.402
2019-03-25,0.1009
2019-03-26,0.1008
2019-03-27,0.1007
2019-03-28,0.1006
2019-03-29,0.0
2019-04-01,0.5025
2019-04-02,-0.3
2019-04-03,0.1003
2019-04-04,0.0
2019-04-05,0.2004
2019-04-08,0.0
2019-04-09,-0.1
2019-04-11,0.1001
2019-04-22,0.1
2019-04-23,0.0
2019-04-24,0.1009
2019-04-29,-0.001
2019-04-30,0.0998
2019-05-01,-0.2991
2019-05-02,0.5
2019-05-03,-0.398
2019-05-06,0.1968
2019-05-07,0.003
2019-05-08,-0.2991
2019-05-09,0.3
2019-05-10,0.0997
2019-05-13,-0.3984
2019-05-14,0.5
2019-05-15,0.0
2019-05-16,0.199
2019-05-21,-0.4965
2019-05-22,0.0998
2019-05-23,0.0997
2019-05-28,0.0
2019-05-29,0.0
2019-05-31,0.1992
2019-06-04,-0.2982
2019-06-05,0.0997
2019-06-06,0.1992
2019-06-07,-0.0994
2019-06-10,0.0995
2019-06-11,-0.2644
2019-06-12,-0.0339
2019-06-13,0.4985
2019-06-14,0.0992
2019-06-17,0.0
2019-06-18,0.4955
2019-06-20,-0.1972
2019-06-24,-0.5899
2019-06-26,0.7922
2019-06-27,-0.6903
2019-06-28,0.6951
2019-07-02,-0.3945
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.099
2019-07-11,0.0
2019-07-12,0.1414
2019-07-16,-0.1412
2019-07-17,0.3947
2019-07-19,-0.2946
