ticker,ACMB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-10,400.0
2016-02-26,2.0
2016-12-05,29.4118
2016-12-06,7.5758
2016-12-07,19.7183
2016-12-08,1.1764999999999999
2016-12-09,3.4884
2016-12-12,-3.3708
2016-12-13,-1.1628
2016-12-14,5.8824
2016-12-15,0.0
2016-12-22,-5.5556
2016-12-23,-17.647100000000002
2016-12-29,50.4107
2017-01-03,-14.5198
2017-01-05,3.8333
2017-01-06,-1.2306
2017-01-09,-34.9946
2017-01-10,16.6667
2017-01-11,0.0
2017-01-12,7.1429
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,-13.3333
2017-01-20,0.0
2017-01-23,7.6923
2017-02-01,0.0
2017-02-07,4.2857
2017-02-08,0.0
2017-02-09,0.0
2017-02-23,2.7397
2017-02-27,-40.0
2017-02-28,-44.4444
2017-03-01,180.0
2017-03-08,0.0
2017-03-09,-1.4285999999999999
2017-03-13,1.4493
2017-03-15,2.8571
2017-03-16,-2.0833
2017-03-17,-0.7092
2017-03-20,5.7143
2017-03-21,0.0
2017-03-22,1.3514
2017-03-23,0.0
2017-03-24,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,2.6667
2017-03-30,0.0
2017-03-31,1.2987
2017-04-04,0.0
2017-04-05,-1.2821
2017-04-06,-0.6494
2017-04-07,0.0
2017-04-10,-5.8824
2017-04-11,-1.3889
2017-04-13,-18.3099
2017-04-21,18.1034
2017-04-25,-0.7299
2017-04-26,-11.7647
2017-04-27,6.5208
2017-04-28,-24.3008
2017-05-01,24.015
2017-05-02,5.0
2017-05-04,9.5238
2017-05-05,-4.3659
2017-05-08,0.0189
2017-05-10,-3.1818
2017-05-12,-6.1033
2017-05-16,0.0
2017-05-19,-1.6667
2017-05-23,6.7797
2017-05-30,0.0
2017-05-31,0.0
2017-06-02,-4.7619
2017-06-07,9.9833
2017-06-08,18.1997
2017-06-09,-1.2821
2017-06-12,-14.2857
2017-06-14,-3.0303
2017-06-16,6.25
2017-06-20,-0.1471
2017-06-21,4.5655
2017-06-23,-1.4085
2017-06-26,-2.8571
2017-06-28,0.7353
2017-06-29,-6.5693
2017-06-30,-4.6875
2017-07-05,0.0
2017-07-06,-4.918
2017-07-07,-5.1724
2017-07-10,0.0
2017-07-17,0.0
2017-07-27,-1.8182
2017-07-28,-4.0741
2017-08-03,-0.3861
2017-08-07,0.3876
2017-08-10,-10.8012
2017-08-11,38.4915
2017-08-15,1.5784
2017-08-16,0.0
2017-08-17,6.1538
2017-08-29,-9.7826
2017-09-05,1.6064
2017-09-08,0.7905
2017-09-11,0.0
2017-09-13,-2.7451
2017-09-15,-0.4032
2017-09-19,0.0
2017-09-20,0.4049
2017-09-22,-3.2258
2017-09-25,19.5833
2017-09-26,-12.892
2017-10-03,-24.0
2017-10-04,-15.2632
2017-10-05,-0.6211
2017-10-06,25.0
2017-10-10,-4.5
2017-10-11,-0.5236
2017-10-12,-44.2105
2017-10-13,98.1132
2017-10-16,-23.8095
2017-10-17,-6.25
2017-10-18,20.0
2017-10-20,10.5556
2017-10-27,10.5528
2017-10-30,2.2727
2017-11-07,-33.3333
2017-11-08,13.3333
2017-11-09,5.8824
2017-11-10,19.4444
2017-11-15,0.9302
2017-11-22,-4.1475
2017-11-24,-1.4423
2017-12-12,-41.4634
2017-12-14,25.0
2017-12-15,33.3333
2018-01-22,-47.0
2018-01-23,41.5094
2018-01-24,6.6667
2018-01-25,6.25
2018-01-26,19.4118
2018-01-30,10.8374
2018-02-01,8.8889
2018-02-02,8.1633
2018-02-05,10.1887
2018-02-06,2.7397
2018-02-07,1.6667
2018-02-09,-0.6557
2018-02-12,-1.6502
2018-02-13,-2.6846
2018-02-14,-0.3448
2018-02-15,0.0
2018-02-21,-1.3841
2018-02-23,-1.7544
2018-02-27,-3.5714
2018-03-01,1.1111
2018-03-06,0.7326
2018-03-08,0.7273
2018-03-12,-0.722
2018-03-15,-1.8182
2018-03-20,-4.4444
2018-03-22,0.7752
2018-03-23,1.9231
2018-03-28,-0.3774
2018-06-19,-43.1818
2018-09-04,18.0
2018-09-05,12.9944
2018-09-06,5.0
2018-09-12,4.7619
2018-09-17,2.2727
2018-09-18,2.2222
2018-09-19,0.0
2018-09-21,4.3478
2018-09-24,3.75
2018-09-28,0.4016
2018-10-03,-2.0
2018-10-08,-2.0408
2018-10-15,0.8333
2018-10-23,0.0
2018-11-05,-0.8264
2018-11-19,-0.4167
2018-12-12,-3.7657
2018-12-13,2.1739
2018-12-19,-2.1277
2019-02-12,-2.1739
2019-04-24,-33.3333
2019-04-25,-16.6667
2019-07-29,28.0
2019-09-12,0.0
2019-09-23,-4.375
2019-09-24,-2.6144
2019-10-08,27.5168
2019-10-21,-8.4211
2019-12-17,-19.5402
2019-12-26,-17.8571
2019-12-30,-21.7391
2019-12-31,-11.0
