ticker,APPZ US Equity
2011-02-15,-14.7059
2011-02-16,3.4483
2011-02-17,-3.3333
2011-02-18,-10.0
2011-02-22,-4.2146
2011-02-23,0.0
2011-02-24,-4.0
2011-02-25,-16.6667
2011-02-28,10.0
2011-03-01,-4.5455
2011-03-02,-4.7619
2011-03-03,10.0
2011-03-04,-0.4545
2011-03-07,-17.8082
2011-03-08,0.0
2011-03-09,5.5556
2011-03-10,-5.2632
2011-03-11,5.5556
2011-03-14,-21.0526
2011-03-15,0.0
2011-03-16,40.0
2011-03-17,-23.8095
2011-03-18,15.625
2011-03-21,-8.1081
2011-03-22,-5.8824
2011-03-23,18.125
2011-03-24,-20.634900000000002
2011-03-25,6.6667
2011-03-28,15.625
2011-03-29,0.0
2011-03-30,-10.8108
2011-03-31,-6.0606
2011-04-01,0.0
2011-04-04,-3.2258
2011-04-05,0.0
2011-04-06,13.3333
2011-04-07,-8.8235
2011-04-08,-3.2258
2011-04-11,0.0
2011-04-12,10.0
2011-04-13,0.0
2011-04-14,3.0303
2011-04-15,-5.8824
2011-04-18,25.0
2011-04-19,40.0
2011-04-20,24.2857
2011-04-21,-42.5287
2011-04-25,-5.0
2011-04-26,-10.526299999999999
2011-04-27,5.8824
2011-04-28,-13.3333
2011-04-29,25.0
2011-05-02,-20.5128
2011-05-03,9.6774
2011-05-04,-12.6471
2011-05-05,1.0101
2011-05-06,-4.4583
2011-05-09,-30.2224
2011-05-10,7.625
2011-05-11,2.7875
2011-05-12,-0.226
2011-05-13,-7.5878
2011-05-16,-6.8627
2011-05-17,5.2632
2011-05-18,-5.0
2011-05-19,-5.2632
2011-05-20,11.1111
2011-05-23,-20.0
2011-05-24,18.75
2011-05-25,-5.2632
2011-05-26,-3.3333
2011-05-27,-10.7759
2011-05-31,-1.4493
2011-06-01,4.5752
2011-06-02,-12.5
2011-06-03,0.0
2011-06-06,-2.8571
2011-06-07,10.2941
2011-06-08,-6.6667
2011-06-09,-21.4286
2011-06-10,-12.5
2011-06-13,-15.8442
2011-06-14,14.5062
2011-06-15,-2.965
2011-06-16,-4.0278
2011-06-17,0.2894
2011-06-20,70.8514
2011-06-21,-26.098
2011-06-22,-17.0286
2011-06-23,-3.8567
2011-06-24,-17.4785
2011-06-27,-2.7778
2011-06-28,12.3214
2011-06-29,-1.1129
2011-06-30,2.8939
2011-07-01,0.0
2011-07-05,17.5
2011-07-06,-14.8936
2011-07-07,17.5
2011-07-08,-10.6383
2011-07-11,-4.7619
2011-07-12,0.0
2011-07-13,-9.6875
2011-07-14,21.2803
2011-07-15,2.4251
2011-07-18,4.7354
2011-07-19,-0.266
2011-07-20,-14.6667
2011-07-21,0.0
2011-07-22,25.0
2011-07-25,-19.75
2011-07-26,-0.3115
2011-07-27,0.0
2011-08-01,-5.0
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,0.3289
2011-08-05,0.0
2011-08-08,-2.9508
2011-08-09,-2.7027
2011-08-10,-8.3333
2011-08-11,0.0
2011-08-12,-9.0909
2011-08-15,3.3333
2011-08-16,-3.2258
2011-08-17,0.0
2011-08-18,-16.6667
2011-08-19,-24.75
2011-08-22,54.1528
2011-08-24,-34.9138
2011-08-25,5.9603
2011-08-26,40.0
2011-08-29,-1.7856999999999998
2011-08-30,-1.8182
2011-08-31,0.0
2011-09-01,-11.1111
2011-09-02,-6.7708
2011-09-06,-7.8212
2011-09-07,0.0
2011-09-08,21.2121
2011-09-09,-20.0
2011-09-12,0.0
2011-09-13,25.0
2011-09-14,-20.0
2011-09-15,0.0
2011-09-16,0.0
2011-09-19,-15.0
2011-09-20,0.0
2011-09-21,0.0
2011-09-22,-2.9412000000000003
2011-09-23,27.2727
2011-09-27,-19.9405
2011-09-28,0.0
2011-09-29,-10.7807
2011-10-04,46.6667
2011-10-05,-12.7841
2011-10-06,4.2345
2011-10-07,-25.0
2011-10-10,13.3333
2011-10-12,-11.7647
2011-10-13,0.0
2011-10-18,0.0
2011-10-21,66.6667
2011-10-24,-20.0
2011-10-25,20.0
2011-10-26,4.1667
2011-10-27,-11.25
2011-10-28,-9.8592
2011-11-01,0.0
2011-11-02,0.0
2011-11-03,25.0
2011-11-04,-20.0
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,25.0
2011-11-11,-24.0
2011-11-14,-5.2632
2011-11-15,0.0
2011-11-16,-16.6667
2011-11-17,6.6667
2011-11-18,-31.25
2011-11-21,63.6364
2011-11-22,-38.8889
2011-11-23,36.3636
2011-11-28,-26.6667
2011-11-29,63.6364
2011-12-01,-22.2222
2011-12-02,-21.4286
2011-12-05,0.0
2011-12-06,72.7273
2011-12-07,-31.5789
2011-12-08,-15.3846
2011-12-09,0.0
2011-12-12,0.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,-9.0909
2011-12-19,45.0
2011-12-20,-20.6897
2011-12-21,-13.0435
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,20.0
2011-12-29,-45.8333
2011-12-30,23.0769
2012-01-03,-18.75
2012-01-06,0.0
2012-01-13,-4.8077
2012-01-17,-17.1717
2012-01-18,24.3902
2012-01-19,-5.8824
2012-01-20,16.6667
2012-01-23,-7.1429
2012-01-24,7.6923
2012-01-25,0.0
2012-01-26,-14.2857
2012-01-27,16.6667
2012-01-31,0.0
2012-02-01,-14.2857
2012-02-02,-16.6667
2012-02-03,0.0
2012-02-06,40.0
2012-02-07,-4.4643
2012-02-08,34.5794
2012-02-09,-16.6667
2012-02-10,21.6667
2012-02-13,4.1096
2012-02-14,-3.2895
2012-02-15,8.8435
2012-02-16,-13.75
2012-02-17,15.942
2012-02-21,0.0
2012-02-22,-16.875
2012-02-23,-13.5338
2012-02-24,-44.3478
2012-02-27,25.0
2012-02-28,-20.0
2012-02-29,0.0
2012-03-01,0.0
2012-03-02,12.5
2012-03-05,0.0
2012-03-08,0.0
2012-03-09,-13.8889
2012-03-12,0.0
2012-03-13,29.0323
2012-03-14,-30.0
2012-03-15,42.8571
2012-03-16,0.0
2012-03-19,-52.5
2012-03-20,68.4211
2012-03-21,0.0
2012-03-22,0.0
2012-03-26,-17.1875
2012-03-27,20.7547
2012-03-28,-17.1875
2012-03-29,0.0
2012-03-30,0.0
2012-04-02,5.6604
2012-04-03,96.4286
2012-04-04,1.8182
2012-04-05,-7.1429
2012-04-10,-87.1795
2012-04-11,484.0
2012-04-13,169.863
2012-04-17,-68.2741
2012-04-18,-36.0
2012-04-19,-6.25
2012-04-20,6.6667
2012-04-24,-6.25
2012-04-25,33.3333
2012-05-02,-20.0
2012-05-03,-6.25
2012-05-04,-32.0
2012-05-07,0.0
2012-05-08,0.0
2012-05-09,96.0784
2012-05-10,0.0
2012-05-11,40.0
2012-05-14,-35.7143
2012-05-23,38.8889
2012-05-29,-1.6
2012-05-31,-18.6992
2012-06-05,11.0
2012-06-11,3.6036
2012-06-13,-11.3043
2012-06-19,-1.9607999999999999
2012-06-20,0.0
2012-06-21,0.0
2012-07-02,5.0
2012-07-12,-4.7619
2012-07-24,25.0
2012-07-25,-20.0
2012-07-26,10.0
2012-07-31,-8.1818
2012-08-03,0.0
2012-08-07,8.9109
2012-08-10,0.0
2012-08-15,-4.5455
2012-08-20,0.0
2012-08-21,4.7619
2012-08-23,-4.5455
2012-08-28,0.0
2012-08-31,4.7619
2012-09-10,-9.0909
2012-09-18,0.0
2012-09-24,10.0
2012-09-26,-9.0909
2012-09-28,0.0
2012-10-03,88.0
2012-10-09,0.0
2012-10-11,0.0
2012-10-12,3.7234
2012-10-16,0.0
2012-10-23,66.6667
2012-10-24,-7.6923
2012-10-25,0.0
2012-10-26,0.0
2012-10-31,-15.0
2012-11-01,0.0
2012-11-05,-21.5686
2012-11-06,42.5
2012-11-07,32.9825
2012-11-08,0.0
2012-11-09,-1.3193
2012-11-12,8.2888
2012-11-13,3.7037
2012-11-14,3.5714
2012-11-16,-1.1494
2012-11-19,-41.8605
2012-11-20,6.0
2012-11-21,32.0755
2012-11-23,-14.2857
2012-11-26,16.6667
2012-11-27,-14.2857
2012-12-03,-33.0
2012-12-04,49.2537
2012-12-05,0.0
2012-12-06,8.3333
2012-12-07,0.0
2012-12-10,-12.3077
2012-12-11,19.2982
2012-12-12,-11.7647
2012-12-13,0.0
2012-12-14,2.3333
2012-12-17,-18.5668
2012-12-18,13.6
2012-12-19,-3.169
2012-12-20,-1.8182
2012-12-21,-3.7037
2012-12-26,-9.6154
2012-12-27,19.1489
2012-12-28,-1.7856999999999998
2012-12-31,-12.7273
2013-01-02,25.0
2013-01-03,8.3333
2013-01-04,-1.5385
2013-01-07,-1.5625
2013-01-08,-3.1746
2013-01-09,-3.6066000000000003
2013-01-10,3.7415000000000003
2013-01-11,-1.6393
2013-01-14,-7.6667
2013-01-15,-9.3863
2013-01-16,-16.7331
2013-01-17,-52.1531
2013-01-18,-34.0
2013-01-22,33.4848
2013-01-23,11.2372
2013-01-24,53.0612
2013-01-25,16.0
2013-01-28,-42.5287
2013-01-29,66.0
2013-01-30,10.241
2013-01-31,-8.1967
2013-02-01,-5.9524
2013-02-04,-24.0506
2013-02-05,0.0
2013-02-06,-20.8333
2013-02-07,3.1579
2013-02-08,-3.0612
2013-02-11,-5.2632
2013-02-12,-31.0
2013-02-14,35.2657
2013-02-15,1.1905000000000001
2013-02-20,-24.7059
2013-02-21,6.25
2013-02-22,-5.1471
2013-02-25,-13.1783
2013-02-26,-3.5714
2013-02-27,0.0
2013-02-28,-2.7778
2013-03-04,-4.7619
2013-03-05,-18.0
2013-03-06,-19.5122
2013-03-07,0.0
2013-03-11,-13.6364
2013-03-12,1.0526
2013-03-13,-1.0417
2013-03-14,22.7632
2013-03-20,45.7663
2013-03-28,-25.4902
2013-04-01,-23.6842
2013-04-03,-3.4483
2013-04-05,0.0
2013-04-08,42.8571
2013-04-09,-30.0
2013-04-10,1.7856999999999998
2013-04-11,5.307
2013-04-15,0.0
2013-04-17,16.6181
2013-04-25,-8.5714
2013-04-26,-0.0391
2013-04-29,0.0
2013-04-30,-24.9707
2013-05-01,-16.6667
2013-05-03,0.0
2013-05-07,24.9375
2013-05-08,80.09
2013-05-09,0.0
2013-05-13,-15.5556
2013-05-15,0.0
2013-05-20,-57.8947
2013-05-21,25.0
2013-05-22,0.0
2013-05-23,0.0
2013-05-24,0.0
2013-05-30,0.0
2013-05-31,0.0
2013-06-03,-5.0
2013-06-04,5.2632
2013-06-07,-5.0
2013-06-10,0.0
2013-06-11,0.0
2013-06-12,0.0
2013-06-14,294.7368
2013-06-17,-69.3333
2013-06-18,8.6957
2013-06-19,-24.0
2013-06-20,0.0658
2013-06-21,10.3879
2013-06-24,-9.4104
2013-06-25,0.0
2013-07-11,0.0
2013-07-12,0.0
2013-07-15,-0.0657
2013-07-16,5.2632
2013-07-18,15.0
2013-07-19,30.4348
2013-07-29,0.0
2013-07-30,0.0
2013-08-02,0.0
2013-08-05,-10.0
2013-08-07,-25.9259
2013-08-08,-5.0
2013-08-09,0.0
2013-08-12,15.7895
2013-08-13,-31.8182
2013-08-16,0.0
2013-08-19,86.6667
2013-08-20,-28.5714
2013-08-21,-15.0
2013-08-22,17.647100000000002
2013-08-23,10.0
2013-08-26,-31.3636
2013-08-28,-0.6623
2013-08-29,33.3333
2013-08-30,0.0
2013-09-03,-5.0
2013-09-04,5.2632
2013-09-05,0.0
2013-09-06,-12.5938
2013-09-09,-8.4734
2013-09-10,-6.25
2013-09-13,0.0
2013-09-17,-15.3333
2013-09-18,-21.2598
2013-09-19,24.0
2013-09-20,4.8387
2013-09-23,19.2308
2013-09-24,-3.2258
2013-09-25,-26.6667
2013-09-26,0.0
2013-09-27,0.0
2013-09-30,0.0
2013-10-01,-4.5455
2013-10-02,-19.0476
2013-10-03,5.8824
2013-10-04,-10.0
2013-10-07,4.9383
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,5.8824
2013-10-14,-6.6667
2013-10-15,-10.7143
2013-10-16,-2.6667
2013-10-17,-4.1096
2013-10-18,-7.1429
2013-10-21,-15.3846
2013-10-22,0.0
2013-10-23,-1.8182
2013-10-25,-27.1991
2013-10-28,-10.9698
2013-10-29,14.2857
2013-10-30,0.0
2013-10-31,-8.75
2013-11-04,6.8493
2013-11-05,-57.6923
2013-11-06,33.3333
2013-11-07,0.0
2013-11-08,-12.2159
2013-11-11,-17.1521
2013-11-12,-6.25
2013-11-13,-26.6667
2013-11-14,18.1818
2013-11-15,7.6923
2013-11-18,28.5714
2013-11-19,-38.8889
2013-11-20,-9.0909
2013-11-21,0.0
2013-11-22,-6.25
2013-11-25,-37.3333
2013-11-26,-14.8936
2013-11-27,22.5
2013-11-29,-34.6939
2013-12-02,0.0
2013-12-03,-3.125
2013-12-04,3.2258
2013-12-05,-37.5
2013-12-06,-7.5
2013-12-09,29.7297
2013-12-10,6.6667
2013-12-11,12.5
2013-12-12,-30.5556
2013-12-13,-7.5
2013-12-16,-5.4054
2013-12-17,14.2857
2013-12-18,340.0
2013-12-19,77.2727
2013-12-20,-34.9359
2013-12-23,-49.7537
2013-12-24,7.8431
2013-12-26,16.3636
2013-12-27,-6.25
2013-12-30,20.0
2013-12-31,0.0
2014-01-02,-33.3333
2014-01-03,-18.75
2014-01-06,-24.359
2014-01-07,5.0847
2014-01-08,-12.9032
2014-01-09,-11.1111
2014-01-10,4.1667
2014-01-13,2.0
2014-01-14,0.0
2014-01-15,56.8627
2014-01-16,0.0
2014-01-17,-13.75
2014-01-21,-23.1884
2014-01-22,-9.434
2014-01-23,6.25
2014-01-24,-17.647100000000002
2014-01-27,21.4286
2014-01-28,56.8627
2014-01-29,0.0
2014-01-30,0.0
2014-01-31,-20.0
2014-02-03,0.0
2014-02-04,-15.625
2014-02-05,-1.8519
2014-02-06,15.0943
2014-02-07,4.918
2014-02-10,0.0
2014-02-11,9.375
2014-02-12,37.1429
2014-02-13,0.0
2014-02-14,-16.6667
2014-02-18,-10.0
2014-02-19,-2.7778
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,5.7143
2014-02-25,1.3514
2014-02-26,2.6667
2014-02-27,-6.4935
2014-02-28,4.1667
2014-03-03,-25.3333
2014-03-04,37.5
2014-03-05,-16.8831
2014-03-06,-17.1875
2014-03-07,20.7547
2014-03-10,3.125
2014-03-11,-3.0303
2014-03-12,-20.3125
2014-03-13,-5.8824
2014-03-14,12.5
2014-03-17,-5.5556
2014-03-18,-1.9607999999999999
2014-03-19,-10.0
2014-03-20,0.0
2014-03-21,-11.1111
2014-03-24,-5.0
2014-03-25,13.1579
2014-03-26,-20.9302
2014-03-27,17.647100000000002
2014-03-28,7.5
2014-03-31,-2.3256
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,0.0
2014-04-04,14.2857
2014-04-07,6.25
2014-04-08,13.7255
2014-04-09,1.7241
2014-04-10,-35.5932
2014-04-11,10.526299999999999
2014-04-14,7.1429
2014-04-15,0.0
2014-04-16,-4.4444
2014-04-17,-2.3256
2014-04-21,-23.8095
2014-04-22,0.0
2014-04-23,6.25
2014-04-24,0.0
2014-04-25,0.0
2014-04-28,-11.7647
2014-04-29,13.3333
2014-04-30,-11.7647
2014-05-01,33.3333
2014-05-02,0.0
2014-05-05,-7.5
2014-05-06,-13.5135
2014-05-07,-15.625
2014-05-08,0.0
2014-05-09,0.0
2014-05-12,-3.7037
2014-05-13,-15.3846
2014-05-14,-4.5455
2014-05-15,0.0
2014-05-16,-14.2857
2014-05-19,22.2222
2014-05-20,0.0
2014-05-21,-13.6364
2014-05-22,0.0
2014-05-23,-15.7895
2014-05-27,12.5
2014-05-28,0.0
2014-05-29,16.6667
2014-05-30,0.0
2014-06-02,0.0
2014-06-03,-14.2857
2014-06-04,16.6667
2014-06-05,-9.5238
2014-06-06,15.7895
2014-06-09,-4.5455
2014-06-10,28.5714
2014-06-11,0.0
2014-06-12,40.7407
2014-06-13,68.4211
2014-06-16,-21.875
2014-06-17,-30.0
2014-06-18,-8.5714
2014-06-19,-9.375
2014-06-20,3.4483
2014-06-23,-10.0
2014-06-24,0.0
2014-06-25,-18.5185
2014-06-26,-4.5455
2014-06-27,23.8095
2014-06-30,-7.6923
2014-07-01,-12.5
2014-07-02,0.0
2014-07-03,4.7619
2014-07-07,-4.5455
2014-07-08,-14.2857
2014-07-09,5.5556
2014-07-10,15.7895
2014-07-11,-36.3636
2014-07-14,0.0
2014-07-15,-21.4286
2014-07-16,0.0
2014-07-17,18.1818
2014-07-18,-15.3846
2014-07-21,-9.0909
2014-07-22,30.0
2014-07-23,0.0
2014-07-24,-15.3846
2014-07-25,18.1818
2014-07-28,38.4615
2014-07-29,-11.1111
2014-07-30,-12.5
2014-07-31,14.2857
2014-08-01,-12.5
2014-08-04,14.2857
2014-08-05,-12.5
2014-08-06,0.0
2014-08-07,-21.4286
2014-08-08,27.2727
2014-08-11,50.0
2014-08-12,-38.0952
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-18,0.0
2014-08-19,-23.0769
2014-08-20,0.0
2014-08-21,10.0
2014-08-22,-27.2727
2014-08-25,25.0
2014-08-26,0.0
2014-08-27,-40.0
2014-08-28,33.3333
2014-08-29,-25.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,-16.6667
2014-09-08,20.0
2014-09-09,0.0
2014-09-10,-50.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,66.6667
2014-09-16,0.0
2014-09-17,-40.0
2014-09-18,0.0
2014-09-19,-33.3333
2014-09-22,0.0
2014-09-23,50.0
2014-09-24,-33.3333
2014-09-25,50.0
2014-09-26,0.0
2014-09-29,-33.3333
2014-09-30,50.0
2014-10-01,0.0
2014-10-02,-33.3333
2014-10-03,0.0
2014-10-06,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-13,0.0
2014-10-14,0.0
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,0.0
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,0.0
2014-11-25,0.0
2014-11-26,0.0
2014-11-28,0.0
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,0.0
2014-12-05,0.0
2014-12-08,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-15,-99.2
2014-12-16,12400.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-29,-20.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-02,25.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-09,0.0
2015-01-13,-20.0
2015-01-14,-90.0
2015-01-16,400.0
2015-01-20,-30.0
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,5.3571
2015-01-26,-5.0847
2015-01-27,-21.4286
2015-01-28,-25.0
2015-01-29,-24.2424
2015-01-30,-20.0
2015-02-05,0.0
2015-02-06,-20.0
2015-02-09,-50.0
2015-02-10,0.0
2015-02-11,-37.5
2015-02-12,30.0
2015-02-13,223.0769
2015-02-17,-57.1429
2015-02-18,122.2222
2015-02-19,-20.0
2015-02-20,0.0
2015-02-23,18.75
2015-02-24,-65.7895
2015-02-25,392.3077
2015-02-26,37.5
2015-02-27,-47.7273
2015-03-02,21.7391
2015-03-03,-53.5714
2015-03-04,23.0769
2015-03-05,900.0
2015-03-06,-45.0
2015-03-09,-36.3636
2015-03-10,4.4643
2015-03-11,-31.6239
2015-03-12,20.0
2015-03-13,-25.0
2015-03-16,-2.7778
2015-03-17,11.4286
2015-03-18,-32.0513
2015-03-19,-28.3019
2015-03-20,13.1579
2015-03-23,-13.9535
2015-03-24,-21.6216
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,-3.4483
2015-03-30,3.5714
2015-03-31,-27.5862
2015-04-01,-9.5238
2015-04-02,-42.1053
2015-04-06,45.4545
2015-04-07,112.5
2015-04-08,-38.2353
2015-04-09,-9.5238
2015-04-10,26.3158
2015-04-13,-25.0
2015-04-14,-11.1111
2015-04-15,-12.5
2015-04-16,50.0
2015-04-17,-23.8095
2015-04-20,-12.5
2015-04-21,0.0
2015-04-22,-7.1429
2015-04-23,0.0
2015-04-24,-15.3846
2015-04-27,18.1818
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,-23.0769
2015-05-01,30.0
2015-05-04,-15.3846
2015-05-05,-9.0909
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,-40.0
2015-05-11,33.3333
2015-05-12,0.0
2015-05-13,-25.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,-16.6667
2015-05-19,60.0
2015-05-20,25.0
2015-05-21,-20.0
2015-05-22,37.5
2015-05-26,-45.4545
2015-05-27,33.3333
2015-05-28,-25.0
2015-05-29,33.3333
2015-06-01,-37.5
2015-06-02,0.0
2015-06-03,20.0
2015-06-04,-16.6667
2015-06-05,20.0
2015-06-08,-16.6667
2015-06-09,0.0
2015-06-10,-40.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-15,33.3333
2015-06-16,25.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-22,-40.0
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,33.3333
2015-06-30,-25.0
2015-07-01,0.0
2015-07-02,66.6667
2015-07-06,0.0
2015-07-08,0.0
2015-07-09,-40.0
2015-07-10,33.3333
2015-07-14,-25.0
2015-07-15,66.6667
2015-07-16,-60.0
2015-07-17,0.0
2015-07-20,200.0
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,83.3333
2015-07-24,-27.2727
2015-07-27,-25.0
2015-07-28,-16.6667
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-03,-36.0
2015-08-04,-6.25
2015-08-05,66.6667
2015-08-06,0.0
2015-08-07,-40.0
2015-08-10,66.6667
2015-08-11,-60.0
2015-08-12,50.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,-33.3333
2015-08-20,0.0
2015-08-21,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-27,50.0
2015-08-28,0.0
2015-08-31,0.0
2015-09-01,-33.3333
2015-09-02,0.0
2015-09-03,0.0
2015-09-04,50.0
2015-09-08,0.0
2015-09-09,-33.3333
2015-09-10,0.0
2015-09-11,0.0
2015-09-14,0.0
2015-09-15,0.0
2015-09-16,0.0
2015-09-18,0.0
2015-09-21,0.0
2015-09-23,0.0
2015-09-25,0.0
2015-09-28,-20.0
2015-09-29,25.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-05,0.0
2015-10-07,-99.2
2015-10-08,0.0
2015-10-12,12400.0
2015-10-13,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-22,50.0
2015-10-23,0.0
2015-10-26,0.0
2015-10-27,-33.3333
2015-10-28,0.0
2015-10-30,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-19,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-27,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-24,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,-20.0
2016-01-08,25.0
2016-01-11,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.0
2016-01-19,0.0
2016-01-25,0.0
2016-01-28,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-08,0.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,0.0
2016-02-25,0.0
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-14,0.0
2016-03-17,0.0
2016-03-21,0.0
2016-03-23,-99.2
2016-03-24,12400.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-31,0.0
2016-04-01,0.0
2016-04-04,0.0
2016-04-11,0.0
2016-04-13,0.0
2016-04-28,0.0
2016-05-03,0.0
2016-05-16,0.0
2016-05-25,0.0
