ticker,SKKY US Equity
2015-02-26,0.0
2015-03-02,-4.1379
2015-03-04,0.7194
2015-03-06,1.4285999999999999
2015-03-09,0.0
2015-03-10,0.0
2015-03-12,0.7042
2015-03-16,0.6993
2015-03-18,-2.0833
2015-03-20,0.7092
2015-03-23,1.4085
2015-03-24,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-30,0.0
2015-03-31,2.0833
2015-04-01,0.0
2015-04-06,0.0
2015-04-07,-4.0816
2015-04-08,0.0
2015-04-09,2.1277
2015-04-10,0.0
2015-04-13,0.6944
2015-04-14,-0.6897
2015-04-15,0.0
2015-04-16,0.0
2015-04-20,-2.7778
2015-04-21,-0.7143
2015-04-22,0.0
2015-04-23,7.9137
2015-04-27,-6.6667
2015-04-28,0.0
2015-04-29,-4.2857
2015-04-30,0.0
2015-05-04,0.0
2015-05-05,2.9851
2015-05-07,-0.7246
2015-05-08,0.0
2015-05-11,-1.4599
2015-05-12,0.0
2015-05-14,0.0
2015-05-18,0.7407
2015-05-19,0.0
2015-05-21,0.0
2015-05-22,10.2941
2015-05-26,-10.0
2015-05-27,0.0
2015-05-29,0.0
2015-06-01,1.4815
2015-06-02,0.0
2015-06-03,-1.4599
2015-06-05,1.4815
2015-06-08,0.0
2015-06-09,-1.4599
2015-06-10,0.0
2015-06-11,1.4815
2015-06-15,0.0
2015-06-16,-2.1898
2015-06-17,0.0
2015-06-18,0.0
2015-06-22,1.4925
2015-06-24,0.0
2015-06-25,-2.2059
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.7519
2015-07-06,0.7463
2015-07-07,-2.2222
2015-07-09,0.0
2015-07-10,1.5152
2015-07-13,-2.2388
2015-07-15,0.0
2015-07-16,1.5267
2015-07-17,0.0
2015-07-20,-0.7519
2015-07-21,0.0
2015-07-22,0.0
2015-07-24,1.5152
2015-07-27,0.0
2015-07-28,0.0
2015-07-30,-1.4925
2015-07-31,0.0
2015-08-03,1.5152
2015-08-04,-2.9851
2015-08-05,3.0769
2015-08-06,-2.9851
2015-08-07,1.5385
2015-08-10,-1.5152
2015-08-11,0.0
2015-08-12,-11.538499999999999
2015-08-13,8.6957
2015-08-17,0.0
2015-08-19,0.0
2015-08-20,-0.8
2015-08-21,0.0
2015-08-25,0.0
2015-08-26,-3.2258
2015-08-27,0.0
2015-08-31,2.5
2015-09-01,-8.9431
2015-09-02,7.1429
2015-09-03,-8.3333
2015-09-08,2.7273
2015-09-09,-2.6549
2015-09-10,1.8182
2015-09-11,0.0
2015-09-15,-1.7856999999999998
2015-09-16,0.0
2015-09-17,2.7273
2015-09-18,-2.6549
2015-09-21,2.7273
2015-09-24,-0.885
2015-09-25,-0.8929
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.9009
2015-10-02,-1.7856999999999998
2015-10-05,2.7273
2015-10-06,-0.885
2015-10-08,0.8929
2015-10-09,0.0
2015-10-12,1.7699
2015-10-13,0.0
2015-10-14,-1.7391
2015-10-16,0.885
2015-10-19,-1.7544
2015-10-20,0.0
2015-10-21,1.7856999999999998
2015-10-23,0.0
2015-10-26,0.0
2015-10-27,-3.5088
2015-10-28,-0.9091
2015-10-30,-3.6696999999999997
2015-11-02,1.9048
2015-11-03,0.0
2015-11-04,1.8692
2015-11-05,-0.9174
2015-11-09,0.0
2015-11-11,-1.8519
2015-11-12,0.0
2015-11-13,0.0
2015-11-16,1.8868
2015-11-17,0.0
2015-11-18,0.0
2015-11-20,-0.9259
2015-11-23,0.0
2015-11-24,-1.8692
2015-11-25,3.8095
2015-11-30,-3.6696999999999997
2015-12-01,-2.8571
2015-12-02,1.9607999999999999
2015-12-04,0.9615
2015-12-07,-2.8571
2015-12-09,0.0
2015-12-10,1.9607999999999999
2015-12-11,0.0
2015-12-14,0.9615
2015-12-15,0.0
2015-12-16,-0.9524
2015-12-18,1.9231
2015-12-21,-2.8302
2015-12-22,1.9417
2015-12-23,0.0
2015-12-28,-1.9048
2015-12-31,0.0
2016-01-04,0.9709
2016-01-05,-1.9231
2016-01-06,0.0
2016-01-07,-0.9804
2016-01-08,0.9901
2016-01-11,0.0
2016-01-12,-0.9804
2016-01-14,-0.9901
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,1.0
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,-0.9901
2016-01-27,1.0
2016-01-28,0.0
2016-01-29,0.9901
2016-02-01,-0.9804
2016-02-03,-0.9901
2016-02-04,0.0
2016-02-05,2.0
2016-02-09,-0.9804
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,0.0
2016-02-16,0.9901
2016-02-17,0.0
2016-02-18,0.9804
2016-02-19,0.0
2016-02-22,0.9709
2016-02-24,-1.9231
2016-02-25,0.0
2016-02-26,0.0
2016-02-29,0.0
2016-03-01,0.9804
2016-03-02,0.0
2016-03-03,-0.9709
2016-03-04,0.0
2016-03-07,0.9804
2016-03-08,-0.9709
2016-03-09,0.0
2016-03-10,2.9412000000000003
2016-03-14,-0.9524
2016-03-15,-0.9615
2016-03-16,0.0
2016-03-17,0.9709
2016-03-18,0.0
2016-03-21,-0.9615
2016-03-22,0.0
2016-03-24,0.0
2016-03-28,0.0
2016-03-29,0.9709
2016-03-30,0.0
2016-04-01,-0.9615
2016-04-04,0.0
2016-04-05,0.9709
2016-04-06,-0.9615
2016-04-08,0.9709
2016-04-11,-0.9615
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,-1.9417
2016-04-15,0.0
2016-04-18,0.0
2016-04-19,-0.9901
2016-04-21,1.0
2016-04-22,-0.9901
2016-04-25,1.0
2016-04-26,-0.9901
2016-04-28,1.0
2016-04-29,-0.9901
2016-05-02,0.0
2016-05-03,0.0
2016-05-06,-5.0
2016-05-09,1.0526
2016-05-10,2.0833
2016-05-11,-2.0408
2016-05-13,-1.0417
2016-05-16,-1.0526
2016-05-17,-4.2553
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-31,-5.5556
2016-06-01,5.8824
2016-06-03,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-13,-5.5556
2016-06-15,5.8824
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,-0.1111
2016-07-01,0.1112
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-19,0.0
2016-07-20,-4.4444
2016-07-21,10.4651
2016-07-22,0.0
2016-07-25,-5.2632
2016-07-27,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-22,0.0
2016-08-23,5.5556
2016-08-24,-4.2105
2016-08-25,1.0989
2016-08-26,4.3478
2016-08-29,-4.1667
2016-08-30,0.0
2016-08-31,-1.087
2016-09-02,1.0989
2016-09-06,4.3478
2016-09-07,-4.1667
2016-09-08,1.087
2016-09-12,3.2258
2016-09-14,-6.25
2016-09-19,5.5556
2016-09-20,1.0526
2016-09-21,-6.25
2016-09-22,6.6667
2016-09-26,0.0
2016-09-27,-11.4583
2016-09-28,0.0
2016-10-03,0.0
2016-10-05,-3.5294
2016-10-07,0.0
2016-10-13,3.6585
2016-10-17,-3.5294
2016-10-21,9.7561
2016-10-24,0.0
2017-01-10,0.0
2017-01-19,-38.8889
2017-01-20,63.6364
2017-01-24,0.0
2017-01-30,0.0
2017-02-01,0.0
2017-02-03,0.0
2017-02-13,0.0
2017-03-08,0.0
2017-03-20,0.0
2017-03-27,-12.2222
2017-04-07,-36.7089
2017-04-10,56.0
2017-04-12,-0.2564
2017-04-18,0.0
2017-05-08,15.6812
2017-05-22,0.0
2017-06-02,-43.3333
2017-06-05,0.0
2017-06-09,0.0
2017-06-16,-15.6863
2017-06-21,104.6512
2017-06-22,-71.3636
2017-06-23,249.2063
2017-07-05,0.0
2017-07-13,-46.5909
2017-07-14,0.0
2017-07-18,33.5106
2017-07-20,-36.255
2017-07-21,0.0
2017-07-24,0.0
2017-07-31,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-09-26,0.0
2017-10-05,0.0
2017-10-06,-25.0
2017-10-25,0.0
2017-10-26,0.0
2017-10-27,33.3333
2017-11-13,12.5
2018-01-02,-11.1111
2018-01-08,0.0
2018-01-09,0.0
2018-01-11,0.0
2018-02-06,-2.5
2018-02-16,0.0
2018-02-21,-23.0769
2018-03-02,30.0
2018-03-06,-2.5641
2018-03-12,44.7368
2018-03-23,-54.5455
2018-03-26,52.0
2018-03-27,28.947400000000002
2018-03-29,10.2041
2018-04-02,-9.2593
2018-04-05,0.0
2018-04-10,0.0
2018-04-19,4.0816
2018-04-26,50.9804
2018-05-16,0.0
2018-05-21,-15.5844
2018-06-08,-6.1538
2018-06-13,0.0
2018-07-19,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-08-29,-3.2787
2018-09-04,0.0
2018-09-18,0.0
2018-09-21,0.0
2018-09-24,0.0
2018-10-18,-6.7797
2019-01-08,0.0
2019-01-28,-21.8182
2019-01-29,-4.6512
2019-01-30,-29.2683
2019-01-31,23.1034
2019-02-01,-0.2801
2019-02-04,-21.3483
2019-02-05,0.0
2019-02-06,6.4286
2019-02-07,-59.7315
2019-02-08,0.0
2019-02-11,23.3333
2019-02-12,-25.6757
2019-02-13,5.4545
2019-02-14,12.069
2019-02-15,38.4615
2019-02-19,54.4444
2019-02-20,-10.0719
2019-02-25,0.0
2019-02-26,-4.0
2019-03-01,-16.6667
2019-03-04,0.0
2019-03-08,-44.5
2019-03-11,80.1802
2019-03-21,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,0.0
2019-03-29,0.0
2019-04-16,0.0
2019-04-18,39.0
2019-04-22,0.7194
2019-04-29,0.0
2019-05-03,0.0
2019-05-14,6.4286
2019-05-15,0.6711
2019-05-24,-0.0333
2019-05-28,-3.968
2019-05-29,0.0
2019-05-30,0.0
2019-06-03,-13.5417
2019-06-04,-4.4177
2019-06-05,0.0
2019-06-07,25.2101
2019-06-28,0.6376
2019-07-16,0.0
2019-08-07,-0.6335
2019-09-16,0.0
2019-09-17,26.8456
2019-09-18,-33.8624
2019-09-23,440.0
2019-09-24,-25.9333
2019-09-25,10.011
2019-10-03,-69.9091
2019-10-08,7.5529
2019-10-09,2.809
2019-10-25,1.3660999999999999
2019-11-01,69.9461
2019-11-07,-13.5607
2019-11-13,-2.0183
2019-12-06,-26.03
2019-12-23,-11.3924
2019-12-27,-2.8571
2019-12-31,76.4706
2020-01-13,-49.6667
2020-01-16,-1.6556
2020-01-24,44.1077
2020-01-27,13.5514
2020-01-29,0.4115
2020-01-31,-7.7869
2020-02-10,-1.1111
2020-02-11,0.6742
2020-02-14,-0.4464
2020-02-26,-1.7936999999999999
2020-03-12,16.4384
2020-03-19,-8.6275
2020-03-23,-14.5923
2020-03-24,0.0
2020-03-25,0.0
2020-03-30,0.5025
2020-04-03,0.0
2020-04-13,50.0
2020-04-14,-17.0
2020-04-21,18.0723
2020-04-30,2.0408
2020-05-07,-0.3333
2020-05-13,-16.7224
2020-05-20,-8.4337
2020-06-01,11.4035
2020-06-04,0.3937
2020-06-12,-1.9607999999999999
2020-06-15,2.0
2020-06-16,0.0
2020-06-17,-1.9607999999999999
2020-06-18,0.0
2020-06-25,0.0
2020-07-01,0.0
2020-07-06,0.0
2020-07-08,2.0
2020-07-09,0.0
2020-07-14,-11.7647
2020-07-15,97.7778
2020-07-16,-22.4719
2020-07-21,-27.5362
2020-07-22,0.0
2020-07-23,0.0
2020-07-28,0.0
2020-07-29,-0.02
2020-07-30,0.0
2020-07-31,-1.9804
