ticker,SKKY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-17,-25.0
2013-06-21,88.8889
2013-06-28,76.4706
2013-07-01,0.0
2013-07-02,0.0
2013-07-09,0.0
2013-07-12,0.0
2013-07-29,0.0
2013-08-08,0.0
2013-09-16,0.0
2013-09-23,41.6667
2013-10-11,-11.7647
2013-10-15,-32.0
2013-10-16,17.647100000000002
2013-10-21,-8.3333
2013-10-22,0.0
2013-10-24,0.0
2013-10-28,0.0
2013-10-31,0.0
2013-11-07,-7.2727
2013-11-18,0.0
2013-12-03,17.647100000000002
2013-12-06,8.3333
2013-12-09,0.0
2013-12-10,30.7692
2013-12-11,0.0
2013-12-16,0.0
2013-12-19,0.0
2013-12-23,11.7647
2013-12-30,-10.526299999999999
2014-01-03,18.8235
2014-01-06,28.7129
2014-01-09,-32.3077
2014-01-16,14.7727
2014-01-21,8.9109
2014-01-29,18.1818
2014-01-30,3.8462
2014-02-13,11.1111
2014-02-18,0.0
2014-02-21,0.0
2014-02-24,0.0
2014-02-25,0.0
2014-03-04,0.0
2014-03-06,0.0
2014-03-13,0.0
2014-04-01,0.0
2014-04-10,0.0
2014-04-15,-0.6667
2014-05-06,-6.0403
2014-05-14,0.0
2014-05-16,78.5714
2014-05-20,-50.0
2014-05-29,0.0
2014-06-03,4.0
2014-06-04,0.0
2014-06-20,0.0
2014-07-09,0.0
2014-08-11,15.3846
2014-08-13,0.0
2014-08-21,-0.6667
2014-08-22,-19.4631
2014-08-25,25.0
2014-09-18,-0.6667
2014-09-22,0.0
2014-11-19,0.6711
2014-12-01,0.0
2014-12-09,6.6667
2014-12-10,6.25
2014-12-11,-2.9412000000000003
2014-12-16,6.0606
2014-12-18,-11.4286
2014-12-19,-1.9355
2014-12-22,0.0
2014-12-23,1.9737
2014-12-26,9.6774
2014-12-29,-4.7059
2014-12-30,0.6173
2015-01-02,-4.908
2015-01-05,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-12,6.4516
2015-01-14,-2.4242
2015-01-16,-18.0124
2015-01-20,25.0
2015-01-22,-9.0909
2015-01-23,-0.6667
2015-01-26,0.0
2015-01-28,0.0
2015-01-29,0.6711
2015-01-30,-0.6667
2015-02-02,0.0
2015-02-03,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-10,-12.7517
2015-02-12,3.8462
2015-02-13,122.2222
2015-02-17,-16.6667
2015-02-18,0.4
2015-02-19,-20.3187
2015-02-20,-25.5
2015-02-23,0.6711
2015-02-25,-3.3333
