ticker,FLNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-02,-1.3889
2008-01-04,0.5634
2008-01-08,0.0
2008-01-09,0.0
2008-01-10,0.2801
2008-01-11,0.1397
2008-01-14,-0.2789
2008-01-16,0.2797
2008-01-17,-0.1395
2008-01-18,0.0
2008-01-22,-0.1397
2008-01-23,0.1399
2008-01-25,-0.2793
2008-01-28,0.1401
2008-01-31,0.1399
2008-02-05,-0.1397
2008-02-06,0.0
2008-02-12,0.4196
2008-02-13,0.1393
2008-02-14,-0.1391
2008-02-15,0.0
2008-02-20,-0.4178
2008-02-21,0.0
2008-02-27,0.0
2008-03-05,-0.4196
2008-03-06,0.5618
2008-03-07,-0.838
2008-03-10,0.0
2008-03-11,0.0
2008-03-14,0.0
2008-03-17,0.1408
2008-03-24,0.0
2008-03-25,0.5626
2008-03-26,0.0
2008-03-27,0.0
2008-03-28,-0.6993
2008-03-31,0.7042
2008-04-01,-0.4196
2008-04-03,-0.1404
2008-04-04,0.0
2008-04-07,0.5626
2008-04-10,-0.4196
2008-04-11,0.1422
2008-04-18,0.2787
2008-04-21,0.0
2008-04-22,0.4178
2008-04-23,-0.1358
2008-04-24,-0.0017
2008-04-25,0.0
2008-04-28,0.2789
2008-05-01,0.1391
2008-05-05,-0.6944
2008-05-09,0.0
2008-05-13,1.2587
2008-05-14,0.0
2008-05-16,-1.3812
2008-05-23,0.4202
2008-05-29,0.6974
2008-06-03,0.6146
2008-06-04,-0.1979
2008-06-10,-0.5517
2008-06-12,0.8322
2008-06-18,0.1376
2008-06-20,0.9615
2008-06-23,0.0
2008-06-26,-0.4082
2008-06-30,0.0
2008-07-01,0.8197
2008-07-07,-0.6775
2008-07-08,0.0
2008-07-09,-0.1364
2008-07-10,0.6814
2008-07-14,-0.6767
2008-07-15,0.0
2008-07-29,0.1366
2008-08-04,0.6821
2008-08-08,0.1355
2008-08-11,0.0
2008-08-12,-0.6766
2008-08-26,-0.1362
2008-08-27,2.3192
2008-08-28,0.0
2008-09-04,0.0
2008-09-08,-1.3333
2008-09-09,0.5405
2008-09-10,-0.1344
2008-09-17,-3.0939
2008-09-22,0.6927
2008-09-30,-1.3793
2008-10-01,-2.7972
2008-10-02,1.7266
2008-10-03,-0.9901
2008-10-06,-3.5714
2008-10-07,0.7407
2008-10-08,-0.7353
2008-10-09,2.963
2008-10-10,-0.5755
2008-10-13,0.0
2008-10-14,0.1447
2008-10-15,-2.4566
2008-10-16,1.1852
2008-10-17,0.8785
