ticker,WINA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5625
2000-01-04,4.7619
2000-01-05,3.0303
2000-01-06,-8.8235
2000-01-10,-6.4516
2000-01-11,6.8966
2000-01-12,0.0
2000-01-14,-9.6774
2000-01-18,10.7143
2000-01-19,0.0
2000-01-20,9.6774
2000-01-21,-8.8235
2000-01-24,19.3548
2000-01-25,-2.7027
2000-01-26,0.0
2000-01-27,5.5556
2000-01-28,-5.2632
2000-01-31,-1.3889
2000-02-01,-1.4085
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,-5.7143
2000-02-08,-2.2727
2000-02-09,-2.3256
2000-02-10,4.7619
2000-02-11,-1.5152
2000-02-14,-1.5385
2000-02-15,3.125
2000-02-16,3.0303
2000-02-17,-5.8824
2000-02-18,-3.125
2000-02-22,-3.2258
2000-02-23,0.0
2000-02-24,6.6667
2000-02-25,-9.375
2000-02-28,6.8966
2000-02-29,6.4516
2000-03-01,-9.0909
2000-03-03,-6.6667
2000-03-06,5.3571
2000-03-07,-8.4746
2000-03-08,3.7037
2000-03-09,-14.2857
2000-03-10,8.3333
2000-03-13,11.538499999999999
2000-03-14,-3.4483
2000-03-15,14.2857
2000-03-16,3.125
2000-03-17,0.0
2000-03-20,6.0606
2000-03-21,8.5714
2000-03-22,21.0526
2000-03-23,46.7391
2000-03-24,-3.7037
2000-03-27,7.6923
2000-03-28,-4.2857
2000-03-29,-4.4776
2000-03-30,-3.125
2000-03-31,0.0
2000-04-03,2.4194
2000-04-04,-8.6614
2000-04-05,1.7241
2000-04-06,-3.3898
2000-04-07,3.5088
2000-04-10,6.7797
2000-04-11,0.0
2000-04-12,-6.3492
2000-04-13,-1.6949
2000-04-14,-17.2414
2000-04-17,0.0
2000-04-18,18.75
2000-04-19,-5.2632
2000-04-20,-1.8519
2000-04-24,-13.2075
2000-04-26,10.8696
2000-05-01,-5.8824
2000-05-02,8.3333
2000-05-03,0.0
2000-05-04,0.0
2000-05-05,3.8462
2000-05-08,-3.7037
2000-05-09,1.9231
2000-05-10,-2.8302
2000-05-11,0.9709
2000-05-12,-0.9615
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,0.9709
2000-05-19,-5.7692
2000-05-22,0.0
2000-05-23,-1.0204
2000-05-24,-1.0309
2000-05-25,-3.125
2000-05-26,0.0
2000-05-30,-9.6774
2000-05-31,-9.5238
2000-06-01,-1.3158
2000-06-02,1.3333
2000-06-06,5.2632
2000-06-08,-10.0
