ticker,DREM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-26,2.0
2017-01-31,-1.9607999999999999
2017-02-08,0.0
2017-03-09,0.0
2017-03-14,-58.0
2017-03-20,106.3393
2017-03-27,15.3902
2017-03-28,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-13,0.0
2017-04-20,0.0
2017-04-25,0.0
2017-05-03,0.0
2017-05-05,20.0
2017-06-01,8.3333
2017-06-07,-7.6923
2017-07-21,8.3333
2017-07-24,-20.7538
2017-07-25,0.0
2017-07-26,20.1507
2017-08-03,-11.1321
2017-08-22,0.0
2017-09-05,0.0
2017-09-06,0.0
2017-09-28,3.6364
2017-10-05,0.0
2017-10-25,-9.6316
2017-10-27,-4.8728
2017-11-01,-2.0408
2018-01-12,-45.8333
2018-01-16,50.0
2018-01-22,-17.9487
2018-03-15,3.125
2018-04-18,-9.0909
2018-04-19,0.0
2018-05-10,66.6667
2018-06-25,-50.0
2018-06-26,0.0
2018-06-27,0.0
2018-07-02,70.0
2018-07-09,-41.1765
2018-07-10,0.0
2018-07-13,-10.4
2018-07-16,-33.0357
2018-07-20,33.3333
2018-08-14,22.5
2018-09-07,2.0408
2018-09-10,280.0
2018-09-11,-88.4211
2018-09-12,218.1818
2018-10-04,-14.2857
2018-11-02,-5.0
2018-11-06,-5.2632
2018-12-07,11.1111
2018-12-11,-20.0
2019-03-20,-8.3333
2019-04-29,-9.0909
2019-05-09,0.0
2019-05-24,0.0
2019-05-30,-40.0
2019-07-16,-16.6667
2019-09-19,20.0
2019-09-25,41.6667
2019-10-03,-35.2941
2019-10-04,-9.0909
2019-10-22,0.0
2019-11-29,0.0
2019-12-03,5.0
2019-12-04,4.7619
2019-12-05,0.0
2019-12-10,-9.0909
2019-12-11,-0.1
2019-12-16,-14.9149
2019-12-17,-5.8824
2019-12-18,-6.0
2019-12-19,0.0
2019-12-20,59.5745
2019-12-30,-18.625
2019-12-31,-0.9882
2020-01-06,-45.4931
2020-01-09,51.8027
2020-01-13,-1.25
2020-01-14,-24.0506
2020-01-15,-12.1667
2020-01-16,13.852
2020-01-17,-6.0
2020-01-21,12.0567
2020-01-23,129.4304
2020-01-24,-47.5862
2020-01-27,5.2632
2020-01-28,-12.5
2020-01-29,28.5714
2020-02-03,-11.1111
2020-02-04,-6.25
2020-02-05,26.6667
2020-02-06,-40.0
2020-02-07,66.4912
2020-02-10,-0.1054
2020-02-11,44.5148
2020-02-12,-59.781
2020-02-13,0.0
2020-02-14,10.7078
2020-02-18,-9.6721
2020-02-20,0.0
2020-03-04,8.7114
2020-03-17,-24.8748
2020-03-18,-64.0
2020-03-19,148.7037
2020-03-20,-25.2916
2020-04-27,66.113
2020-04-28,17.0
2020-04-29,19.6581
2020-04-30,-18.4286
2020-05-01,26.0946
2020-05-04,5.5556
2020-05-05,5.2632
2020-05-06,-37.5
2020-05-07,40.0
2020-05-08,0.0
2020-05-11,-32.8571
2020-05-13,17.0213
2020-05-22,0.0
2020-06-01,0.0
2020-06-02,9.0909
2020-06-11,-14.6667
2020-06-15,-2.3438
2020-06-17,10.0
2020-07-01,-19.0909
2020-07-10,12.3596
2020-07-16,0.0
