ticker,BFST US Equity
2018-09-04,0.6182
2018-09-05,-0.5376
2018-09-06,-0.8108
2018-09-07,0.1557
2018-09-10,2.604
2018-09-11,1.2879
2018-09-12,-0.7479
2018-09-13,-0.7159
2018-09-14,1.5939
2018-09-17,0.2988
2018-09-18,0.0745
2018-09-19,0.2977
2018-09-20,1.5213
2018-09-21,-3.2895
2018-09-24,0.3401
2018-09-25,-5.7627
2018-09-26,3.8369
2018-09-27,0.3079
2018-09-28,1.8803
2018-10-01,-1.1299
2018-10-02,-0.8381
2018-10-03,0.1921
2018-10-04,-0.1534
2018-10-05,0.0384
2018-10-08,-0.1536
2018-10-09,2.3453
2018-10-10,-2.1788
2018-10-11,-0.3072
2018-10-12,0.5008
2018-10-15,-1.4182000000000001
2018-10-16,-1.0886
2018-10-17,1.9261
2018-10-18,-0.27
2018-10-19,-2.4749
2018-10-22,0.3965
2018-10-23,-0.316
2018-10-24,-0.4358
2018-10-25,0.3581
2018-10-26,2.3791
2018-10-29,1.007
2018-10-30,0.8436
2018-10-31,0.2662
2018-11-01,1.3652
2018-11-02,-2.731
2018-11-05,-1.8077
2018-11-06,2.3502
2018-11-07,-1.1481
2018-11-08,1.2389000000000001
2018-11-09,-0.6501
2018-11-12,-1.2317
2018-11-13,-0.9353
2018-11-14,1.4162
2018-11-15,-1.5175
2018-11-16,0.6717
2018-11-19,-1.8446
2018-11-20,-1.5594000000000001
2018-11-21,2.9651
2018-11-23,0.0
2018-11-26,-0.8679
2018-11-27,-0.7163
2018-11-28,5.2104
2018-11-29,-0.1143
2018-11-30,-3.5469
2018-12-03,2.2934
2018-12-04,-8.8133
2018-12-06,-0.6359
2018-12-07,-0.1706
2018-12-10,0.2991
2018-12-11,-8.4363
2018-12-12,5.8632
2018-12-13,4.0879
2018-12-14,3.8851
2018-12-17,-3.8618
2018-12-18,2.1142
2018-12-19,-0.7039
2018-12-20,1.7515
2018-12-21,-1.3525
2018-12-24,1.7865
2018-12-26,1.7959
2018-12-27,-1.4836
2018-12-28,-3.0118
2018-12-31,1.6785999999999999
2019-01-02,-0.9492
2019-01-03,-0.9167
2019-01-04,0.5467
2019-01-07,-1.0874
2019-01-08,0.3805
2019-01-09,-1.4743
2019-01-10,-2.0949
2019-01-11,1.2664
2019-01-14,-0.345
2019-01-15,0.3462
2019-01-16,-0.345
2019-01-17,3.4617
2019-01-18,0.3764
2019-01-22,-1.2083
2019-01-23,-1.3075
2019-01-24,-0.8547
2019-01-25,-0.4741
2019-01-28,1.5591
2019-01-29,-2.7719
2019-01-30,2.0175
2019-01-31,-0.8169
2019-02-01,-0.0867
2019-02-04,0.2169
2019-02-05,4.5887
2019-02-06,-0.952
2019-02-07,0.794
2019-02-08,0.0415
2019-02-11,0.0414
2019-02-12,0.29
2019-02-13,0.9913
2019-02-14,0.1227
2019-02-15,-0.5738
2019-02-19,0.4946
2019-02-20,-1.2305
2019-02-21,-0.0831
2019-02-22,1.2053
2019-02-25,-1.3142
2019-02-26,0.2081
2019-02-27,0.4153
2019-02-28,2.2333
2019-03-01,1.1327
2019-03-04,2.44
2019-03-05,-2.0695
2019-03-06,-0.1994
2019-03-07,-6.1926
2019-03-08,1.9165
2019-03-11,0.4597
2019-03-12,0.624
2019-03-13,2.067
2019-03-14,-0.2835
2019-03-15,2.8838
2019-03-18,0.6317
2019-03-19,0.8239
2019-03-20,-0.9728
2019-03-21,-1.336
2019-03-22,-10.0358
2019-03-25,5.6662
2019-03-26,2.1366
2019-03-27,0.2871
2019-03-28,1.4315
2019-03-29,-1.0484
2019-04-01,0.2037
2019-04-02,-0.976
2019-04-03,-1.0678
2019-04-04,1.951
2019-04-05,0.6515
2019-04-08,-0.4045
2019-04-09,0.1219
2019-04-10,0.6897
2019-04-11,-1.0073
2019-04-12,1.3024
2019-04-15,-0.9642
2019-04-16,-0.8925
2019-04-17,1.1461000000000001
2019-04-18,0.1619
2019-04-22,-0.6465
2019-04-23,0.7727
2019-04-24,-0.3632
2019-04-25,-0.891
2019-04-26,0.1226
2019-04-29,1.8367
2019-04-30,2.004
2019-05-01,-1.2181
2019-05-02,0.0796
2019-05-03,0.4372
2019-05-06,-0.277
2019-05-07,0.4365
2019-05-08,0.6717
2019-05-09,-4.5133
2019-05-10,0.6987
2019-05-13,0.449
2019-05-14,3.3726
2019-05-15,-0.1579
2019-05-16,-0.3953
2019-05-17,0.6349
2019-05-20,-0.0394
2019-05-21,-0.3156
2019-05-22,-0.5936
2019-05-23,-1.7118
2019-05-24,1.8226
2019-05-28,-1.7104
2019-05-29,0.2428
2019-05-30,0.8882
2019-05-31,-1.8808
2019-06-03,0.938
2019-06-04,1.1717
2019-06-05,-1.1581
2019-06-06,0.404
2019-06-07,-0.0402
2019-06-10,0.5233
2019-06-11,0.7209
2019-06-12,-3.8569
2019-06-13,1.6956
2019-06-14,0.6507
2019-06-17,1.4141
2019-06-18,0.3984
2019-06-19,0.1587
2019-06-20,0.5151
2019-06-21,0.2365
2019-06-24,-0.118
2019-06-25,0.7874
2019-06-26,-1.3281
2019-06-27,0.7522
2019-06-28,0.0
2019-07-01,0.1179
2019-07-02,-0.0392
2019-07-03,0.5104
2019-07-05,0.625
2019-07-08,0.1165
2019-07-09,-1.9386999999999999
2019-07-10,0.435
2019-07-11,-0.4331
2019-07-12,-0.9095
2019-07-15,0.7183
2019-07-16,-0.6735
2019-07-17,-0.1596
2019-07-18,0.839
2019-07-19,-0.317
2019-07-22,1.0334
2019-07-23,-0.8655
2019-07-24,0.1984
2019-07-25,-0.0396
2019-07-26,-0.9113
2019-07-29,0.04
2019-07-30,0.5995
2019-07-31,-0.9138
2019-08-01,-0.2005
2019-08-02,-2.5713
2019-08-05,-6.5155
2019-08-06,4.5434
2019-08-07,-2.4895
2019-08-08,1.428
2019-08-09,-2.773
2019-08-12,2.545
2019-08-13,2.1823
2019-08-14,-4.6064
2019-08-15,2.5132
2019-08-16,4.3011
2019-08-19,1.2371
2019-08-20,0.4888
2019-08-21,-2.6348000000000003
2019-08-22,-0.6661
2019-08-23,-5.4904
2019-08-26,3.1042
2019-08-27,-0.2151
2019-08-28,1.2931
2019-08-29,0.4255
2019-08-30,0.0847
2019-09-03,-2.6249000000000002
2019-09-04,1.913
2019-09-05,-0.0853
2019-09-06,0.8113
2019-09-09,1.6518000000000002
2019-09-10,-1.7917
2019-09-11,4.2003
2019-09-12,2.8094
2019-09-13,-0.5149
2019-09-16,-0.836
2019-09-17,0.2409
2019-09-18,-0.8811
2019-09-19,-0.8081
2019-09-20,1.7923
2019-09-23,-0.9604
2019-09-24,-0.4848
2019-09-25,1.5022
2019-09-26,-1.96
2019-09-27,0.1632
2019-09-30,-0.611
2019-10-01,0.8607
2019-10-02,-2.3974
2019-10-03,0.0
2019-10-04,1.1241
2019-10-07,-1.5644
2019-10-08,-0.6274
2019-10-09,0.5051
2019-10-10,0.2931
2019-10-11,1.0438
2019-10-14,0.2066
2019-10-15,0.5361
2019-10-16,-0.5742
2019-10-17,-0.0413
2019-10-18,0.6191
2019-10-21,1.4356
2019-10-22,-1.4153
2019-10-23,-0.4102
2019-10-24,0.7002
2019-10-25,-0.7362
2019-10-28,1.2772999999999999
2019-10-29,-0.895
2019-10-30,2.2578
2019-10-31,-1.8868
2019-11-01,-0.2046
2019-11-04,2.091
2019-11-05,-0.2008
2019-11-06,-0.3421
2019-11-07,0.5451
2019-11-08,-0.4418
2019-11-11,-0.363
2019-11-12,-0.3644
2019-11-13,0.8533
2019-11-14,-0.2417
2019-11-15,0.5272
2019-11-18,-1.8556
2019-11-19,2.6715999999999998
2019-11-20,-1.6013
2019-11-21,-0.1627
2019-11-22,0.7742
2019-11-25,0.8492
2019-11-26,-2.7265
2019-11-27,-0.8656
2019-11-29,2.2869
2019-12-02,-0.2439
2019-12-03,-0.489
2019-12-04,0.9419
2019-12-05,-1.3793
2019-12-06,1.8511
2019-12-09,-0.6866
2019-12-10,1.22
2019-12-11,-0.0402
2019-12-12,0.4823
2019-12-13,-0.04
2019-12-16,-0.1601
2019-12-17,-0.3206
2019-12-18,-0.1608
2019-12-19,0.0
2019-12-20,0.6847
2019-12-23,-1.6
2019-12-24,0.2439
2019-12-26,0.9732
2019-12-27,-0.1205
2019-12-30,-2.3321
2019-12-31,2.6348000000000003
2020-01-02,0.1604
2020-01-03,-0.2803
2020-01-06,0.1205
2020-01-07,-0.5215
2020-01-08,0.6855
2020-01-09,0.1201
2020-01-10,-0.08
2020-01-13,0.0801
2020-01-14,-0.32
2020-01-15,0.2006
2020-01-16,-0.2803
2020-01-17,-0.6827
2020-01-21,-0.4044
2020-01-22,-0.8932
2020-01-23,1.8435000000000001
2020-01-24,-0.8447
2020-01-27,-0.2434
2020-01-28,1.6673
2020-01-29,1.48
2020-01-30,-1.9708
2020-01-31,-0.3619
2020-02-03,1.937
2020-02-04,0.5542
2020-02-05,2.3622
2020-02-06,0.0769
2020-02-07,-1.0761
2020-02-10,1.0101
2020-02-11,0.4231
2020-02-12,0.383
2020-02-13,1.488
2020-02-14,-1.1698
2020-02-18,-2.3673
2020-02-19,0.1173
2020-02-20,0.4297
2020-02-21,-1.0113
2020-02-24,-1.6503
2020-02-25,-0.5194
2020-02-26,0.4016
2020-02-27,-0.92
2020-02-28,-2.826
2020-03-02,0.0415
2020-03-03,-3.7375
2020-03-04,1.7688000000000001
2020-03-05,-8.4358
2020-03-06,0.4167
2020-03-09,-10.0968
2020-03-10,-4.5641
2020-03-11,-6.1257
2020-03-12,-13.5089
2020-03-13,-0.728
2020-03-16,-27.2667
2020-03-17,0.8249
2020-03-18,-5.4545
2020-03-19,-7.3077
2020-03-20,3.3195
2020-03-23,-1.3052000000000001
2020-03-24,4.2726
2020-03-25,9.1707
2020-03-26,32.8865
2020-03-27,-9.7512
2020-03-30,0.5961
2020-03-31,0.0
2020-04-01,-16.5185
2020-04-02,5.4126
2020-04-03,-7.4074
2020-04-06,11.818200000000001
2020-04-07,-2.7641999999999998
2020-04-08,5.602
2020-04-09,6.4925
2020-04-13,-4.9071
2020-04-14,1.251
2020-04-15,-8.417
2020-04-16,-1.3491
2020-04-17,2.906
2020-04-20,-1.7442
2020-04-21,2.1133
2020-04-22,0.5795
2020-04-23,3.5391
2020-04-24,-0.4769
2020-04-27,5.7508
2020-04-28,5.8157
2020-04-29,3.4261
2020-04-30,-3.5197000000000003
2020-05-01,-7.2961
2020-05-04,-1.6975
2020-05-05,-1.2559
2020-05-06,-6.3593
2020-05-07,1.528
2020-05-08,1.0033
2020-05-11,-0.745
2020-05-12,-5.4212
2020-05-13,-1.94
2020-05-14,0.5396
2020-05-15,3.2491
2020-05-18,7.8671
2020-05-19,-2.5122
2020-05-20,4.3225
2020-05-21,0.7968
2020-05-22,0.6324
2020-05-26,8.3268
2020-05-27,2.5381
2020-05-28,7.4965
2020-05-29,-4.6711
2020-06-01,-3.3816
2020-06-02,1.3571
2020-06-03,10.2889
2020-06-04,-0.1917
2020-06-05,11.1396
2020-06-08,-3.6866
2020-06-09,1.256
2020-06-10,-5.4932
2020-06-11,-12.625
2020-06-12,6.1516
2020-06-15,1.2803
2020-06-16,10.1796
2020-06-17,-7.3068
2020-06-18,7.9479
2020-06-19,-8.8715
2020-06-22,2.1854
2020-06-23,-2.7868
2020-06-24,-3.6667
2020-06-25,1.3149
2020-06-26,-2.459
2020-06-29,3.5014
2020-06-30,3.8566000000000003
2020-07-01,-5.4072
2020-07-02,-2.135
2020-07-06,1.9704000000000002
2020-07-07,-4.6929
2020-07-08,-0.8689
2020-07-09,-6.0628
2020-07-10,6.9984
2020-07-13,0.7267
2020-07-14,-1.0823
2020-07-15,7.9504
2020-07-16,-1.4865
2020-07-17,-3.3608000000000002
2020-07-20,-2.555
2020-07-21,4.5885
2020-07-22,-0.766
2020-07-23,-1.7544
2020-07-24,-0.8571
2020-07-27,-1.2968
2020-07-28,-0.219
2020-07-29,3.9503
2020-07-30,-4.6446
2020-07-31,0.6642
