ticker,BFST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-12,8.8678
2018-04-13,1.2727
2018-04-16,-2.8725
2018-04-17,6.8392
2018-04-18,-3.1142
2018-04-19,0.0
2018-04-20,-0.5357
2018-04-23,-3.0521
2018-04-24,1.8889
2018-04-26,-3.6714
2018-04-27,-1.6604
2018-04-30,0.0576
2018-05-01,-0.2876
2018-05-02,-0.9619
2018-05-03,-1.9802
2018-05-04,-0.9905
2018-05-07,0.04
2018-05-08,0.0
2018-05-09,-0.12
2018-05-10,0.1201
2018-05-11,-1.4
2018-05-14,1.7444
2018-05-15,-0.6
2018-05-16,-1.8913
2018-05-17,-0.1231
2018-05-18,0.1643
2018-05-22,0.369
2018-05-23,-2.0016
2018-05-24,-2.0425
2018-05-25,-0.4255
2018-05-29,-0.2137
2018-05-30,0.5996
2018-05-31,-0.298
2018-06-01,2.1349
2018-06-04,1.4632
2018-06-05,1.8540999999999999
2018-06-06,0.8495
2018-06-07,-1.5243
2018-06-08,-0.0815
2018-06-11,1.3045
2018-06-12,-0.9658
2018-06-13,1.7473
2018-06-14,0.1997
2018-06-15,0.3986
2018-06-18,3.7316000000000003
2018-06-19,-1.2246
2018-06-20,1.8984999999999999
2018-06-21,-0.6084
2018-06-22,2.2188
2018-06-25,-0.7111
2018-06-26,-1.9977
2018-06-27,2.3077
2018-06-28,0.3008
2018-06-29,-1.2368999999999999
2018-07-02,-2.0873
2018-07-03,-0.4651
2018-07-05,2.2196
2018-07-06,-4.1905
2018-07-09,0.994
2018-07-10,-1.1811
2018-07-11,-0.3984
2018-07-12,0.88
2018-07-13,0.9913
2018-07-16,-1.2564
2018-07-17,1.67
2018-07-18,1.4079
2018-07-19,0.5785
2018-07-20,0.0767
2018-07-23,0.6897
2018-07-24,-0.9893
2018-07-25,-1.0377
2018-07-26,0.6602
2018-07-27,-0.733
2018-07-30,1.0493999999999999
2018-07-31,-0.5769
2018-08-01,-1.354
2018-08-02,0.3137
2018-08-03,-1.0946
2018-08-06,-0.6719
2018-08-07,0.3581
2018-08-08,0.1983
2018-08-09,0.3562
2018-08-10,-0.6703
2018-08-13,0.2382
2018-08-14,0.4356
2018-08-15,0.1187
2018-08-16,1.1063
2018-08-17,-0.3126
2018-08-20,0.5488
2018-08-21,0.3899
2018-08-22,0.3495
2018-08-23,0.5805
2018-08-24,-0.0385
2018-08-27,-1.5396
2018-08-28,-0.1564
2018-08-29,1.2921
2018-08-30,0.3092
2018-08-31,-0.2697
