ticker,TCBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.7922
2000-01-04,1.4085
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,0.3472
2000-01-10,0.0
2000-01-11,-0.346
2000-01-12,-1.3889
2000-01-13,0.7042
2000-01-14,-2.7972
2000-01-18,6.4748
2000-01-19,-0.6757
2000-01-20,0.6803
2000-01-21,-2.7027
2000-01-25,0.0
2000-01-26,-1.3889
2000-01-27,-2.1127
2000-01-28,-2.1583
2000-01-31,-1.4706000000000001
2000-02-01,-2.9851
2000-02-02,2.3077
2000-02-03,0.0
2000-02-04,0.7519
2000-02-07,0.3731
2000-02-08,-2.2305
2000-02-09,0.3802
2000-02-10,-3.4091
2000-02-11,1.1764999999999999
2000-02-14,4.2636
2000-02-15,0.0
2000-02-16,-4.6468
2000-02-17,5.2632
2000-02-18,-4.4444
2000-02-22,1.5504
2000-02-23,-2.2901
2000-02-24,0.0
2000-02-25,3.9063
2000-02-28,-4.5113
2000-02-29,2.3622
2000-03-01,-1.5385
2000-03-02,0.0
2000-03-06,3.9063
2000-03-07,-3.0075
2000-03-08,-2.6977
2000-03-09,1.2097
2000-03-10,-3.5857
2000-03-13,-2.4793
2000-03-14,1.6949
2000-03-15,1.6667
2000-03-16,3.2787
2000-03-17,-2.3810000000000002
2000-03-20,3.6585
2000-03-21,-5.098
2000-03-22,0.0
2000-03-23,0.8264
2000-03-24,-0.8197
2000-03-27,0.8264
2000-03-28,0.0
2000-03-29,-0.8197
2000-03-30,1.6529
2000-03-31,0.813
2000-04-03,3.629
2000-04-04,-3.5019
2000-04-07,0.0
2000-04-10,4.8387
2000-04-11,-0.7692
2000-04-12,0.0
2000-04-13,2.3256
2000-04-14,-3.0303
2000-04-17,3.125
2000-04-18,-3.0303
2000-04-19,0.0
2000-04-20,0.7812
2000-04-24,0.3876
2000-04-25,0.0
2000-04-26,1.9304999999999999
2000-05-01,-3.7879
2000-05-02,0.7874
2000-05-03,0.0
2000-05-04,-1.5625
2000-05-05,3.1746
2000-05-08,-1.5385
2000-05-09,-0.7812
2000-05-10,0.7874
2000-05-11,-1.5625
2000-05-12,1.9841
2000-05-15,-1.1673
2000-05-16,-0.7874
2000-05-17,0.0
2000-05-18,1.5873
2000-05-19,-1.5625
2000-05-22,0.3968
2000-05-23,1.1858
2000-05-24,-1.5625
2000-05-26,-1.9841
2000-05-30,0.4049
2000-05-31,3.2258
2000-06-01,0.7812
2000-06-02,0.0
2000-06-05,2.3256
