ticker,YNDX US Equity
2011-10-11,12.5174
2011-10-12,-2.637
2011-10-13,2.6238
2011-10-14,-0.3299
2011-10-17,0.9516
2011-10-18,-0.6148
2011-10-19,1.9794
2011-10-20,1.4153
2011-10-21,5.3429
2011-10-24,4.2014
2011-10-25,-8.5725
2011-10-26,2.4632
2011-10-27,7.5611
2011-10-28,1.4059
2011-10-31,-2.1685
2011-11-01,-2.9797000000000002
2011-11-02,-2.4718999999999998
2011-11-03,9.9078
2011-11-04,-0.2446
2011-11-07,-3.3975
2011-11-08,0.0
2011-11-09,-7.9043
2011-11-10,-1.6141999999999999
2011-11-11,2.2009
2011-11-14,0.3524
2011-11-15,-3.1994
2011-11-16,-5.2398
2011-11-17,-6.4653
2011-11-18,-1.5462
2011-11-21,-8.9145
2011-11-22,1.7241
2011-11-23,-0.0499
2011-11-25,-1.4963
2011-11-28,6.2785
2011-11-29,2.6203
2011-11-30,2.0427
2011-12-01,-0.273
2011-12-02,-2.5547
2011-12-05,0.5618
2011-12-06,-2.7933
2011-12-07,4.4061
2011-12-08,-5.9633
2011-12-09,-2.7317
2011-12-12,-5.5667
2011-12-13,-1.8056
2011-12-14,-3.245
2011-12-15,0.4472
2011-12-16,-2.3372
2011-12-19,-3.4188
2011-12-20,5.2507
2011-12-21,1.065
2011-12-22,6.4892
2011-12-23,3.9583
2011-12-27,-2.3547000000000002
2011-12-28,1.5906
2011-12-29,-1.5152
2011-12-30,1.0256
2012-01-03,0.203
2012-01-04,-2.9889
2012-01-05,0.7311
2012-01-06,-3.5251
2012-01-09,0.6448
2012-01-10,0.6941
2012-01-11,1.8028
2012-01-12,-0.7812
2012-01-13,-2.3622
2012-01-17,-1.6129
2012-01-18,1.2022
2012-01-19,1.2419
2012-01-20,-0.0533
2012-01-23,-1.6009
2012-01-24,1.5184
2012-01-25,5.7158
2012-01-26,5.5584
2012-01-27,-0.9095
2012-01-30,-2.2222
2012-01-31,0.4947
2012-02-01,1.5234999999999999
2012-02-02,3.5835
2012-02-03,2.0103
2012-02-06,-1.4665
2012-02-07,0.0
2012-02-08,1.8605
2012-02-09,1.0959
2012-02-10,-3.9295
2012-02-13,-1.5514999999999999
2012-02-14,2.6743
2012-02-15,0.3302
2012-02-16,0.6444
2012-02-17,1.6122
2012-02-21,6.845
2012-02-22,-3.9881
2012-02-23,1.5024
2012-02-24,-1.1754
2012-02-27,-2.3789
2012-02-28,-0.6769
2012-02-29,-3.2258
2012-03-01,1.4085
2012-03-02,7.6852
2012-03-05,-0.3009
2012-03-06,-0.2587
2012-03-07,0.0432
2012-03-08,3.5004
2012-03-09,-2.0042
2012-03-12,-2.2582
2012-03-13,2.4412
2012-03-14,2.5532
2012-03-15,-0.5394
2012-03-16,2.9619999999999997
2012-03-19,-0.7699
2012-03-20,-1.8782999999999999
2012-03-21,0.7491
2012-03-22,-1.9
2012-03-23,1.0947
2012-03-26,1.1245
2012-03-27,2.7595
2012-03-28,0.2004
2012-03-29,1.4
2012-03-30,5.9961
2012-04-02,0.5024
2012-04-03,-1.2405
2012-04-04,-2.3622
2012-04-05,2.2273
2012-04-09,-0.0751
2012-04-10,-3.8722
2012-04-11,2.6593999999999998
2012-04-12,1.219
2012-04-13,-0.0376
2012-04-16,-0.3765
2012-04-17,2.5321
2012-04-18,-0.8109
2012-04-19,1.4493
2012-04-20,-2.3810000000000002
2012-04-23,-3.0394
2012-04-24,-5.031
2012-04-25,0.0
2012-04-26,-4.7677
2012-04-27,5.6483
2012-04-30,-3.9287
2012-05-01,0.8432
2012-05-02,0.6689
2012-05-03,-0.6229
2012-05-04,-2.4237
2012-05-07,-3.3405
2012-05-08,-3.323
2012-05-09,-0.0917
2012-05-10,0.5963
2012-05-11,2.1432
2012-05-14,-3.8839
2012-05-15,-0.2787
2012-05-16,3.3069
2012-05-17,-5.3201
2012-05-18,-2.5238
2012-05-21,3.8105
2012-05-22,-0.4235
2012-05-23,-1.1342
2012-05-24,-3.0593
2012-05-25,0.8383
2012-05-29,2.934
2012-05-30,-2.9929
2012-05-31,-2.3996
2012-06-01,-7.2253
2012-06-04,3.1909
2012-06-05,-0.6813
2012-06-06,-0.8443
2012-06-07,0.479
2012-06-08,0.3708
2012-06-11,-6.5435
2012-06-12,-1.581
2012-06-13,-1.4343
2012-06-14,-3.0268
2012-06-15,5.4022
2012-06-18,5.6948
2012-06-19,1.347
2012-06-20,-1.3291
2012-06-21,-4.4181
2012-06-22,0.5073
2012-06-25,-2.9164
2012-06-26,0.3466
2012-06-27,2.8209999999999997
2012-06-28,0.4479
2012-06-29,6.1873
2012-07-02,-0.4199
2012-07-03,1.5814
2012-07-05,5.0856
2012-07-06,-6.6667
2012-07-09,-0.2646
2012-07-10,-2.6525
2012-07-11,0.327
2012-07-12,-0.5975
2012-07-13,1.4208
2012-07-16,-3.8792999999999997
2012-07-17,0.9529
2012-07-18,3.7757
2012-07-19,4.0663
2012-07-20,-2.4679
2012-07-23,-2.2667
2012-07-24,1.5102
2012-07-25,0.9564
2012-07-26,0.0
2012-07-27,6.4211
2012-07-30,3.0168
2012-07-31,-7.6812000000000005
2012-08-01,2.6521
2012-08-02,-2.4823
2012-08-03,6.3377
2012-08-06,4.1915
2012-08-07,-2.1943
2012-08-08,1.1985000000000001
2012-08-09,-0.9948
2012-08-10,-1.3397000000000001
2012-08-13,-1.0669
2012-08-14,-0.9804
2012-08-15,-0.3465
2012-08-16,6.6071
2012-08-17,-1.0252
2012-08-20,-1.6478000000000002
2012-08-21,1.0053
2012-08-22,0.3791
2012-08-23,-0.8971
2012-08-24,-0.2382
2012-08-27,-0.8118
2012-08-28,1.9259
2012-08-29,-0.2834
2012-08-30,-3.316
2012-08-31,3.4787
2012-09-04,0.8523
2012-09-05,2.0657
2012-09-06,3.5419
2012-09-07,1.9546999999999999
2012-09-10,-1.3508
2012-09-11,-0.6625
2012-09-12,4.0462
2012-09-13,2.8632
2012-09-14,2.7005
2012-09-17,0.7686
2012-09-18,0.6022
2012-09-19,-0.9178
2012-09-20,-0.2819
2012-09-21,-1.0905
2012-09-24,-1.4292
2012-09-25,-1.1185
2012-09-26,-2.1785
2012-09-27,-0.0428
2012-09-28,3.4704
2012-10-01,1.2008
2012-10-02,0.6547
2012-10-03,0.1626
2012-10-04,0.5682
2012-10-05,-2.3406000000000002
2012-10-08,-0.2479
2012-10-09,-2.4441
2012-10-10,-0.6794
2012-10-11,-0.5558
2012-10-12,0.086
2012-10-15,-1.5034
2012-10-16,0.6978
2012-10-17,-0.6929
2012-10-18,-2.2678
2012-10-19,-0.7586
2012-10-22,0.045
2012-10-23,-0.4494
2012-10-24,-0.8126
2012-10-25,3.5048
2012-10-26,1.4512
2012-10-31,1.0403
2012-11-01,-1.3299
2012-11-02,-1.0
2012-11-05,-1.3614
2012-11-06,-1.2912
2012-11-07,-4.5557
2012-11-08,-1.7013
2012-11-09,1.4904
2012-11-12,0.9
2012-11-13,-2.0657
2012-11-14,1.9655
2012-11-15,-1.0343
2012-11-16,2.2803
2012-11-19,2.9726
2012-11-20,1.6463999999999999
2012-11-21,-0.3328
2012-11-23,-0.089
2012-11-26,-1.9162
2012-11-27,0.4089
2012-11-28,-0.0905
2012-11-29,0.6341
2012-11-30,-1.8002
2012-12-03,-3.758
2012-12-04,-1.8094999999999999
2012-12-05,1.5518999999999998
2012-12-06,4.9666
2012-12-07,4.4586
2012-12-10,0.1742
2012-12-11,-6.7826
2012-12-12,-0.3731
2012-12-13,2.7622
2012-12-14,-2.6424
2012-12-17,1.357
2012-12-18,-0.3693
2012-12-19,1.9926
2012-12-20,1.4085
2012-12-21,-0.7616
2012-12-24,-0.6321
2012-12-26,-0.0454
2012-12-27,-0.2727
2012-12-28,-0.866
2012-12-31,-0.9655
2013-01-02,6.7549
2013-01-03,1.2394
2013-01-04,-0.1718
2013-01-07,0.0861
2013-01-08,-0.4299
2013-01-09,0.8636
2013-01-10,0.3425
2013-01-11,-1.3652
2013-01-14,0.7353
2013-01-15,0.4294
2013-01-16,-1.8384
2013-01-17,-0.392
2013-01-18,-0.0437
2013-01-22,-0.6562
2013-01-23,0.1761
2013-01-24,1.978
2013-01-25,3.2328
2013-01-28,0.2088
2013-01-29,0.4167
2013-01-30,-2.4481
2013-01-31,2.9775
2013-02-01,2.024
2013-02-04,-1.8622999999999998
2013-02-05,-1.2789
2013-02-06,1.6715
2013-02-07,0.6987
2013-02-08,0.8571
2013-02-11,0.8903
2013-02-12,0.2006
2013-02-13,0.1601
2013-02-14,2.558
2013-02-15,-0.2728
2013-02-19,-10.0821
2013-02-20,3.2595
2013-02-21,-2.7778
2013-02-22,2.1645
2013-02-25,2.0339
2013-02-26,-1.3289
2013-02-27,0.7576
2013-02-28,-3.1328
2013-03-01,0.2587
2013-03-04,0.2581
2013-03-05,4.2471
2013-03-06,-0.2469
2013-03-07,0.7426
2013-03-08,2.0475
2013-03-11,0.4414
2013-03-12,-7.9904
2013-03-13,4.5593
2013-03-14,-0.9967
2013-03-15,-1.1535
2013-03-18,-3.1615
2013-03-19,-1.2708
2013-03-20,1.154
2013-03-21,-1.0531
2013-03-22,1.153
2013-03-25,0.3507
2013-03-26,-0.0437
2013-03-27,2.535
2013-03-28,-1.3639999999999999
2013-04-01,-1.21
2013-04-02,2.0997
2013-04-03,-0.8997
2013-04-04,-1.2538
2013-04-05,-0.3065
2013-04-08,-0.2635
2013-04-09,0.0
2013-04-10,0.6165
2013-04-11,-0.4814
2013-04-12,-0.9191
2013-04-15,-9.4581
2013-04-16,2.7451
2013-04-17,-2.1947
2013-04-18,0.439
2013-04-19,-2.3798
2013-04-22,-0.1493
2013-04-23,1.4449
2013-04-24,5.3536
2013-04-25,16.2704
2013-04-26,0.5613
2013-04-29,2.7113
2013-04-30,-0.0776
2013-05-01,-1.4763
2013-05-02,1.9716
2013-05-03,-0.0387
2013-05-06,1.1605
2013-05-07,2.8681
2013-05-08,0.4461
2013-05-09,-0.2961
2013-05-10,-0.8537
2013-05-13,-1.1606
2013-05-14,1.4394
2013-05-15,1.643
2013-05-16,2.939
2013-05-17,3.5332
2013-05-20,0.8618
2013-05-21,-1.4012
2013-05-22,-3.8475
2013-05-23,-1.8745
2013-05-24,-0.6613
2013-05-28,-0.5178
2013-05-29,0.1115
2013-05-30,1.6339000000000001
2013-05-31,-0.7673
2013-06-03,-0.6259
2013-06-04,-1.8525
2013-06-05,-1.9253
2013-06-06,0.8083
2013-06-07,3.3982
2013-06-10,-1.514
2013-06-11,-2.2497
2013-06-12,-0.2301
2013-06-13,1.7686
2013-06-14,0.1889
2013-06-17,2.9412000000000003
2013-06-18,1.2454
2013-06-19,-1.7728000000000002
2013-06-20,-4.3094
2013-06-21,1.6551
2013-06-24,-1.5524
2013-06-25,2.9231
2013-06-26,2.4664
2013-06-27,-0.7294
2013-06-28,1.5796999999999999
2013-07-01,1.4828000000000001
2013-07-02,-1.283
2013-07-03,-0.7581
2013-07-05,0.2183
2013-07-08,1.6334
2013-07-09,1.2143
2013-07-10,4.0579
2013-07-11,3.0519
2013-07-12,1.1846
2013-07-15,0.0976
2013-07-16,-3.9636
2013-07-17,5.0744
2013-07-18,-0.6439
2013-07-19,1.1017
2013-07-22,0.8333
2013-07-23,-0.0318
2013-07-24,-1.876
2013-07-25,3.0784
2013-07-26,5.0613
2013-07-29,-4.2789
2013-07-30,1.5316999999999998
2013-07-31,0.0924
2013-08-01,3.7218999999999998
2013-08-02,0.1779
2013-08-05,-0.8289
2013-08-06,-0.4478
2013-08-07,-1.7691
2013-08-08,0.7326
2013-08-09,0.1212
2013-08-12,-1.0896
2013-08-13,1.5912
2013-08-14,1.506
2013-08-15,-2.0772
2013-08-16,0.3636
2013-08-19,-2.2343
2013-08-20,1.2044
2013-08-21,-0.1221
2013-08-22,1.7415
2013-08-23,0.4204
2013-08-26,-0.5981
2013-08-27,-3.3093
2013-08-28,0.8401
2013-08-29,-1.2342
2013-08-30,-0.0312
2013-09-03,0.0625
2013-09-04,2.9981
2013-09-05,5.1243
2013-09-06,-1.2403
2013-09-09,2.7161
2013-09-10,-0.4834
2013-09-11,-1.4285999999999999
2013-09-12,-0.2899
2013-09-13,-0.0581
2013-09-16,1.5415999999999999
2013-09-17,0.8021
2013-09-18,2.927
2013-09-19,4.7211
2013-09-20,-3.5328
2013-09-23,0.2733
2013-09-24,2.1532
2013-09-25,-1.6275
2013-09-26,1.329
2013-09-27,-1.4989
2013-09-30,-1.0326
2013-10-01,3.899
2013-10-02,-0.2378
2013-10-03,1.6689
2013-10-04,-0.0782
2013-10-07,-2.3729
2013-10-08,-5.0748
2013-10-09,1.7445
2013-10-10,6.5542
2013-10-11,-0.5191
2013-10-14,0.0783
2013-10-15,0.5996
2013-10-16,1.8658000000000001
2013-10-17,-0.2289
2013-10-18,4.0413
2013-10-21,0.5759
2013-10-22,-0.9016
2013-10-23,0.8114
2013-10-24,-0.5122
2013-10-25,-6.3741
2013-10-28,-0.0786
2013-10-29,-0.9696
2013-10-30,-1.2702
2013-10-31,-1.2061
2013-11-01,3.1742
2013-11-04,-0.8414
2013-11-05,-0.5038
2013-11-06,1.9989
2013-11-07,-5.6964
2013-11-08,0.7204
2013-11-11,1.238
2013-11-12,-1.3315000000000001
2013-11-13,2.1482
2013-11-14,4.179
2013-11-15,-0.2847
2013-11-18,0.6488
2013-11-19,-4.6674
2013-11-20,-2.218
2013-11-21,5.1176
2013-11-22,1.2368000000000001
2013-11-25,0.6759
2013-11-26,2.9951
2013-11-27,-0.7019
2013-11-29,0.3534
2013-12-02,0.805
2013-12-03,-0.549
2013-12-04,0.6148
2013-12-05,2.1823
2013-12-06,-2.5140000000000002
2013-12-09,-0.2504
2013-12-10,0.2008
2013-12-11,-6.2625
2013-12-12,1.9776
2013-12-13,0.131
2013-12-16,0.3141
2013-12-17,0.1565
2013-12-18,2.4486
2013-12-19,0.8899
2013-12-20,1.5373
2013-12-23,3.8719
2013-12-24,0.0717
2013-12-26,2.531
2013-12-27,-0.8384
2013-12-30,-0.9629
2013-12-31,2.3239
2014-01-02,-1.2051
2014-01-03,0.6334
2014-01-06,0.0233
2014-01-07,1.4449
2014-01-08,-2.9405
2014-01-09,4.6627
2014-01-10,-0.4975
2014-01-13,-3.0682
2014-01-14,2.6494999999999997
2014-01-15,-0.9593
2014-01-16,0.9225
2014-01-17,-1.6909999999999998
2014-01-21,1.4877
2014-01-22,-2.2217000000000002
2014-01-23,-4.2633
2014-01-24,-6.9733
2014-01-27,-2.1042
2014-01-28,1.2359
2014-01-29,-6.2102
2014-01-30,4.5274
2014-01-31,-0.5143
2014-02-03,-4.7347
2014-02-04,3.6275
2014-02-05,1.075
2014-02-06,5.3722
2014-02-07,1.6046
2014-02-10,0.484
2014-02-11,1.8251
2014-02-12,0.5477
2014-02-13,-0.2476
2014-02-14,0.0
2014-02-18,2.2834
2014-02-19,-3.3487
2014-02-20,-6.3771
2014-02-21,-1.6895
2014-02-24,-0.5183
2014-02-25,-0.7403
2014-02-26,4.3094
2014-02-27,-0.2119
2014-02-28,-0.4777
2014-03-03,-14.0533
2014-03-04,6.4536
2014-03-05,0.0
2014-03-06,-0.0583
2014-03-07,-3.2371
2014-03-10,0.6028
2014-03-11,-2.6663
2014-03-12,-2.0006
2014-03-13,-8.4171
2014-03-14,4.2181
2014-03-17,-1.2504
2014-03-18,6.7311
2014-03-19,-1.9045
2014-03-20,-3.31
2014-03-21,-1.2179
2014-03-24,-2.8324
2014-03-25,1.749
2014-03-26,-0.7752
2014-03-27,-2.3438
2014-03-28,2.5042999999999997
2014-03-31,2.4432
2014-04-01,4.3061
2014-04-02,-0.9527
2014-04-03,-2.3405
2014-04-04,-1.6415
2014-04-07,-4.8732
2014-04-08,1.8246
2014-04-09,1.7919
2014-04-10,-3.9269
2014-04-11,-1.3037
2014-04-14,-1.7851
2014-04-15,-0.4907
2014-04-16,2.6119
2014-04-17,6.6216
2014-04-21,-1.9365999999999999
2014-04-22,-1.0555
2014-04-23,-2.7529
2014-04-24,-5.5732
2014-04-25,-10.0618
2014-04-28,0.0417
2014-04-29,6.5806000000000004
2014-04-30,3.517
2014-05-01,0.1888
2014-05-02,-0.0377
2014-05-05,1.1685
2014-05-06,0.6334
2014-05-07,0.9626
2014-05-08,2.0902
2014-05-09,1.6522999999999999
2014-05-12,3.4629
2014-05-13,0.888
2014-05-14,1.3879000000000001
2014-05-15,-0.3673
2014-05-16,0.6367
2014-05-19,1.7649
2014-05-20,0.949
2014-05-21,2.4311
2014-05-22,1.5823
2014-05-23,0.3427
2014-05-27,1.6143999999999998
2014-05-28,-2.5359
2014-05-29,0.0313
2014-05-30,-2.413
2014-06-02,1.702
2014-06-03,2.305
2014-06-04,1.7901
2014-06-05,0.5155
2014-06-06,1.7195
2014-06-09,0.8304
2014-06-10,-0.1471
2014-06-11,0.6186
2014-06-12,-0.1756
2014-06-13,-1.085
2014-06-16,0.6522
2014-06-17,0.4124
2014-06-18,0.0733
2014-06-19,-0.9527
2014-06-20,5.2382
2014-06-23,0.1125
2014-06-24,-2.7809
2014-06-25,0.8379
2014-06-26,0.3725
2014-06-27,0.3711
2014-06-30,1.3652
2014-07-01,-1.7677
2014-07-02,-1.0568
2014-07-03,-0.2309
2014-07-07,-3.4144
2014-07-08,-6.3511
2014-07-09,2.8471
2014-07-10,-1.4308
2014-07-11,1.3253
2014-07-14,1.1834
2014-07-15,-1.1388
2014-07-16,-0.8406
2014-07-17,-5.7143
2014-07-18,2.3643
2014-07-21,-3.5784000000000002
2014-07-22,1.8893
2014-07-23,1.8542999999999998
2014-07-24,1.3979
2014-07-25,-2.1161
2014-07-28,-1.2119
2014-07-29,0.9284
2014-07-30,2.661
2014-07-31,-3.104
2014-08-01,0.0
2014-08-04,0.7926
2014-08-05,-3.1127
2014-08-06,-2.3334
2014-08-07,-1.5234999999999999
2014-08-08,1.9691
2014-08-11,0.0345
2014-08-12,-0.5515
2014-08-13,0.6239
2014-08-14,0.0
2014-08-15,-2.1357
2014-08-18,2.2175
2014-08-19,5.7851
2014-08-20,-1.8066
2014-08-21,-1.1769
2014-08-22,-2.4488
2014-08-25,1.2036
2014-08-26,-0.4757
2014-08-27,-0.9218
2014-08-28,-2.3432
2014-08-29,0.3176
2014-09-02,2.216
2014-09-03,5.5058
2014-09-04,-2.3810000000000002
2014-09-05,5.5797
2014-09-08,-0.3481
2014-09-09,-1.5243
2014-09-10,-0.6772
2014-09-11,-1.1688
2014-09-12,3.6794000000000002
2014-09-15,-5.2598
2014-09-16,3.8462
2014-09-17,-3.3172
2014-09-18,-0.9327
2014-09-19,-1.076
2014-09-22,-2.3114
2014-09-23,0.5567
2014-09-24,3.7024
2014-09-25,-1.9019
2014-09-26,0.9184
2014-09-29,-4.8871
2014-09-30,-1.506
2014-10-01,-4.839
2014-10-02,2.0038
2014-10-03,0.2595
2014-10-06,-0.1479
2014-10-07,-3.11
2014-10-08,0.0382
2014-10-09,-2.3682
2014-10-10,-4.3818
2014-10-13,2.6187
2014-10-14,0.9569
2014-10-15,0.4739
2014-10-16,1.3758
2014-10-17,2.0163
2014-10-20,0.3801
2014-10-21,3.8243
2014-10-22,-4.6681
2014-10-23,5.5853
2014-10-24,0.6522
2014-10-27,-1.2239
2014-10-28,4.1545
2014-10-29,-0.7348
2014-10-30,-1.2337
2014-10-31,2.1413
2014-11-03,-2.8302
2014-11-04,-0.1438
2014-11-05,-2.0526
2014-11-06,-2.7206
2014-11-07,0.3401
2014-11-10,0.904
2014-11-11,-1.4931
2014-11-12,0.8526
2014-11-13,-2.3859
2014-11-14,1.8091
2014-11-17,-1.2476
2014-11-18,-0.9954
2014-11-19,-0.5414
2014-11-20,1.6719
2014-11-21,1.9885000000000002
2014-11-24,-0.7499
2014-11-25,-1.6245
2014-11-26,0.2688
2014-11-28,-4.5576
2014-12-01,-3.7721
2014-12-02,-1.0008
2014-12-03,-0.674
2014-12-04,-5.4707
2014-12-05,-1.7048
2014-12-08,-11.319
2014-12-09,3.4997
2014-12-10,-4.8483
2014-12-11,-0.9146
2014-12-12,1.8195999999999999
2014-12-15,-8.4175
2014-12-16,-4.8643
2014-12-17,2.8537
2014-12-18,4.5665
2014-12-19,-0.4975
2014-12-22,0.0
2014-12-23,-0.1111
2014-12-24,-1.7798
2014-12-26,2.8313
2014-12-29,-0.4956
2014-12-30,1.8262
2014-12-31,-2.3913
2015-01-02,2.2829
2015-01-05,-5.2531
2015-01-06,0.7182
2015-01-07,-0.9127
2015-01-08,6.0449
2015-01-09,-0.9772
2015-01-12,-3.1798
2015-01-13,0.1416
2015-01-14,4.043
2015-01-15,-3.6957
2015-01-16,1.4108
2015-01-20,-8.709
2015-01-21,0.64
2015-01-22,5.7541
2015-01-23,-1.5464
2015-01-26,-5.4683
2015-01-27,-0.2462
2015-01-28,-4.9352
2015-01-29,0.1947
2015-01-30,-3.5622
2015-02-02,0.1343
2015-02-03,4.829
2015-02-04,-1.3436
2015-02-05,5.3178
2015-02-06,-0.7389
2015-02-09,-1.5509
2015-02-10,-0.8822
2015-02-11,1.7165
2015-02-12,2.5625
2015-02-13,3.5954
2015-02-17,-2.0588
2015-02-18,1.2012
2015-02-19,0.1187
2015-02-20,0.8299
2015-02-23,-4.468
2015-02-24,0.6154
2015-02-25,0.1223
2015-02-26,1.0385
2015-02-27,-0.5441
2015-03-02,-2.614
2015-03-03,-0.437
2015-03-04,-1.1912
2015-03-05,-1.7766
2015-03-06,-2.261
2015-03-09,-2.9741999999999997
2015-03-10,-3.8147
2015-03-11,2.6558
2015-03-12,0.2415
2015-03-13,1.0323
2015-03-16,-3.2016
2015-03-17,1.9704000000000002
2015-03-18,-0.0345
2015-03-19,-0.1726
2015-03-20,1.1757
2015-03-23,0.7519
2015-03-24,3.5957
2015-03-25,0.0
2015-03-26,-0.5239
2015-03-27,1.7117
2015-03-30,-0.9709
2015-03-31,-0.8824
2015-04-01,3.9894
2015-04-02,2.9802999999999997
2015-04-06,5.7882
2015-04-07,-0.9022
2015-04-08,2.6725
2015-04-09,2.9176
2015-04-10,-0.8338
2015-04-13,-0.028
2015-04-14,0.3925
2015-04-15,13.9347
2015-04-16,2.451
2015-04-17,-1.4833
2015-04-20,-0.2428
2015-04-21,-0.4869
2015-04-22,1.272
2015-04-23,0.2415
2015-04-24,-0.3855
2015-04-27,-1.9352
2015-04-28,-5.2787
2015-04-29,2.474
2015-04-30,-2.2109
2015-05-01,1.7151999999999998
2015-05-04,-1.9417
2015-05-05,1.1724999999999999
2015-05-06,0.9529
2015-05-07,-2.2959
2015-05-08,2.5587
2015-05-11,-1.6802000000000001
2015-05-12,-0.5697
2015-05-13,1.1979
2015-05-14,0.3088
2015-05-15,-2.4628
2015-05-18,1.7885
2015-05-19,-3.1008
2015-05-20,-0.8533
2015-05-21,0.1076
2015-05-22,-0.5911
2015-05-26,-1.7838
2015-05-27,-1.3209
2015-05-28,2.2309
2015-05-29,-1.6367
2015-06-01,0.2219
2015-06-02,4.7316
2015-06-03,-3.9894
2015-06-04,-3.3021
2015-06-05,-0.0569
2015-06-08,-1.8223
2015-06-09,0.6961
2015-06-10,0.2304
2015-06-11,0.2299
2015-06-12,1.0608
2015-06-15,-2.1277
2015-06-16,-0.3478
2015-06-17,-0.2909
2015-06-18,-1.2252
2015-06-19,-0.9451
2015-06-22,-3.0411
2015-06-23,-2.0295
2015-06-24,0.1255
2015-06-25,-0.3135
2015-06-26,-0.566
2015-06-29,-6.1354
2015-06-30,2.5606
2015-07-01,-1.2484
2015-07-02,2.3287
2015-07-06,-3.0559
2015-07-07,0.1341
2015-07-08,-3.081
2015-07-09,2.3497
2015-07-10,0.2701
2015-07-13,3.2323
2015-07-14,0.9132
2015-07-15,-1.81
2015-07-16,1.7117
2015-07-17,2.1036
2015-07-20,-1.87
2015-07-21,0.0646
2015-07-22,-2.195
2015-07-23,0.7261
2015-07-24,-2.7523
2015-07-27,-2.0889
2015-07-28,2.4776
2015-07-29,3.4923
2015-07-30,-6.684
2015-07-31,-3.2684
2015-08-03,-1.8692
2015-08-04,0.8059
2015-08-05,-0.0727
2015-08-06,-3.2
2015-08-07,0.1503
2015-08-10,2.4006
2015-08-11,-3.2234
2015-08-12,-1.1355
2015-08-13,-2.2205
2015-08-14,0.3915
2015-08-17,-2.5741
2015-08-18,-0.2402
2015-08-19,-4.4141
2015-08-20,-3.7782999999999998
2015-08-21,-3.9267
2015-08-24,-7.5386
2015-08-25,3.7819000000000003
2015-08-26,2.6029
2015-08-27,11.4391
2015-08-28,2.2351
2015-08-31,-1.2146
2015-09-01,-4.0164
2015-09-02,0.1708
2015-09-03,0.0853
2015-09-04,-2.0443
2015-09-08,0.087
2015-09-09,-1.5638999999999998
2015-09-10,1.0591
2015-09-11,-1.5721
2015-09-14,6.921
2015-09-15,1.5768
2015-09-16,8.8235
2015-09-17,-1.6517
2015-09-18,-4.6565
2015-09-21,-2.3219
2015-09-22,-5.1639
2015-09-23,-3.5436
2015-09-24,-2.7778
2015-09-25,-1.4747
2015-09-28,-3.6483
2015-09-29,4.5631
2015-09-30,-0.3714
2015-10-01,0.0
2015-10-02,5.6850000000000005
2015-10-05,7.9365
2015-10-06,-2.1242
2015-10-07,-1.2521
2015-10-08,1.437
