ticker,MERC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.7568
2000-01-04,-8.8608
2000-01-05,11.1111
2000-01-06,11.25
2000-01-07,7.8652
2000-01-10,13.5417
2000-01-11,-6.422
2000-01-12,-6.8627
2000-01-13,2.1053
2000-01-14,1.0309
2000-01-18,-1.0204
2000-01-19,5.1546
2000-01-20,9.3137
2000-01-21,-6.2780000000000005
2000-01-24,-1.9139
2000-01-25,-2.439
2000-01-26,-1.0
2000-01-27,2.0202
2000-01-28,-4.9505
2000-01-31,3.125
2000-02-01,-2.5253
2000-02-02,1.5544
2000-02-03,0.0
2000-02-04,1.0204
2000-02-07,-1.0101
2000-02-08,6.1224
2000-02-09,4.8077
2000-02-10,20.1835
2000-02-11,-5.3435
2000-02-14,4.8387
2000-02-15,10.7692
2000-02-16,-6.25
2000-02-17,2.2222
2000-02-18,2.8986
2000-02-22,-2.1127
2000-02-23,-1.4388
2000-02-24,-5.8394
2000-02-25,0.7752
2000-02-28,-1.5385
2000-02-29,0.3906
2000-03-01,-0.7782
2000-03-02,0.3922
2000-03-03,0.0
2000-03-06,1.5625
2000-03-07,-4.6154
2000-03-08,0.8065
2000-03-09,-6.4
2000-03-10,5.9829
2000-03-13,0.8065
2000-03-14,-2.4
2000-03-15,3.2787
2000-03-16,9.5238
2000-03-17,-2.8986
2000-03-20,1.4925
2000-03-21,-5.8824
2000-03-22,5.4688
2000-03-23,3.7037
2000-03-24,2.8571
2000-03-27,-4.8611
2000-03-28,1.4599
2000-03-29,-6.4748
2000-03-30,-1.5385
2000-03-31,0.0
2000-04-03,-6.25
2000-04-04,5.0
2000-04-05,0.0
2000-04-06,3.1746
2000-04-07,-4.6154
2000-04-10,5.6452
2000-04-11,-3.0534
2000-04-12,7.0866
2000-04-13,0.0
2000-04-14,-8.4559
2000-04-17,-1.2048
2000-04-18,10.5691
2000-04-19,1.4706000000000001
2000-04-20,0.0
2000-04-24,-7.971
2000-04-25,0.7874
2000-04-26,2.3438
2000-04-27,-0.7634
2000-04-28,1.5385
2000-05-01,-3.0303
2000-05-02,7.0313
2000-05-03,-3.6496
2000-05-04,1.5152
2000-05-05,-2.2388
2000-05-08,0.7634
2000-05-09,-0.7576
2000-05-10,0.7634
2000-05-11,15.9091
2000-05-12,1.9607999999999999
2000-05-15,-3.8462
2000-05-16,-0.6667
2000-05-17,0.6711
2000-05-18,-0.6667
2000-05-19,4.698
2000-05-22,-1.9231
2000-05-23,-3.268
2000-05-24,-2.7027
