ticker,ILUS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-11-27,219.797
2012-11-28,3.8095
2012-11-29,-10.3976
2012-11-30,15.1877
2012-12-03,-8.4444
2012-12-04,-19.377
2012-12-05,4.7667
2012-12-06,-3.8314
2012-12-07,-1.5936
2012-12-10,-63.1579
2012-12-12,-58.3791
2012-12-13,-25.0825
2012-12-14,-4.185
2012-12-17,-60.9195
2012-12-18,148.2353
2012-12-19,-12.7962
2012-12-20,-13.0435
2012-12-21,-27.5
2012-12-24,8.1897
2012-12-26,1.992
2012-12-27,-11.3281
2012-12-28,-3.9648
2012-12-31,-4.5872
2013-01-02,32.2115
2013-01-03,-9.0909
2013-01-04,-8.4
2013-01-07,-6.5502
2013-01-08,-10.2804
2013-01-09,0.0
2013-01-10,-1.0417
2013-01-11,-4.7368
2013-01-14,4.4199
2013-01-15,-2.6455
2013-01-16,-11.9565
2013-01-17,-6.1728
2013-01-18,-9.2105
2013-01-22,25.3623
2013-01-23,-12.1387
2013-01-24,7.2368
2013-01-25,22.6994
2013-01-28,-13.0
2013-01-29,-8.046
2013-01-30,3.125
2013-01-31,-7.8788
2013-02-01,0.0
2013-02-04,-7.2368
2013-02-05,-5.6738
2013-02-06,8.2707
2013-02-07,-7.6389
2013-02-08,-6.015
2013-02-11,-12.0
2013-02-12,0.0
2013-02-13,28.1818
2013-02-14,-11.3475
2013-02-15,-8.0
2013-02-19,-4.3478
2013-02-20,3.6364
2013-02-21,-1.7544
2013-02-22,0.0
2013-02-25,-8.9286
2013-02-26,-2.9412000000000003
2013-02-27,-5.0505
2013-02-28,-11.7021
2013-03-01,3.6145
2013-03-04,-4.6512
2013-03-05,20.7317
2013-03-06,-17.1717
2013-03-07,0.0
2013-03-08,-6.0976
2013-03-11,-0.2597
2013-03-12,-33.3333
2013-03-13,6.25
2013-03-14,-27.9412
2013-03-15,-1.2245
2013-03-18,3.3058
2013-03-19,0.8
2013-03-20,-3.1746
2013-03-21,47.541
2013-03-22,-11.1111
2013-03-25,12.5
2013-03-26,-5.5556
2013-03-27,0.0
2013-03-28,0.0
2013-04-01,-5.8824
2013-04-02,-12.5
2013-04-03,-7.1429
2013-04-04,0.0
2013-04-05,0.0
2013-04-08,-3.8462
2013-04-09,0.0
2013-04-10,0.0
2013-04-11,0.0
2013-04-12,0.0
2013-04-15,-12.8
2013-04-16,0.0
2013-04-17,14.6789
2013-04-18,-4.0
2013-04-19,0.0
2013-04-22,0.0
2013-04-23,-16.6667
