ticker,FVCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-15,13.3333
2014-01-17,5.8824
2014-01-21,0.0
2014-01-30,-5.5556
2014-05-08,-1.4706000000000001
2014-05-14,0.0
2014-06-12,-10.4478
2014-08-18,10.0
2014-09-15,-9.0909
2014-11-04,16.9333
2014-12-04,-11.6306
2014-12-08,0.0
2015-01-12,0.0
2015-01-13,-1.6129
2015-01-15,1.3115
2015-02-02,0.3236
2015-02-05,0.0
2015-02-06,0.0
2015-02-27,9.6129
2015-03-05,5.9447
2015-03-16,-9.7222
2015-03-23,0.3077
2015-04-02,4.2945
2015-04-07,-2.6471
2015-04-10,0.9063
2015-04-22,7.7844
2015-04-24,-5.5556
2015-04-27,5.8824
2015-04-29,-5.5556
2015-04-30,41.1765
2015-05-06,-30.4167
2015-05-08,0.2994
2015-05-15,8.209
2015-05-18,0.0
2015-06-02,-2.7586
2015-06-05,2.8369
2015-06-17,0.7241
2015-06-18,-2.0883
2015-06-22,1.4685000000000001
2015-06-24,0.9649
2015-06-25,4.0956
2015-06-29,-1.6393
2015-07-07,0.3333
2015-07-13,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-07-21,1.3289
2015-07-23,-0.9836
2015-07-27,0.0
2015-07-28,0.6623
2015-07-29,0.6579
2015-08-03,0.6536
2015-08-04,0.0
2015-08-06,0.6494
2015-08-07,0.0
2015-08-11,1.9355
2015-08-12,1.2658
2015-08-13,9.375
2015-08-14,3.4286
2015-08-26,-7.1823
2015-09-01,-0.2976
2015-09-02,1.4925
2015-09-03,2.6471
2015-09-09,0.2865
2015-09-15,-0.0571
2015-09-22,0.0572
2015-09-28,-2.8571
2015-09-29,-1.3529
2015-10-08,1.3715
2015-10-13,-1.7647
2015-10-15,-0.5988
2015-10-21,-0.6024
2015-10-22,1.2121
2015-10-23,0.0
2015-10-26,0.5988
2015-10-27,0.0
2015-10-28,-0.5952
2015-11-03,1.7964
2015-11-06,0.0
2015-11-10,-1.1764999999999999
2015-11-13,0.0
2015-11-17,1.1905000000000001
2015-11-19,-0.2941
2015-11-20,0.295
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.5882
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,1.1696
2015-12-08,-1.4451
2015-12-09,0.8798
2015-12-15,0.2907
2015-12-16,-0.2899
2015-12-17,0.8721
2015-12-21,-0.2882
2015-12-23,0.578
2015-12-24,-0.5747
2015-12-30,-0.289
2016-01-06,0.0
2016-01-08,0.5797
