ticker,ITIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.8115999999999999
2000-01-04,-1.4235
2000-01-05,3.2491
2000-01-06,-2.0979
2000-01-10,-2.1429
2000-01-11,0.7299
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,-0.7246
2000-01-18,0.7299
2000-01-19,0.7246
2000-01-20,-2.1583
2000-01-21,5.1471
2000-01-24,-6.2937
2000-01-25,2.9851
2000-01-26,0.7246
2000-01-27,2.1583
2000-01-31,-4.2254
2000-02-01,-1.4706000000000001
2000-02-02,-1.4925
2000-02-04,0.0
2000-02-07,-8.3333
2000-02-08,-10.7438
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,-3.7037
2000-02-14,-7.6923
2000-02-15,-2.0833
2000-02-16,6.383
2000-02-17,-4.0
2000-02-18,0.0
2000-02-22,-2.0833
2000-02-23,2.1277
2000-02-24,-4.1667
2000-02-25,15.2174
2000-02-28,-12.9811
2000-02-29,2.1739
2000-03-01,2.1277
2000-03-02,0.0
2000-03-03,2.0833
2000-03-06,-2.0408
2000-03-07,2.0833
2000-03-09,-2.0408
2000-03-10,-6.25
2000-03-13,0.0
2000-03-14,2.2222
2000-03-15,0.0
2000-03-16,-4.3478
2000-03-17,2.2727
2000-03-20,-6.6667
2000-03-21,3.5714
2000-03-23,1.1494
2000-03-27,-6.8182
2000-03-28,21.9512
2000-03-29,4.0
2000-03-30,-1.9231
2000-03-31,3.9215999999999998
2000-04-03,-7.5472
2000-04-04,0.0
2000-04-05,4.0816
2000-04-06,-1.9607999999999999
2000-04-07,0.0
2000-04-10,0.0
2000-04-12,-4.0
2000-04-13,3.6458
2000-04-14,-9.5477
2000-04-17,-2.2222
2000-04-18,2.2727
2000-04-19,-2.2222
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,2.2727
2000-04-26,-2.2222
2000-04-27,4.5455
2000-04-28,-6.5217
2000-05-02,-8.7209
2000-05-03,4.4586
2000-05-04,-2.439
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,0.0
2000-05-11,2.5
2000-05-15,7.3171
2000-05-16,0.0
2000-05-17,-6.8182
2000-05-18,0.0
2000-05-19,4.878
2000-05-22,-3.4884
2000-05-23,1.2048
2000-05-24,-2.3810000000000002
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,2.7317
2000-05-31,0.0
2000-06-01,2.3810000000000002
2000-06-02,6.9767
2000-06-05,-8.6957
2000-06-06,3.5714
2000-06-20,-2.2989
2000-06-22,0.0
