ticker,ITRM US Equity
2018-10-16,-3.0945
2018-10-17,2.521
2018-10-18,6.3934
2018-10-19,-2.4653
2018-10-22,-8.8468
2018-10-23,1.3865
2018-10-24,-1.7094
2018-10-25,7.8261
2018-10-26,0.6452
2018-10-29,-3.8462
2018-10-30,3.8333
2018-10-31,-2.1669
2018-11-01,-0.4102
2018-11-02,-0.3295
2018-11-05,-0.4959
2018-11-06,-3.3223
2018-11-07,3.4364
2018-11-08,-1.3289
2018-11-09,-3.367
2018-11-12,0.1742
2018-11-13,3.1304
2018-11-14,-10.4553
2018-11-15,7.3446
2018-11-16,1.9316
2018-11-19,-8.0911
2018-11-20,6.5543
2018-11-21,8.9631
2018-11-23,-2.6612999999999998
2018-11-26,6.7109
2018-11-27,1.3975
2018-11-28,-0.6126
2018-11-29,-1.2327
2018-11-30,-2.1841
2018-12-03,-4.9442
2018-12-04,18.4564
2018-12-06,5.8074
2018-12-07,5.7564
2018-12-10,-2.0177
2018-12-11,-4.4002
2018-12-12,-0.2703
2018-12-13,2.3035
2018-12-14,-3.5762
2018-12-17,2.4615
2018-12-18,-3.2068
2018-12-19,-3.0471
2018-12-20,-8.7143
2018-12-21,-15.8059
2018-12-24,-0.7435
2018-12-26,6.367
2018-12-27,-1.037
2018-12-28,-2.1544
2018-12-31,-8.9091
2019-01-02,14.7705
2019-01-03,-4.3478
2019-01-04,9.0891
2019-01-07,-5.1651
2019-01-08,2.5606
2019-01-09,-1.6399
2019-01-10,2.0906
2019-01-11,3.7542999999999997
2019-01-14,-5.7566
2019-01-15,0.6981
2019-01-16,1.3865
2019-01-17,1.0427
2019-01-18,0.653
2019-01-22,8.2426
2019-01-23,4.9689
2019-01-24,-0.5917
2019-01-25,1.9344999999999999
2019-01-28,0.0
2019-01-29,-8.1752
2019-01-30,6.9952
2019-01-31,-8.7667
2019-02-01,5.8648
2019-02-04,-3.6938
2019-02-05,0.639
2019-02-06,1.6667
2019-02-07,-2.5761
2019-02-08,-3.5256
2019-02-11,1.495
2019-02-12,-1.8003
2019-02-13,-0.0017
2019-02-14,0.0017
2019-02-15,-3.3333
2019-02-19,0.2586
2019-02-20,-0.5434
2019-02-21,-0.0588
2019-02-22,-2.9412000000000003
2019-02-25,-1.9607999999999999
2019-02-26,-1.2727
2019-02-27,4.2357
2019-02-28,0.1767
2019-03-01,-2.2928
2019-03-04,-2.0758
2019-03-05,-1.1982
2019-03-06,0.3731
2019-03-07,-3.1599
2019-03-08,-3.6468
2019-03-11,-2.7888
2019-03-12,2.2541
2019-03-13,-1.8035999999999999
2019-03-14,5.3061
2019-03-15,5.0388
2019-03-18,3.321
2019-03-19,23.2143
2019-03-20,-1.4493
2019-03-21,11.7647
2019-03-22,-4.3421
2019-03-25,10.1788
2019-03-26,2.015
2019-03-27,-2.0976
2019-03-28,1.335
2019-03-29,-2.2808
2019-04-01,1.617
2019-04-02,6.6311
2019-04-03,-0.3938
2019-04-04,-2.2222
2019-04-05,8.8517
2019-04-08,-5.1648
2019-04-09,5.2584
2019-04-10,0.1783
2019-04-11,-4.3956
2019-04-12,1.9276
2019-04-15,-3.6954000000000002
2019-04-16,-0.4508
2019-04-17,0.3352
2019-04-18,-4.1032
2019-04-23,-0.2127
2019-04-24,-0.6444
2019-04-25,-0.1233
2019-04-26,-0.2469
2019-04-29,-0.7426
2019-04-30,0.9975
2019-05-01,-0.8642
2019-05-02,-7.8456
2019-05-03,-1.8919000000000001
2019-05-06,1.3774
2019-05-07,-0.6793
2019-05-08,6.7031
2019-05-09,-6.2821
2019-05-10,-4.104
2019-05-13,0.0
2019-05-14,3.4237
2019-05-15,-0.6897
2019-05-16,1.9444
2019-05-17,-3.5422000000000002
2019-05-20,-0.7062
2019-05-21,0.2831
2019-05-22,-7.6583
2019-05-23,-3.2258
2019-05-24,-0.6349
2019-05-28,7.8115
2019-05-31,-7.2455
2019-06-03,-2.6869
2019-06-04,2.7611
2019-06-05,13.8978
2019-06-06,0.0
2019-06-07,-9.5372
2019-06-10,7.7519
2019-06-11,-3.3094
2019-06-12,1.9344999999999999
2019-06-13,-1.5883
2019-06-14,9.4761
2019-06-17,-4.336
2019-06-18,-3.6827
2019-06-19,-4.7059
2019-06-20,1.8519
2019-06-21,2.4242
2019-06-24,-0.1479
2019-06-25,-9.7778
2019-06-26,2.6273
2019-06-27,4.4368
2019-06-28,5.4035
2019-07-01,-7.7035
2019-07-02,2.6929
2019-07-03,1.8249
2019-07-08,-1.8072
2019-07-09,0.4601
2019-07-10,-0.7267
2019-07-11,-0.4983
2019-07-12,2.6012
2019-07-15,1.2307
2019-07-16,-3.4226
2019-07-17,0.1525
2019-07-18,2.7708
2019-07-19,0.0
2019-07-22,-0.2545
2019-07-23,-3.0452
2019-07-24,0.9737
2019-07-25,-2.3455
2019-07-26,2.0408
2019-07-29,-0.7692
2019-07-30,2.0155
2019-07-31,-0.4559
2019-08-01,0.6107
2019-08-02,-0.1517
2019-08-05,0.304
2019-08-06,-1.5152
2019-08-07,0.0
2019-08-08,4.3077
2019-08-09,0.295
2019-08-12,1.7647
2019-08-13,10.5477
2019-08-14,-11.0446
2019-08-15,-1.5430000000000001
2019-08-16,0.8955
2019-08-19,1.3314
2019-08-20,-2.1898
2019-08-21,-3.1343
2019-08-22,-0.9245
2019-08-23,-0.311
2019-08-26,-0.312
2019-08-27,-1.7214
2019-08-28,-0.7962
2019-08-29,0.8026
2019-08-30,-0.4602
2019-09-03,0.1296
2019-09-04,0.2205
2019-09-05,-2.2796
2019-09-06,13.54
2019-09-09,-8.908
2019-09-10,-0.8391
2019-09-11,-0.4072
2019-09-12,7.8068
2019-09-13,-7.4074
2019-09-16,3.2
2019-09-17,0.6202
2019-09-18,-1.2327
2019-09-19,-1.5601
2019-09-20,-0.1585
2019-09-23,0.1587
2019-09-24,-1.7433
2019-09-25,0.9806
2019-09-26,-2.7281
2019-09-27,-2.1346
2019-09-30,-3.1879
2019-10-01,3.1629
2019-10-02,0.63
2019-10-03,-4.8414
2019-10-04,-10.8772
2019-10-07,-5.5118
2019-10-08,-4.5833
2019-10-09,-6.1135
2019-10-10,4.4186
2019-10-11,-3.5635
2019-10-14,-10.3926
2019-10-15,0.7732
2019-10-16,1.023
2019-10-17,0.2532
2019-10-18,-15.1515
2019-10-21,8.9286
2019-10-22,-1.6393
2019-10-23,-1.9444
2019-10-24,-0.8499
2019-10-25,-0.5714
2019-10-28,0.2874
2019-10-29,0.2865
2019-10-30,-17.4286
2019-10-31,-6.5744
2019-11-01,1.8519
2019-11-04,-0.7273
2019-11-05,2.9304
2019-11-06,-6.7616
2019-11-07,-14.8855
2019-11-08,12.1076
2019-11-11,-8.0
2019-11-12,5.6522
2019-11-13,-0.6914
2019-11-14,-11.3211
2019-11-15,4.6729
2019-11-18,5.9732
2019-11-19,-9.0067
2019-11-20,-4.1667
2019-11-21,-17.8841
2019-11-22,14.1311
2019-11-25,0.0
2019-11-26,8.2474
2019-11-27,9.2667
2019-11-29,4.1227
2019-12-02,9.6601
2019-12-03,20.229
2019-12-04,-12.6984
2019-12-05,29.0909
2019-12-06,-7.6056
2019-12-09,21.3415
2019-12-10,21.8593
2019-12-11,-35.6701
2019-12-12,-7.0513
2019-12-13,-0.6897
2019-12-16,-7.6389
2019-12-17,-11.2782
2019-12-18,2.1186
2019-12-19,19.917
2019-12-20,-8.0138
2019-12-23,-4.4538
2019-12-24,-1.9685000000000001
2019-12-26,-2.4096
2019-12-27,95.4733
2019-12-30,-2.5263
2019-12-31,-2.8078
2020-01-02,-3.1111
2020-01-03,0.4587
2020-01-06,3.653
2020-01-07,0.4405
2020-01-08,-1.3158
2020-01-09,-4.6667
2020-01-10,-6.2937
2020-01-13,0.0
2020-01-14,0.2488
2020-01-15,8.4367
2020-01-16,2.0595
2020-01-17,-26.009
2020-01-21,-10.9091
2020-01-22,-6.4626
2020-01-23,-0.7273
2020-01-24,0.7326
2020-01-27,-2.9091
2020-01-28,-7.1161
2020-01-29,7.2581
2020-01-30,-5.6391
2020-01-31,-7.5697
2020-02-03,1.7241
2020-02-04,-3.8136
2020-02-05,13.2159
2020-02-06,-2.9183
2020-02-07,-0.6012
2020-02-10,6.4516
2020-02-11,-3.0303
2020-02-12,0.3984
2020-02-13,3.4511
2020-02-14,-0.8537
2020-02-18,0.1441
2020-02-19,10.9621
2020-02-20,2.41
2020-02-21,1.0
2020-02-24,0.9901
2020-02-25,2.9412000000000003
2020-02-26,-6.9841
2020-02-27,-2.0478
2020-02-28,-16.3763
2020-03-02,-4.1667
2020-03-03,4.3478
2020-03-04,-0.4167
2020-03-05,1.6736
2020-03-06,-4.1152
2020-03-09,0.7425
2020-03-10,-12.4526
2020-03-11,-1.2165
2020-03-12,-9.8522
2020-03-13,4.918
2020-03-16,-19.2708
2020-03-17,7.7677
2020-03-18,-0.0239
2020-03-19,4.7904
2020-03-20,2.8571
2020-03-23,4.4444
2020-03-24,12.766
2020-03-25,13.2075
2020-03-26,16.0917
2020-03-27,0.1364
2020-03-30,0.3584
2020-03-31,-3.2143
2020-04-01,-0.738
2020-04-02,-1.8587
2020-04-03,-1.5152
2020-04-06,1.9231
2020-04-07,0.9434
2020-04-08,4.2991
2020-04-09,3.5842
2020-04-13,-2.7682
2020-04-14,0.7117
2020-04-15,-2.6502
2020-04-16,-16.1525
2020-04-17,7.1299
2020-04-20,4.2551
2020-04-21,5.6202
2020-04-22,-7.156
2020-04-23,0.7905
2020-04-24,4.7059
2020-04-27,6.7416
2020-04-28,15.4386
2020-04-29,3.9514
2020-04-30,2.3392
2020-05-01,5.7143
2020-05-04,-4.4595
2020-05-05,2.4045
2020-05-06,-4.4199
2020-05-07,-2.6012
2020-05-08,3.2641
2020-05-11,-2.3017
2020-05-12,6.1796
2020-05-13,-5.5402000000000005
2020-05-14,2.6393
2020-05-15,-1.7143000000000002
2020-05-18,0.2907
2020-05-19,26.9565
2020-05-20,-10.274000000000001
2020-05-21,2.799
2020-05-22,-7.1782
2020-05-26,9.6
2020-05-27,-2.1898
2020-05-28,7.2139
2020-05-29,-2.3202
2020-06-01,-59.62
2020-06-02,-4.7059
2020-06-03,-8.0247
2020-06-04,0.0
2020-06-05,2.6846
2020-06-08,3.9215999999999998
2020-06-09,5.0314
2020-06-10,0.5988
2020-06-11,-13.6905
2020-06-12,2.069
2020-06-15,4.0541
2020-06-16,-2.5974
2020-06-17,1.3333
2020-06-18,2.6316
2020-06-19,-3.2051
2020-06-22,5.298
2020-06-23,0.0
2020-06-24,-4.4025
2020-06-25,0.3289
2020-06-26,0.3279
2020-06-29,-7.1895
2020-06-30,-16.1972
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,-0.8403
2020-07-07,3.3898
2020-07-08,-1.6393
2020-07-09,-1.6667
2020-07-10,0.0
2020-07-13,-4.2373
2020-07-14,-11.5044
2020-07-15,6.0
2020-07-16,1.8868
2020-07-17,1.8519
2020-07-20,-3.6364
2020-07-21,15.0943
2020-07-22,-8.1967
2020-07-23,2.2321
2020-07-24,-1.31
2020-07-27,0.885
2020-07-28,-3.5088
2020-07-29,-3.6364
2020-07-30,-0.9434
2020-07-31,-0.9524
