ticker,CNRR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-01,-10.0
2013-02-26,0.0
2013-03-11,37.037
2013-03-13,-13.5135
2013-03-28,-6.25
2013-04-01,0.0
2013-07-30,16.6667
2013-08-15,14.2857
2013-09-03,-12.5
2013-09-19,-14.2857
2013-10-10,0.0
2013-12-04,-33.3333
2013-12-11,0.0
2013-12-12,7.0
2014-01-27,-11.215
2014-02-27,-15.7895
2014-04-03,25.0
2014-04-04,25.0
2014-04-11,0.0
2014-04-23,-20.0
2014-04-29,50.0
2014-05-20,-33.3333
2014-05-27,25.0
2014-05-28,12.0
2014-06-12,7.1429
2014-06-19,133.3333
2014-06-20,0.0
2014-07-10,42.8571
2014-07-11,80.0
2014-07-16,11.1111
2014-07-28,-50.0
2014-07-30,-74.0
2014-07-31,92.3077
2014-08-08,100.0
2014-08-11,75.0
2014-08-12,-51.4286
2014-08-15,105.8824
2014-08-18,-42.8571
2014-08-19,-20.0
2014-08-21,-6.25
2014-08-26,6.6667
2014-08-28,-31.25
2014-09-03,-18.1818
2014-09-11,77.7778
2014-09-25,-11.25
2014-09-30,14.0845
2014-10-14,-1.2346
2014-10-15,-12.5
2014-10-16,0.0
2014-10-23,17.1429
2014-10-27,0.0
2014-10-28,0.0
2014-11-14,-37.8049
2014-11-25,-1.9607999999999999
2014-12-04,2.0
2015-05-22,-11.7647
2015-07-08,-11.1111
2015-08-06,0.0
2015-09-03,-25.0
2015-11-03,-33.3333
2015-12-08,-25.0
2015-12-15,0.0
2016-05-31,0.0
2016-06-14,33.3333
2016-06-15,-50.0
2016-06-16,-40.0
2016-06-17,-16.6667
2016-06-20,80.0
2016-06-21,-72.2222
2016-06-22,96.0
2016-06-23,-38.7755
2016-06-27,-33.3333
2016-06-28,-10.0
2016-06-30,-22.2222
2016-07-05,7.1429
2016-07-06,-16.6667
2016-07-12,4.0
2016-07-27,53.8462
2016-08-04,10.0
2016-08-10,4.5455
2016-08-15,-13.0435
2016-08-18,50.0
2016-09-12,26.6667
2016-09-14,3.9474
2016-09-19,8.8608
2016-09-20,-18.6047
2016-09-21,8.5714
2016-09-27,0.0
2016-09-29,0.0
2016-10-10,0.0
2016-10-12,0.0
2016-10-14,0.0
2016-10-18,5.2632
2016-10-21,10.0
2016-10-24,0.0
2016-10-25,-9.0909
2016-10-31,10.0
2016-11-01,0.0
2016-11-02,2.2727
2016-11-04,33.3333
2016-11-10,30.0
2016-11-14,12.3397
2016-11-15,2.7104
2016-11-17,-33.3333
2016-11-18,50.0
2016-11-21,0.0
2016-11-22,-33.3333
2016-11-29,55.0
2016-11-30,7.5269
2016-12-01,20.0
2016-12-05,-45.8333
2016-12-07,-23.0769
2016-12-09,104.0
2016-12-19,-41.1765
2016-12-29,0.0
2017-01-04,0.0
2017-04-18,-8.3333
2017-05-23,-27.2727
2017-06-01,0.0
2017-06-05,-16.7188
2017-08-30,50.0938
2017-09-19,20.0
2017-10-16,16.6667
2017-10-19,-14.2857
2017-11-01,0.0
2017-11-06,46.6667
2017-11-07,2.2727
2017-11-22,-29.9444
2018-01-08,42.7439
2018-01-11,3.5556
2018-01-18,-3.4335
2018-01-25,-22.2222
2018-01-29,-14.2857
2018-02-28,0.0
2018-03-01,0.0
2018-03-21,-16.6667
2018-04-09,0.0
2018-04-10,-20.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-23,0.0
2018-04-30,25.0
2018-05-10,-20.0
2018-05-18,2.5
2018-05-30,-2.439
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-07-25,12.5
2018-08-29,0.0
2018-09-04,-6.6667
2018-09-05,-4.7619
2018-09-14,-10.5
2018-09-17,0.0
2018-09-24,11.7318
2018-09-25,2.5
2018-09-26,-2.439
2018-09-27,25.0
2018-12-19,-25.0
2019-01-10,0.0
2019-03-05,0.0
2019-03-11,-6.6667
2019-03-18,7.1429
2019-04-03,6.6667
2019-04-15,-12.5
2019-04-18,42.8571
2019-04-22,-30.0
2019-05-17,14.2857
2019-05-20,100.0
2019-05-21,-12.5
2019-05-22,-14.2857
2019-05-23,0.0
2019-05-24,0.0
2019-07-17,-16.6667
2019-08-23,0.0
2019-08-26,-20.0
2019-08-27,0.0
2019-10-03,0.0
2019-10-08,-25.0
2019-12-04,0.0
2019-12-10,33.3333
2019-12-24,0.0
2019-12-27,-22.5
2019-12-30,29.0323
2020-01-28,0.0
2020-03-04,12.5
2020-04-01,11.1111
2020-05-07,-38.0
2020-06-17,29.0323
2020-06-18,62.5
2020-06-22,-53.8462
2020-06-25,57.3333
2020-06-30,3.3898
2020-07-06,-48.7705
2020-07-10,95.2
2020-07-31,-7.7869
