ticker,STZU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-10-29,0.0
2002-11-20,0.0
2002-12-11,700.0
2002-12-23,-87.5
2003-04-15,0.0
2003-04-22,79900.0
2003-04-25,0.0
2003-05-15,-99.875
2003-06-10,0.0
2003-09-08,0.0
2004-01-22,0.0
2004-03-08,0.0
2004-03-26,0.0
2004-04-12,0.0
2004-06-21,0.0
2004-10-04,0.0
2004-11-15,0.0
2004-12-02,0.0
2004-12-31,0.0
2005-04-15,0.0
2005-04-22,3900.0
2005-05-16,0.0
2005-07-08,0.0
2005-07-14,0.0
2005-07-25,0.0
2005-08-17,0.0
2005-08-25,0.0
2005-10-06,-97.5
2005-10-18,3900.0
2005-10-25,0.0
2005-12-05,0.0
2006-01-18,0.0
2006-01-26,0.0
2006-02-06,300.0
2006-02-09,50.0
2006-02-14,-66.6667
2006-02-17,0.0
2006-03-02,0.0
2006-04-10,10.0
2006-04-11,-9.0909
2006-04-26,20.0
2006-04-27,-16.6667
2006-05-02,50.0
2006-05-10,-20.0
2006-05-23,0.0
2006-06-01,0.0
2006-06-07,0.0
2006-06-28,0.0
2006-06-30,0.0
2006-07-28,0.0
2006-09-19,0.0
2006-09-22,0.0
2006-09-28,0.0
2006-10-02,0.0
2006-10-03,0.0
2006-10-13,0.0
2006-10-17,0.0
2006-10-27,0.0
2006-10-30,0.0
2006-11-17,0.0
2006-11-27,0.0
2006-12-08,0.0
2006-12-12,0.0
2006-12-13,0.0
2006-12-14,0.0
2006-12-29,0.0
2007-01-19,0.0
2007-01-25,0.0
2007-03-15,0.0
2007-03-29,0.0
2007-04-05,0.0
2007-04-12,0.0
2007-04-16,0.0
2007-05-02,0.0
2007-05-03,0.0
2007-05-29,8.3333
2007-05-31,0.0
2007-06-04,0.0
2007-06-18,15.3846
2007-08-21,66.6667
2007-09-04,-60.0
2007-09-12,0.0
2007-09-26,0.0
2007-11-02,200.0
2007-11-05,-66.6667
2007-11-08,0.0
2007-11-21,0.0
2007-11-28,30.0
2007-12-05,-23.0769
2007-12-07,30.0
2007-12-20,-23.0769
2007-12-24,-50.0
2007-12-27,60.0
2007-12-28,-37.5
2008-01-03,60.0
2008-02-25,25.0
2008-02-26,-20.0
2008-02-29,0.0
2008-04-18,-37.5
2008-04-21,0.0
2008-05-08,0.0
2008-05-13,0.0
2008-05-23,0.0
2008-06-26,0.0
2008-07-09,200.0
2008-07-25,0.0
2008-09-12,-66.6667
2008-10-08,0.0
2008-12-01,0.0
2008-12-11,0.0
