ticker,TSNI US Equity
2010-04-23,-5.5556
2010-04-26,5.2941
2010-04-27,-6.1453
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,-10.7143
2010-05-03,0.0
2010-05-04,13.3333
2010-05-05,1.1764999999999999
2010-05-06,10.4651
2010-05-07,0.0
2010-05-10,-10.526299999999999
2010-05-11,1.1764999999999999
2010-05-12,-12.7907
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,13.3333
2010-05-26,-5.8824
2010-05-27,-12.5
2010-06-01,-7.1429
2010-06-04,15.3846
2010-06-07,0.0
2010-06-08,0.0
2010-06-10,0.0
2010-06-14,0.0
2010-06-16,9.3333
2010-06-17,-14.6341
2010-06-18,-7.1429
2010-06-21,15.3846
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,-6.6667
2010-06-28,7.1429
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-12,0.0
2010-07-13,8.3333
2010-07-15,0.0
2010-07-22,0.0
2010-07-27,0.0
2010-08-05,-3.0769
2010-08-09,-4.7619
2010-08-11,0.0
2010-08-13,-41.6667
2010-08-16,14.2857
2010-08-18,-7.5
2010-08-19,0.0
2010-08-20,-45.4054
2010-08-24,107.9208
2010-08-25,0.0
2010-08-27,-54.7619
2010-08-30,110.5263
2010-09-01,-20.0
2010-09-03,23.125
2010-09-08,-17.7665
2010-09-13,19.1358
2010-09-14,-1.0363
2010-09-16,-20.9424
2010-09-17,-0.6623
2010-09-20,0.6667
2010-09-21,19.2053
2010-09-22,0.0
2010-09-23,-17.2222
2010-09-24,-19.4631
2010-09-27,0.0
2010-09-29,25.0
2010-09-30,-18.6667
2010-10-01,2.459
2010-10-07,-18.4
2010-10-08,17.647100000000002
2010-10-11,-14.1667
2010-10-13,0.0
2010-10-15,1.9417
2010-10-19,-3.8095
2010-10-22,11.8812
2010-10-25,-11.5044
2010-10-26,3.0
2010-11-10,-49.5146
2010-11-11,53.8462
2010-11-12,-24.875
2010-11-15,0.0
2010-11-16,-0.1664
2010-11-24,25.0
2010-12-02,-1.3333
2010-12-09,-29.7297
2010-12-14,7.6923
2010-12-20,-1.7856999999999998
2010-12-21,-52.7273
2010-12-23,207.6923
2010-12-27,-56.25
2010-12-28,-14.2857
2010-12-29,-33.0
2010-12-30,24.3781
2010-12-31,-12.0
2011-01-03,9.0909
2011-01-04,-8.3333
2011-01-13,0.0
2011-01-14,0.0
2011-01-18,0.0
2011-01-21,36.3636
2011-01-24,16.6667
2011-01-26,-2.8571
2011-01-27,-5.8824
2011-01-28,-31.25
2011-01-31,113.6364
2011-02-01,0.0
2011-02-02,-53.1915
2011-02-03,131.8182
2011-02-04,0.0
2011-02-07,0.0
2011-02-08,41.1765
2011-02-09,-31.9444
2011-02-10,22.449
2011-02-11,-33.3333
2011-02-14,0.0
2011-02-15,50.0
2011-02-16,-25.0
2011-02-17,11.1111
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,-10.0
2011-02-25,2.2222
2011-03-02,-13.0435
2011-03-08,0.0
2011-03-10,-32.25
2011-03-15,121.4022
2011-03-17,0.0
2011-03-18,-33.3333
2011-03-21,0.0
2011-03-22,37.5
2011-03-25,0.0
2011-03-28,-49.8182
2011-03-31,0.0
2011-04-01,26.8116
2011-04-07,-22.8571
2011-04-08,11.1111
2011-04-11,-16.6667
2011-04-14,-20.0
2011-04-15,0.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-21,0.0
2011-04-25,-10.0
2011-04-26,-11.1111
2011-04-27,0.0
2011-04-28,12.5
2011-04-29,0.0
2011-05-02,-11.1111
2011-05-04,-6.25
2011-05-05,-6.6667
2011-05-06,0.0
2011-05-09,0.0
2011-05-10,14.2857
2011-05-11,0.0
2011-05-12,0.0
2011-05-17,0.0
2011-05-19,-30.0
2011-05-20,0.0
2011-05-25,-19.5313
2011-05-26,10.957
2011-05-27,0.0
2011-05-31,0.0
2011-06-01,-19.8125
2011-06-02,24.7077
2011-06-03,0.0
2011-06-08,0.0
2011-06-10,-29.875
2011-06-14,-0.1783
2011-06-15,0.0
2011-06-16,-5.7143
2011-06-17,6.0606
2011-06-21,0.0
2011-06-23,7.1429
2011-06-29,-6.6667
2011-06-30,0.0
2011-07-05,0.0
2011-07-06,0.0
2011-07-07,0.0
2011-07-08,0.0
2011-07-13,0.0
2011-07-19,0.0
2011-07-22,0.0
2011-07-26,-38.3929
2011-07-29,0.0
2011-08-03,0.0
2011-08-09,-0.2899
2011-08-10,0.0
2011-08-12,60.4651
2011-08-17,-1.4493
2011-08-19,2.9412000000000003
2011-08-22,0.0
2011-08-25,0.0
2011-09-01,0.0
2011-09-06,0.0
2011-09-15,-38.5714
2011-09-16,62.7907
2011-09-19,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-09-28,0.0
2011-09-29,-57.1429
2011-10-20,0.0
2011-10-24,16.6667
2011-10-27,100.0
2011-10-31,0.0
2011-11-02,0.0
2011-11-29,-49.8214
2011-11-30,99.2883
2011-12-06,157.1429
2011-12-12,-0.5556
2011-12-13,-46.9274
2011-12-14,0.0
2011-12-19,-26.3158
2011-12-20,35.7143
2011-12-22,0.0
2011-12-23,0.0
2011-12-28,5.2632
2011-12-30,0.0
2012-01-04,-30.0
2012-01-06,-14.2857
2012-01-10,0.0
2012-01-11,0.0
2012-01-12,0.0
2012-01-13,33.3333
2012-01-17,31.25
2012-01-23,-4.7619
2012-01-24,0.0
2012-01-25,0.0
2012-01-27,-60.0
2012-01-30,75.0
2012-01-31,0.0
2012-02-29,-42.8571
2012-03-06,0.0
2012-03-13,-19.6875
2012-03-14,0.1946
2012-03-16,0.3883
2012-03-23,0.0
2012-03-26,0.0
2012-03-27,0.0
2012-03-29,0.0
2012-04-03,-2.9013999999999998
2012-04-04,0.0
2012-04-09,0.3984
2012-04-10,0.0
2012-04-16,0.0
2012-04-18,0.3968
2012-04-26,0.0
2012-05-02,0.0
2012-05-16,0.0
2012-05-22,0.0
2012-05-31,-0.3953
2012-06-01,-20.634900000000002
2012-06-04,-20.0
2012-06-05,0.625
2012-06-25,-24.8447
2012-07-10,0.0
2012-07-26,0.0
2012-09-11,0.0
2012-09-25,0.0
2012-10-02,0.0
2012-10-11,0.0
2012-10-15,-33.0579
2012-10-17,0.6173
2012-10-18,0.0
2012-10-25,0.0
2012-11-27,0.0
2012-11-28,17.7914
2012-12-06,0.0
2012-12-12,0.0
2012-12-18,0.0
2012-12-26,0.0
2013-02-07,73.4375
2013-02-08,0.3003
2013-03-07,0.5988
2013-03-11,0.0
2013-03-21,0.0
2013-04-08,0.0
2013-05-31,95.2381
2013-07-17,-48.7805
2013-08-08,0.0
2013-08-13,0.0
2013-09-05,0.0
2013-09-13,0.0
2013-09-25,0.0
2013-10-24,0.0
2013-10-29,0.0
2013-11-13,0.0
2013-12-10,0.0
2013-12-13,0.0
2013-12-18,-52.381
2013-12-20,50.0
2013-12-23,-33.3333
2013-12-26,0.0
2013-12-30,0.0
2014-01-16,0.0
2014-01-30,30.0
2014-02-19,-23.0769
2014-02-25,0.0
2014-03-21,150.0
2014-03-24,0.0
2014-03-26,0.0
2014-04-02,-20.0
2014-04-03,0.0
2014-05-29,0.0
2014-06-20,0.0
2014-07-01,30.0
2014-07-02,-23.0769
2014-07-10,30.0
2014-07-15,-3.8462
2014-07-24,-20.0
2014-08-07,0.0
2014-08-18,0.0
2014-08-29,0.0
2014-09-03,45.0
2014-10-13,-31.0345
2014-10-14,150.0
2014-10-15,-60.0
2014-12-05,-40.0
2014-12-10,37.5
2014-12-23,-9.0909
2014-12-26,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-27,-20.0
2015-02-10,66.6667
2015-02-18,-40.0
2015-03-18,0.0
2015-04-09,0.0
2015-04-13,0.0
2015-05-04,62.5
2015-05-08,-28.2051
2015-05-15,-14.2857
2015-06-26,0.0
2015-07-09,0.0
2015-08-07,0.0
2015-08-21,0.0
2015-09-01,-16.6667
2015-11-03,0.0
2015-11-19,-40.0
2015-11-27,0.0
2015-12-15,0.0
2015-12-17,0.0
2016-01-28,0.0
2016-02-09,50.0
2016-04-25,-33.3333
2016-05-06,0.0
2016-05-23,0.0
2016-07-06,0.0
2016-11-10,0.0
2016-11-16,-33.3333
2016-12-06,0.0
2016-12-12,0.0
2016-12-16,0.0
2016-12-21,0.0
2016-12-27,-12.5
2017-08-14,0.0
2017-10-13,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-22,0.0
2017-12-29,-48.5714
2018-01-03,11.1111
2018-03-16,-10.0
2018-04-27,0.0
2018-05-04,0.0
2018-06-08,91.6667
2018-09-12,-13.0435
2018-09-20,16.6667
2018-09-25,-42.8571
2018-12-14,0.0
2019-01-29,50.0
2019-01-31,-33.3333
2019-03-06,0.0
2019-03-11,0.0
2019-04-05,-15.0
2019-07-22,17.647100000000002
2019-10-18,-20.0
2020-02-03,0.0
2020-02-28,0.0
2020-04-30,0.0
2020-05-04,25.0
2020-05-07,200.0
2020-05-08,0.0
2020-05-15,-73.3333
2020-05-19,0.0
2020-06-04,0.0
