ticker,TSNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-20,33.3333
2009-10-21,25.0
2009-10-22,12.0
2009-10-23,0.0
2009-10-26,6.4286
2009-10-27,34.2282
2009-10-28,-20.0
2009-10-30,3.125
2009-11-02,-3.0303
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,-6.25
2009-11-12,-16.6667
2009-11-13,-20.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,-5.0
2009-11-27,7.3684
2009-11-30,0.9804
2009-12-01,6.7961
2009-12-02,0.0
2009-12-04,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,-3.6364
2009-12-11,8.4906
2009-12-14,-4.3478
2009-12-16,-4.5455
2009-12-17,0.0
2009-12-18,2.8571
2009-12-21,1.8519
2009-12-23,-4.5455
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,-20.0
2010-01-07,17.8571
2010-01-08,0.0
2010-01-11,1.0101
2010-01-12,5.0
2010-01-13,1.9048
2010-01-14,2.8037
2010-01-15,-2.7273
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,-1.8692
2010-01-22,0.0
2010-01-28,-5.7143
2010-02-01,-1.0101
2010-02-03,3.0612
2010-02-05,0.0
2010-02-08,-1.9802
2010-02-10,2.0202
2010-02-11,-8.9109
2010-02-12,8.6957
2010-02-16,2.0
2010-02-17,-6.8627
2010-02-18,8.4211
2010-02-19,0.0
2010-02-22,1.9417
2010-02-23,-4.7619
2010-02-24,5.0
2010-02-25,-8.5714
2010-02-26,-1.0417
2010-03-01,-2.1053
2010-03-02,-3.2258
2010-03-03,16.6667
2010-03-04,-1.9048
2010-03-09,-3.8834999999999997
2010-03-10,-1.0101
2010-03-12,3.0612
2010-03-15,-5.9406
2010-03-16,0.0
2010-03-17,0.0
2010-03-19,5.2632
2010-03-22,0.0
2010-03-23,-5.0
2010-03-24,5.2632
2010-03-25,2.0
2010-03-26,0.9804
2010-03-29,-0.9709
2010-03-30,-1.9607999999999999
2010-03-31,0.0
2010-04-01,1.0
2010-04-05,-0.9901
2010-04-06,1.0
2010-04-07,-1.9802
2010-04-08,2.0202
2010-04-09,-0.9901
2010-04-12,-11.0
2010-04-13,1.1236
2010-04-14,8.8889
2010-04-15,-8.1633
2010-04-16,-5.5556
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,7.0588
2010-04-22,-1.0989
