ticker,TBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-07,6.25
2014-11-10,0.549
2014-11-11,-0.78
2014-11-12,0.1572
2014-11-13,-0.5495
2014-11-14,0.3157
2014-11-17,0.236
2014-11-18,1.9623
2014-11-19,-1.8476
2014-11-20,1.8824
2014-11-21,4.465
2014-11-24,5.6006
2014-11-25,2.7913
2014-11-26,1.6972
2014-11-28,0.3338
2014-12-01,-2.1291
2014-12-02,-5.0986
2014-12-03,3.8682
2014-12-04,-1.1724
2014-12-05,0.0698
2014-12-08,1.1158
2014-12-09,-3.4483
2014-12-10,-7.7857
2014-12-11,-1.2393
2014-12-12,7.451
2014-12-15,-3.0657
2014-12-16,3.6145
2014-12-17,-4.2878
2014-12-18,5.5429
2014-12-19,0.7194
2014-12-22,-3.4286
2014-12-23,-1.4053
2014-12-24,3.6759
2014-12-26,1.1577
2014-12-29,0.1431
2014-12-30,-1.1429
2014-12-31,-2.0954
2015-01-02,-0.369
2015-01-05,-0.1481
2015-01-06,0.1484
2015-01-07,-0.8889
2015-01-08,-2.9895
2015-01-09,-0.6163
2015-01-12,0.3876
2015-01-13,3.5521000000000003
2015-01-14,1.4169
2015-01-15,-0.8824
2015-01-16,1.7062
2015-01-20,-3.3552
2015-01-21,-1.8113000000000001
2015-01-22,1.4604
2015-01-23,0.2273
2015-01-26,-1.9651999999999998
2015-01-27,1.9275
2015-01-28,-2.2693
2015-01-29,1.0836
2015-01-30,-0.4594
2015-02-02,-0.2308
2015-02-03,1.3107
2015-02-04,-2.207
2015-02-05,-0.7782
2015-02-06,-0.8627
2015-02-09,-4.5095
2015-02-10,0.2486
2015-02-11,2.0661
2015-02-12,2.1862
2015-02-13,3.2488
2015-02-17,-0.2302
2015-02-18,-0.8462
2015-02-19,1.6292
2015-02-20,-0.916
2015-02-23,-0.077
2015-02-24,-0.6168
2015-02-25,-0.3103
2015-02-26,0.0
2015-02-27,-1.4786000000000001
2015-03-02,0.9479
2015-03-03,1.6432
2015-03-04,-0.3079
2015-03-05,0.5405
2015-03-06,-0.9217
2015-03-09,0.7752
2015-03-10,-0.3077
2015-03-11,-0.0772
2015-03-12,0.1544
2015-03-13,0.2313
2015-03-16,0.3077
2015-03-17,0.4601
2015-03-18,0.0763
2015-03-19,-0.5339
2015-03-20,-1.6871
2015-03-23,2.8081
2015-03-24,0.5311
2015-03-25,-1.7358
2015-03-26,-0.768
2015-03-27,0.8514
2015-03-30,0.8442
2015-03-31,3.9574
2015-04-01,-1.1713
