ticker,JEF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.9459
2000-01-04,-2.0115
2000-01-05,-0.2933
2000-01-06,1.4706000000000001
2000-01-07,2.6087
2000-01-10,-0.8475
2000-01-11,0.0
2000-01-12,0.2849
2000-01-13,-0.8523
2000-01-14,-1.1461000000000001
2000-01-18,1.1594
2000-01-19,1.1461000000000001
2000-01-20,-3.3994
2000-01-21,-0.2933
2000-01-24,-1.1764999999999999
2000-01-25,0.5952
2000-01-26,0.8876
2000-01-27,0.0
2000-01-28,-0.5865
2000-01-31,0.295
2000-02-01,1.1764999999999999
2000-02-02,-1.1628
2000-02-03,2.3529
2000-02-04,4.8850999999999996
2000-02-07,-1.9178
2000-02-08,-2.2346
2000-02-09,-0.8571
2000-02-10,-0.5764
2000-02-11,0.0
2000-02-14,0.5797
2000-02-15,-0.8646
2000-02-16,0.5814
2000-02-17,0.0
2000-02-18,-0.578
2000-02-22,0.5814
2000-02-23,-0.289
2000-02-24,-0.2899
2000-02-25,-0.2907
2000-02-28,-0.8746
2000-02-29,0.5882
2000-03-01,0.2924
2000-03-02,0.0
2000-03-03,0.2915
2000-03-06,-0.5814
2000-03-07,-0.5848
2000-03-08,-0.2941
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,-0.295
2000-03-14,1.4793
2000-03-15,-0.2915
2000-03-16,6.1404
2000-03-17,-4.1322
2000-03-20,-0.8621
2000-03-21,-0.2899
2000-03-22,1.1628
2000-03-23,0.0
2000-03-24,2.0115
2000-03-27,0.2817
2000-03-28,0.8427
2000-03-29,0.2786
2000-03-30,0.2778
2000-03-31,5.2632
2000-04-03,-2.1053
2000-04-04,-2.4194
2000-04-05,-0.551
2000-04-06,0.277
2000-04-07,0.5525
2000-04-10,0.0
2000-04-11,5.4945
2000-04-12,1.8229
2000-04-13,-0.5115
2000-04-14,-5.6555
2000-04-17,2.7248
2000-04-18,0.5305
2000-04-19,-4.2216
2000-04-20,4.9587
2000-04-24,-3.6745
2000-04-25,5.4496
2000-04-26,-2.8424
2000-04-27,-1.5957
2000-04-28,0.8108
2000-05-01,1.3405
2000-05-02,-2.1164
2000-05-03,-1.6216
2000-05-04,4.6703
2000-05-05,0.7874
2000-05-08,-1.8229
2000-05-09,-0.5305
2000-05-10,0.5333
2000-05-11,1.5915
2000-05-12,-3.6554
2000-05-15,0.813
2000-05-16,-1.8817
2000-05-17,0.0
2000-05-18,-0.5479
2000-05-19,-0.2755
2000-05-22,0.0
2000-05-23,0.2762
