ticker,AITX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-05-19,33.3333
2011-06-08,-16.6667
2011-06-10,0.0
2011-06-15,0.0
2011-06-21,0.0
2011-06-22,0.0
2011-06-28,0.0
2011-06-29,-4.0
2011-06-30,0.0
2011-07-01,0.0
2011-07-05,-2.0833
2011-07-06,17.0213
2011-07-07,0.0
2011-07-08,-9.0909
2011-07-11,0.0
2011-07-12,4.0
2011-07-13,-32.6923
2011-07-14,13.7143
2011-07-15,0.5025
2011-07-18,24.5
2011-07-19,-26.1044
2011-07-20,0.5435
2011-07-21,0.0
2011-07-22,-5.4054
2011-07-25,0.0
2011-07-26,-5.7143
2011-07-27,9.0909
2011-07-28,-9.4444
2011-07-29,13.4969
2011-08-02,-2.7027
2011-08-09,11.1111
2011-08-15,0.0
2011-08-17,-12.5
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,2.8571
2011-08-23,-2.7778
2011-08-24,0.0
2011-08-25,0.0
2011-08-26,-5.7143
2011-08-29,0.0
2011-08-30,6.0606
2011-08-31,-2.8571
2011-09-01,5.8824
2011-09-02,-3.8889
2011-09-06,2.8902
2011-09-07,1.1236
2011-09-08,2.7778
2011-09-09,0.0
2011-09-12,-1.0811
2011-09-13,0.0
2011-09-14,-1.0929
2011-09-15,1.105
2011-09-16,-1.6393
2011-09-19,-2.2222
2011-09-20,-3.4091
2011-09-21,-5.8824
2011-09-22,18.125
2011-09-23,3.1746
2011-09-26,7.6923
2011-09-27,-2.3810000000000002
2011-09-28,2.439
2011-09-29,-4.7619
2011-09-30,-5.0
2011-10-03,2.6316
2011-10-04,1.5385
2011-10-05,-6.5657
2011-10-06,-16.2162
2011-10-07,9.6774
2011-10-10,-1.1764999999999999
2011-10-11,1.1905000000000001
2011-10-12,0.0
2011-10-13,-2.9412000000000003
2011-10-14,-9.0909
2011-10-17,-32.6667
2011-10-18,-0.9901
2011-10-19,-49.0
2011-10-20,-5.8824
2011-10-21,-8.3333
2011-10-24,-38.6364
2011-10-25,11.1111
2011-10-26,0.0
2011-10-27,40.0
2011-10-28,-47.619
2011-10-31,-0.4545
2011-11-01,-13.242
2011-11-02,-10.526299999999999
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,13.5294
2011-11-08,-19.6891
2011-11-09,-3.2258
2011-11-10,-6.6667
2011-11-11,-14.2857
2011-11-14,-16.6667
2011-11-15,-15.0
2011-11-16,5.8824
2011-11-17,-5.5556
2011-11-18,11.7647
2011-11-21,-4.2105
