ticker,OCLN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-28,0.0
2008-04-29,-10.0
2008-04-30,22.2222
2008-05-01,13.6364
2008-05-02,16.0
2008-05-05,17.2414
2008-05-06,2.9412000000000003
2008-05-07,-8.5714
2008-05-08,-6.25
2008-05-09,-3.3333
2008-05-12,3.4483
2008-05-13,6.6667
2008-05-14,9.375
2008-05-15,-2.8571
2008-05-16,2.9412000000000003
2008-05-19,0.0
2008-05-20,0.0
2008-05-21,-14.2857
2008-05-22,10.0
2008-05-23,0.0
2008-05-27,6.0606
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,-8.5714
2008-06-02,3.125
2008-06-03,0.6061
2008-06-04,5.4217
2008-06-05,5.7143
2008-06-06,0.0
2008-06-09,-5.4054
2008-06-10,0.0
2008-06-11,8.5714
2008-06-12,5.2632
2008-06-13,0.0
2008-06-16,0.0
2008-06-17,-5.0
2008-06-18,5.2632
2008-06-19,0.0
2008-06-20,0.0
2008-06-23,2.5
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,-7.3171
2008-07-01,5.2632
2008-07-02,5.0
2008-07-03,2.3810000000000002
2008-07-07,6.9767
2008-07-08,5.4348
2008-07-09,-17.5258
2008-07-10,2.5
2008-07-11,2.439
2008-07-14,2.3810000000000002
2008-07-15,4.6512
2008-07-16,4.4444
2008-07-17,-2.1277
2008-07-18,0.0
2008-07-21,2.1739
2008-07-22,-2.1277
2008-07-23,2.1739
2008-07-24,-4.2553
2008-07-25,-2.2222
2008-07-28,2.2727
2008-07-29,-4.4444
2008-07-30,-4.6512
2008-07-31,2.439
2008-08-01,0.0
2008-08-04,-2.3810000000000002
2008-08-05,2.439
2008-08-06,-4.7619
2008-08-07,0.0
2008-08-08,0.0
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,0.0
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,-5.0
2008-08-19,0.5263
2008-08-20,0.0
2008-08-21,9.9476
2008-08-22,0.0
2008-08-25,-4.7619
2008-08-26,-5.0
2008-08-27,0.0
2008-08-28,2.6316
2008-08-29,0.0
2008-09-02,2.5641
2008-09-03,0.0
2008-09-04,-5.0
2008-09-05,-1.3158
2008-09-08,1.3333
2008-09-09,0.0
2008-09-10,-2.6316
2008-09-11,1.3514
2008-09-12,12.0
2008-09-15,-0.119
2008-09-16,-7.0322
2008-09-17,-10.2564
2008-09-18,-5.7143
2008-09-19,6.0606
2008-09-22,0.0
