ticker,AHNR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-11,25.0
2006-12-15,0.0
2006-12-18,-12.0
2007-01-05,13.6364
2007-01-10,-6.6667
2007-01-11,0.0
2007-01-12,7.1429
2007-02-20,-6.6667
2007-03-02,-27.1429
2007-03-06,25.4902
2007-03-07,9.375
2007-03-15,-1.4285999999999999
2007-03-20,-8.6957
2007-04-09,0.0
2007-04-19,-4.7619
2007-04-24,8.3333
2007-04-30,-21.5385
2007-05-08,0.0
2007-05-16,15.6863
2007-05-29,-23.7288
2007-05-30,-2.2222
2007-05-31,-20.4545
2007-06-19,2.8571
2007-06-20,11.1111
2007-06-25,-7.5
2007-06-27,0.0
2007-07-03,-2.7027
2007-07-06,2.7778
2007-07-11,35.1351
2007-07-12,10.0
2007-07-13,-9.0909
2007-08-10,0.0
2007-08-16,30.0
2007-09-06,-7.6923
2007-09-12,-13.3333
2007-09-13,1.9231
2007-09-14,3.7736
2007-09-24,-5.4545
2007-09-28,11.538499999999999
2007-10-01,12.069
2007-10-02,0.0
2007-10-03,7.6923
2007-10-04,0.0
2007-10-05,7.1429
2007-10-08,0.0
2007-10-11,6.6667
2007-10-12,31.25
2007-10-15,4.7619
2007-10-17,-8.1818
2007-10-22,0.0
2007-10-23,0.9901
2007-10-24,-5.8824
2007-10-25,9.375
2007-10-26,-9.5238
2007-10-31,10.526299999999999
2007-11-01,-19.0476
2007-11-07,0.0
2007-11-08,0.0
2007-11-13,0.0
2007-11-14,0.0
2007-11-21,-11.7647
2007-11-28,0.0
2007-12-03,-6.6667
2007-12-04,0.0
2007-12-05,0.0
2007-12-12,-11.4286
2007-12-13,20.9677
2007-12-14,-20.0
2007-12-20,0.0
2007-12-31,0.0
2008-01-02,16.6667
2008-01-07,-2.8571
2008-01-08,10.2941
2008-01-09,-6.6667
2008-01-10,2.8571
2008-01-11,11.1111
2008-01-14,0.0
2008-01-15,-12.5
2008-01-16,-2.8571
2008-01-18,2.9412000000000003
2008-01-22,14.2857
2008-01-23,0.0
2008-01-24,-18.75
2008-01-25,0.0
2008-01-28,-7.6923
2008-01-30,-15.0
2008-01-31,0.0
2008-02-01,0.0
2008-02-05,37.2549
2008-02-07,7.1429
2008-02-08,-6.6667
2008-02-11,7.1429
2008-02-13,-13.3333
2008-02-14,0.0
2008-02-15,12.3077
2008-02-19,-10.9589
2008-03-05,-16.1538
2008-03-12,-2.7523
2008-03-18,-1.8868
2008-03-24,15.3846
2008-03-25,0.0
2008-03-31,-13.3333
