ticker,CAPL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-25,1.15
2012-10-26,3.0153
2012-10-31,0.0
2012-11-01,-0.4319
2012-11-02,-0.8675
2012-11-05,-0.7778
2012-11-06,-0.6859
2012-11-07,-1.332
2012-11-08,-1.45
2012-11-09,-0.6088
2012-11-12,1.3272
2012-11-13,-1.0076
2012-11-14,-0.8651
2012-11-15,-1.232
2012-11-16,0.7796
2012-11-19,0.9799
2012-11-20,0.2043
2012-11-21,0.9684
2012-11-23,0.4543
2012-11-26,-0.804
2012-11-27,-0.5066
2012-11-28,-0.4582
2012-11-29,-0.4604
2012-11-30,-0.5653
2012-12-03,0.0517
2012-12-04,-2.376
2012-12-05,-1.3228
2012-12-06,-1.1796
2012-12-07,0.1085
2012-12-10,0.813
2012-12-11,0.2688
2012-12-12,3.378
2012-12-13,-0.4668
2012-12-14,0.7295
2012-12-17,-2.8453
2012-12-18,1.065
2012-12-19,1.8439999999999999
2012-12-20,-1.7072
2012-12-21,0.2632
2012-12-24,-1.3123
2012-12-26,-1.7553
2012-12-27,-2.5987999999999998
2012-12-28,1.7231999999999998
2012-12-31,1.5301
2013-01-02,4.7901
2013-01-03,1.4381
2013-01-04,0.8608
2013-01-07,-0.1004
2013-01-08,-0.201
2013-01-09,-0.6546
2013-01-10,1.6219000000000001
2013-01-11,-0.7481
2013-01-14,0.7538
2013-01-15,-0.2494
2013-01-16,-0.65
2013-01-17,0.5536
2013-01-18,-1.7017
2013-01-22,1.5274999999999999
2013-01-23,-0.2006
2013-01-24,0.2513
2013-01-25,0.2506
2013-01-28,0.4
2013-01-29,-0.8466
2013-01-30,1.6816
2013-01-31,-0.2005
2013-02-01,0.2009
2013-02-04,0.2005
2013-02-05,-0.4502
2013-02-06,0.5025
2013-02-07,0.0
2013-02-08,0.55
2013-02-11,0.9448
2013-02-12,0.2463
2013-02-13,0.2948
2013-02-14,0.098
2013-02-15,0.4405
2013-02-19,0.8772
2013-02-20,-0.9662
2013-02-21,0.0
2013-02-22,0.2927
2013-02-25,-0.2918
2013-02-26,0.3415
2013-02-27,0.1945
2013-02-28,0.9704
2013-03-01,1.1052
2013-03-04,0.0
2013-03-05,0.0475
2013-03-06,0.0475
2013-03-07,0.6173
2013-03-08,2.8787000000000003
2013-03-11,1.6055000000000001
2013-03-12,1.5800999999999998
2013-03-13,-0.2667
2013-03-14,0.4011
2013-03-15,4.7492
2013-03-18,1.1864
2013-03-19,-2.7638
2013-03-20,-3.0146
