ticker,CCGM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-28,71.4286
2007-10-01,18.5
2007-10-02,72.2925
2007-10-03,53.0612
2007-10-04,9.3867
2007-10-05,-13.8957
2007-10-08,-20.7248
2007-10-09,45.3571
2007-10-10,-3.6855
2007-10-11,-6.6327
2007-10-12,-5.1913
2007-10-15,-4.7262
2007-10-16,-2.6013
2007-10-17,-3.1056
2007-10-18,-7.5641
2007-10-19,-16.5742
2007-10-22,7.2318999999999996
2007-10-23,8.1395
2007-10-24,-6.0932
2007-10-25,-6.8702
2007-10-26,-2.459
2007-10-29,-4.2857
2007-10-30,-5.0922
2007-10-31,-2.3127
2007-11-01,-6.25
2007-11-02,-4.5455
2007-11-05,-12.381
2007-11-06,24.3961
2007-11-07,-12.5243
2007-11-08,-7.8787
2007-11-09,6.143
2007-11-12,4.4254
2007-11-13,12.8276
2007-11-14,-3.6609
2007-11-15,-8.6
2007-11-16,-4.1575
2007-11-19,-8.79
2007-11-20,-8.761
2007-11-21,-6.7215
2007-11-23,6.6158
2007-11-26,-4.1363
2007-11-27,-2.1871
2007-11-28,3.8541
2007-11-29,-0.9915
2007-11-30,-0.4292
2007-12-03,13.505700000000001
2007-12-04,15.443
2007-12-05,9.8684
2007-12-06,14.7705
2007-12-07,-5.6522
2007-12-10,-6.0829
2007-12-11,-11.6793
2007-12-12,0.0014
2007-12-13,1.6667
2007-12-14,4.6995000000000005
2007-12-17,-5.0104
2007-12-18,-1.4285999999999999
2007-12-19,-1.0033
2007-12-20,-3.3784
2007-12-21,-4.4289
2007-12-24,3.0488
2007-12-26,15.1479
2007-12-27,-5.5498
2007-12-28,-2.2851
2007-12-31,-3.6748
2008-01-02,0.2312
2008-01-03,-2.3068
2008-01-04,-6.2574
2008-01-07,-7.3048
2008-01-08,-1.6303999999999998
2008-01-09,-0.6906
2008-01-10,3.338
2008-01-11,-0.8075
2008-01-14,-0.9498
2008-01-15,0.6849
2008-01-16,-5.8503
2008-01-17,0.578
2008-01-18,-4.8850999999999996
2008-01-22,-8.0042
2008-01-23,0.6547
2008-01-24,7.8303
2008-01-25,-0.7564
2008-01-28,-3.9634
2008-01-29,-1.1429
2008-01-30,-1.413
2008-01-31,1.6287
2008-02-01,-0.9615
2008-02-04,23.9482
2008-02-05,-12.4021
2008-02-06,-2.0864
2008-02-07,5.0228
2008-02-08,0.0
2008-02-11,0.8696
2008-02-12,-0.8621
2008-02-13,1.8841
2008-02-14,-4.9787
2008-02-15,-2.6946
