ticker,SFPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-18,-10.0
2012-05-21,4.4444
2012-05-22,-2.1277
2012-05-23,0.0
2012-05-24,3.0435
2012-05-25,0.8439
2012-05-29,0.4184
2012-05-30,0.8333
2012-05-31,-1.6529
2012-06-01,0.0
2012-06-04,0.8403
2012-06-05,0.4167
2012-06-06,0.0
2012-06-07,-0.4149
2012-06-08,0.0
2012-06-11,0.4167
2012-06-12,-0.4149
2012-06-13,0.4167
2012-06-14,-0.4149
2012-06-15,-2.5
2012-06-18,2.5641
2012-06-19,-2.0833
2012-06-20,0.0
2012-06-21,0.0
2012-06-22,0.0
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,4.2553
2012-06-29,0.0
2012-07-02,0.0
2012-07-05,0.0
2012-07-06,-2.0408
2012-07-09,4.1667
2012-07-10,6.0
2012-07-11,-1.8868
2012-07-12,0.0
2012-07-13,0.0
2012-07-16,-5.7692
2012-07-25,-28.5714
2012-07-26,-5.7143
2012-07-27,42.4242
2012-08-07,-10.6383
2012-08-09,4.7619
2012-08-16,-4.5455
2012-08-23,-30.9524
2012-08-24,17.2414
2012-08-29,-41.1765
2012-08-31,2.0
2012-09-13,-0.9804
2012-09-21,0.0
2012-09-26,3.9604
2012-10-03,33.3333
2012-10-04,-7.1429
2012-10-05,7.6923
2012-10-08,-0.7143
2012-10-09,2.1583
2012-10-10,9.1549
2012-10-11,0.0
2012-10-12,-1.9355
2012-10-15,7.2368
2012-10-16,3.0675
2012-10-17,-4.7619
2012-10-18,0.0
2012-10-19,0.0
2012-10-22,0.0
2012-10-23,6.25
2012-10-24,0.0
2012-10-25,-17.647100000000002
2012-10-26,0.0
2012-10-31,0.0
2012-11-01,-10.7143
2012-11-02,31.2
2012-11-05,0.6098
2012-11-06,0.0
2012-11-07,1.8182
2012-11-08,0.0
2012-11-09,1.1905000000000001
2012-11-12,1.1764999999999999
2012-11-13,1.7442
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,1.1429
2012-11-19,0.0
2012-11-20,-1.6949
2012-11-21,13.7931
2012-11-26,-4.0404
2012-11-27,0.0
2012-11-28,3.6842
2012-11-29,0.0
2012-11-30,1.0152
2012-12-03,0.0
2012-12-04,0.5025
2012-12-05,0.0
2012-12-06,2.0
2012-12-07,-0.9804
2012-12-10,0.9901
2012-12-11,0.0
2012-12-12,-1.4706000000000001
2012-12-13,-0.4975
2012-12-14,0.5
2012-12-17,-2.9851
2012-12-18,0.0
